tick_id,day,agent,route_id,public_memory_key,remembered_route_choice,remembered_forecast_revision,remembered_avatar_task,remembered_drill,remembered_reload_recovery,private_workspace_sealed,replay_pointer
639,40,Milo,signal_orchard,v30:Milo:signal_orchard:day40,river lantern loop,rev:19 risk:0.47,tasks:14,score:0.62,recovery:0.94,True,replay:639:signal_orchard
640,41,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day41,market plank route,rev:23 risk:0.43,tasks:17,score:0.73,recovery:0.94,True,replay:640:orchard_riverbend
641,41,Juno,central_repair_ring,v30:Juno:central_repair_ring:day41,outer bell path,rev:18 risk:0.44,tasks:14,score:0.71,recovery:0.94,True,replay:641:central_repair_ring
642,41,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day41,orchard ridge detour,rev:20 risk:0.49,tasks:15,score:0.73,recovery:0.94,True,replay:642:riverbend_roofward
643,41,Fay,roofward_archive,v30:Fay:roofward_archive:day41,cool archive lane,rev:17 risk:0.49,tasks:16,score:0.73,recovery:0.94,True,replay:643:roofward_archive
644,41,Nia,archive_signal,v30:Nia:archive_signal:day41,stone kiosk path,rev:23 risk:0.44,tasks:14,score:0.62,recovery:0.94,True,replay:644:archive_signal
645,41,Milo,signal_orchard,v30:Milo:signal_orchard:day41,river lantern loop,rev:19 risk:0.44,tasks:14,score:0.62,recovery:0.94,True,replay:645:signal_orchard
646,41,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day41,market plank route,rev:23 risk:0.42,tasks:17,score:0.73,recovery:0.94,True,replay:646:orchard_riverbend
647,41,Juno,central_repair_ring,v30:Juno:central_repair_ring:day41,outer bell path,rev:18 risk:0.46,tasks:14,score:0.74,recovery:0.94,True,replay:647:central_repair_ring
648,41,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day41,orchard ridge detour,rev:21 risk:0.43,tasks:15,score:0.73,recovery:0.94,True,replay:648:riverbend_roofward
649,41,Fay,roofward_archive,v30:Fay:roofward_archive:day41,glass stair,rev:17 risk:0.48,tasks:16,score:0.73,recovery:0.94,True,replay:649:roofward_archive
650,41,Nia,archive_signal,v30:Nia:archive_signal:day41,stone kiosk path,rev:23 risk:0.44,tasks:14,score:0.62,recovery:0.94,True,replay:650:archive_signal
651,41,Milo,signal_orchard,v30:Milo:signal_orchard:day41,river lantern loop,rev:19 risk:0.46,tasks:14,score:0.62,recovery:0.94,True,replay:651:signal_orchard
652,41,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day41,market plank route,rev:23 risk:0.43,tasks:17,score:0.73,recovery:0.94,True,replay:652:orchard_riverbend
653,41,Juno,central_repair_ring,v30:Juno:central_repair_ring:day41,outer bell path,rev:18 risk:0.46,tasks:14,score:0.74,recovery:0.94,True,replay:653:central_repair_ring
654,41,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day41,orchard ridge detour,rev:21 risk:0.45,tasks:16,score:0.73,recovery:0.94,True,replay:654:riverbend_roofward
655,41,Fay,roofward_archive,v30:Fay:roofward_archive:day41,glass stair,rev:17 risk:0.46,tasks:16,score:0.73,recovery:0.94,True,replay:655:roofward_archive
656,42,Milo,signal_orchard,v30:Milo:signal_orchard:day42,river lantern loop,rev:20 risk:0.41,tasks:14,score:0.62,recovery:0.94,True,replay:656:signal_orchard
657,42,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day42,market plank route,rev:23 risk:0.44,tasks:17,score:0.73,recovery:0.94,True,replay:657:orchard_riverbend
658,42,Juno,central_repair_ring,v30:Juno:central_repair_ring:day42,outer bell path,rev:18 risk:0.44,tasks:15,score:0.74,recovery:0.94,True,replay:658:central_repair_ring
659,42,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day42,orchard ridge detour,rev:21 risk:0.46,tasks:16,score:0.76,recovery:0.94,True,replay:659:riverbend_roofward
660,42,Fay,roofward_archive,v30:Fay:roofward_archive:day42,glass stair,rev:17 risk:0.47,tasks:16,score:0.73,recovery:0.94,True,replay:660:roofward_archive
661,42,Nia,archive_signal,v30:Nia:archive_signal:day42,paper lane,rev:23 risk:0.42,tasks:14,score:0.62,recovery:0.94,True,replay:661:archive_signal
662,42,Milo,signal_orchard,v30:Milo:signal_orchard:day42,river lantern loop,rev:20 risk:0.41,tasks:14,score:0.62,recovery:0.94,True,replay:662:signal_orchard
663,42,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day42,market plank route,rev:23 risk:0.46,tasks:17,score:0.74,recovery:0.94,True,replay:663:orchard_riverbend
664,42,Juno,central_repair_ring,v30:Juno:central_repair_ring:day42,outer bell path,rev:19 risk:0.52,tasks:15,score:0.74,recovery:0.94,True,replay:664:central_repair_ring
665,42,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day42,orchard ridge detour,rev:21 risk:0.45,tasks:16,score:0.76,recovery:0.94,True,replay:665:riverbend_roofward
666,42,Fay,roofward_archive,v30:Fay:roofward_archive:day42,glass stair,rev:17 risk:0.47,tasks:17,score:0.73,recovery:0.94,True,replay:666:roofward_archive
667,42,Nia,archive_signal,v30:Nia:archive_signal:day42,paper lane,rev:23 risk:0.44,tasks:14,score:0.62,recovery:0.94,True,replay:667:archive_signal
668,42,Milo,signal_orchard,v30:Milo:signal_orchard:day42,river lantern loop,rev:20 risk:0.42,tasks:14,score:0.62,recovery:0.94,True,replay:668:signal_orchard
669,42,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day42,market plank route,rev:23 risk:0.46,tasks:17,score:0.74,recovery:0.94,True,replay:669:orchard_riverbend
670,42,Juno,central_repair_ring,v30:Juno:central_repair_ring:day42,outer bell path,rev:19 risk:0.52,tasks:15,score:0.74,recovery:0.94,True,replay:670:central_repair_ring
671,42,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day42,orchard ridge detour,rev:21 risk:0.44,tasks:16,score:0.76,recovery:0.94,True,replay:671:riverbend_roofward
672,43,Fay,roofward_archive,v30:Fay:roofward_archive:day43,glass stair,rev:18 risk:0.42,tasks:17,score:0.73,recovery:0.94,True,replay:672:roofward_archive
673,43,Nia,archive_signal,v30:Nia:archive_signal:day43,stone kiosk path,rev:23 risk:0.45,tasks:14,score:0.62,recovery:0.94,True,replay:673:archive_signal
674,43,Milo,signal_orchard,v30:Milo:signal_orchard:day43,river lantern loop,rev:20 risk:0.44,tasks:15,score:0.62,recovery:0.94,True,replay:674:signal_orchard
675,43,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day43,market plank route,rev:23 risk:0.46,tasks:17,score:0.77,recovery:0.94,True,replay:675:orchard_riverbend
676,43,Juno,central_repair_ring,v30:Juno:central_repair_ring:day43,outer bell path,rev:20 risk:0.48,tasks:15,score:0.74,recovery:0.94,True,replay:676:central_repair_ring
677,43,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day43,orchard ridge detour,rev:21 risk:0.46,tasks:16,score:0.76,recovery:0.94,True,replay:677:riverbend_roofward
678,43,Fay,roofward_archive,v30:Fay:roofward_archive:day43,glass stair,rev:18 risk:0.41,tasks:17,score:0.73,recovery:0.94,True,replay:678:roofward_archive
679,43,Nia,archive_signal,v30:Nia:archive_signal:day43,stone kiosk path,rev:23 risk:0.46,tasks:14,score:0.65,recovery:0.94,True,replay:679:archive_signal
680,43,Milo,signal_orchard,v30:Milo:signal_orchard:day43,river lantern loop,rev:21 risk:0.50,tasks:15,score:0.62,recovery:0.94,True,replay:680:signal_orchard
681,43,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day43,fen track,rev:23 risk:0.44,tasks:17,score:0.77,recovery:0.94,True,replay:681:orchard_riverbend
682,43,Juno,central_repair_ring,v30:Juno:central_repair_ring:day43,outer bell path,rev:21 risk:0.45,tasks:16,score:0.74,recovery:0.94,True,replay:682:central_repair_ring
683,43,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day43,orchard ridge detour,rev:21 risk:0.47,tasks:16,score:0.79,recovery:0.94,True,replay:683:riverbend_roofward
684,43,Fay,roofward_archive,v30:Fay:roofward_archive:day43,glass stair,rev:18 risk:0.41,tasks:17,score:0.73,recovery:0.94,True,replay:684:roofward_archive
685,43,Nia,archive_signal,v30:Nia:archive_signal:day43,stone kiosk path,rev:23 risk:0.45,tasks:14,score:0.65,recovery:0.94,True,replay:685:archive_signal
686,43,Milo,signal_orchard,v30:Milo:signal_orchard:day43,river lantern loop,rev:21 risk:0.49,tasks:16,score:0.62,recovery:0.94,True,replay:686:signal_orchard
687,43,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day43,fen track,rev:23 risk:0.46,tasks:17,score:0.77,recovery:0.94,True,replay:687:orchard_riverbend
688,44,Juno,central_repair_ring,v30:Juno:central_repair_ring:day44,outer bell path,rev:22 risk:0.40,tasks:16,score:0.74,recovery:0.94,True,replay:688:central_repair_ring
689,44,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day44,orchard ridge detour,rev:21 risk:0.46,tasks:16,score:0.79,recovery:0.94,True,replay:689:riverbend_roofward
690,44,Fay,roofward_archive,v30:Fay:roofward_archive:day44,glass stair,rev:18 risk:0.43,tasks:17,score:0.73,recovery:0.94,True,replay:690:roofward_archive
691,44,Nia,archive_signal,v30:Nia:archive_signal:day44,stone kiosk path,rev:23 risk:0.45,tasks:14,score:0.68,recovery:0.94,True,replay:691:archive_signal
692,44,Milo,signal_orchard,v30:Milo:signal_orchard:day44,river lantern loop,rev:21 risk:0.48,tasks:16,score:0.62,recovery:0.94,True,replay:692:signal_orchard
693,44,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day44,fen track,rev:24 risk:0.52,tasks:17,score:0.77,recovery:0.94,True,replay:693:orchard_riverbend
694,44,Juno,central_repair_ring,v30:Juno:central_repair_ring:day44,outer bell path,rev:22 risk:0.42,tasks:16,score:0.74,recovery:0.94,True,replay:694:central_repair_ring
695,44,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day44,orchard ridge detour,rev:21 risk:0.47,tasks:16,score:0.79,recovery:0.94,True,replay:695:riverbend_roofward
696,44,Fay,roofward_archive,v30:Fay:roofward_archive:day44,glass stair,rev:18 risk:0.44,tasks:17,score:0.73,recovery:0.94,True,replay:696:roofward_archive
697,44,Nia,archive_signal,v30:Nia:archive_signal:day44,stone kiosk path,rev:23 risk:0.47,tasks:14,score:0.68,recovery:0.94,True,replay:697:archive_signal
698,44,Milo,signal_orchard,v30:Milo:signal_orchard:day44,river lantern loop,rev:21 risk:0.46,tasks:17,score:0.62,recovery:0.94,True,replay:698:signal_orchard
699,44,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day44,market plank route,rev:25 risk:0.47,tasks:17,score:0.77,recovery:0.94,True,replay:699:orchard_riverbend
700,44,Juno,central_repair_ring,v30:Juno:central_repair_ring:day44,outer bell path,rev:22 risk:0.46,tasks:16,score:0.74,recovery:0.94,True,replay:700:central_repair_ring
701,44,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day44,orchard ridge detour,rev:21 risk:0.45,tasks:16,score:0.79,recovery:0.94,True,replay:701:riverbend_roofward
702,44,Fay,roofward_archive,v30:Fay:roofward_archive:day44,glass stair,rev:18 risk:0.44,tasks:18,score:0.73,recovery:0.94,True,replay:702:roofward_archive
703,44,Nia,archive_signal,v30:Nia:archive_signal:day44,stone kiosk path,rev:23 risk:0.47,tasks:14,score:0.68,recovery:0.94,True,replay:703:archive_signal
704,45,Milo,signal_orchard,v30:Milo:signal_orchard:day45,river lantern loop,rev:22 risk:0.52,tasks:17,score:0.62,recovery:0.94,True,replay:704:signal_orchard
705,45,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day45,market plank route,rev:25 risk:0.45,tasks:17,score:0.77,recovery:0.94,True,replay:705:orchard_riverbend
706,45,Juno,central_repair_ring,v30:Juno:central_repair_ring:day45,outer bell path,rev:22 risk:0.45,tasks:17,score:0.74,recovery:0.94,True,replay:706:central_repair_ring
707,45,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day45,orchard ridge detour,rev:21 risk:0.48,tasks:16,score:0.82,recovery:0.94,True,replay:707:riverbend_roofward
708,45,Fay,roofward_archive,v30:Fay:roofward_archive:day45,glass stair,rev:18 risk:0.42,tasks:18,score:0.73,recovery:0.94,True,replay:708:roofward_archive
709,45,Nia,archive_signal,v30:Nia:archive_signal:day45,stone kiosk path,rev:23 risk:0.47,tasks:14,score:0.68,recovery:0.94,True,replay:709:archive_signal
710,45,Milo,signal_orchard,v30:Milo:signal_orchard:day45,river lantern loop,rev:23 risk:0.57,tasks:17,score:0.62,recovery:0.94,True,replay:710:signal_orchard
711,45,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day45,market plank route,rev:25 risk:0.45,tasks:17,score:0.80,recovery:0.94,True,replay:711:orchard_riverbend
712,45,Juno,central_repair_ring,v30:Juno:central_repair_ring:day45,outer bell path,rev:23 risk:0.42,tasks:17,score:0.74,recovery:0.94,True,replay:712:central_repair_ring
713,45,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day45,orchard ridge detour,rev:21 risk:0.49,tasks:16,score:0.82,recovery:0.94,True,replay:713:riverbend_roofward
714,45,Fay,roofward_archive,v30:Fay:roofward_archive:day45,glass stair,rev:18 risk:0.41,tasks:19,score:0.73,recovery:0.94,True,replay:714:roofward_archive
715,45,Nia,archive_signal,v30:Nia:archive_signal:day45,stone kiosk path,rev:23 risk:0.46,tasks:14,score:0.71,recovery:0.94,True,replay:715:archive_signal
716,45,Milo,signal_orchard,v30:Milo:signal_orchard:day45,river lantern loop,rev:24 risk:0.62,tasks:17,score:0.62,recovery:0.94,True,replay:716:signal_orchard
717,45,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day45,market plank route,rev:25 risk:0.46,tasks:17,score:0.80,recovery:0.94,True,replay:717:orchard_riverbend
718,45,Juno,central_repair_ring,v30:Juno:central_repair_ring:day45,outer bell path,rev:23 risk:0.41,tasks:18,score:0.74,recovery:0.94,True,replay:718:central_repair_ring
719,45,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day45,orchard ridge detour,rev:21 risk:0.49,tasks:16,score:0.82,recovery:0.94,True,replay:719:riverbend_roofward
720,46,Fay,roofward_archive,v30:Fay:roofward_archive:day46,glass stair,rev:19 risk:0.48,tasks:19,score:0.73,recovery:0.94,True,replay:720:roofward_archive
721,46,Nia,archive_signal,v30:Nia:archive_signal:day46,paper lane,rev:24 risk:0.41,tasks:14,score:0.71,recovery:0.94,True,replay:721:archive_signal
722,46,Milo,signal_orchard,v30:Milo:signal_orchard:day46,river lantern loop,rev:24 risk:0.58,tasks:18,score:0.62,recovery:0.94,True,replay:722:signal_orchard
723,46,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day46,market plank route,rev:25 risk:0.48,tasks:17,score:0.83,recovery:0.94,True,replay:723:orchard_riverbend
724,46,Juno,central_repair_ring,v30:Juno:central_repair_ring:day46,outer bell path,rev:23 risk:0.43,tasks:18,score:0.74,recovery:0.94,True,replay:724:central_repair_ring
725,46,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day46,orchard ridge detour,rev:21 risk:0.47,tasks:16,score:0.82,recovery:0.94,True,replay:725:riverbend_roofward
726,46,Fay,roofward_archive,v30:Fay:roofward_archive:day46,glass stair,rev:19 risk:0.48,tasks:19,score:0.73,recovery:0.94,True,replay:726:roofward_archive
727,46,Nia,archive_signal,v30:Nia:archive_signal:day46,paper lane,rev:25 risk:0.51,tasks:14,score:0.71,recovery:0.94,True,replay:727:archive_signal
728,46,Milo,signal_orchard,v30:Milo:signal_orchard:day46,river lantern loop,rev:25 risk:0.51,tasks:18,score:0.62,recovery:0.94,True,replay:728:signal_orchard
729,46,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day46,market plank route,rev:25 risk:0.48,tasks:17,score:0.83,recovery:0.94,True,replay:729:orchard_riverbend
730,46,Juno,central_repair_ring,v30:Juno:central_repair_ring:day46,outer bell path,rev:23 risk:0.44,tasks:18,score:0.74,recovery:0.94,True,replay:730:central_repair_ring
731,46,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day46,orchard ridge detour,rev:21 risk:0.46,tasks:16,score:0.83,recovery:0.94,True,replay:731:riverbend_roofward
732,46,Fay,roofward_archive,v30:Fay:roofward_archive:day46,glass stair,rev:19 risk:0.49,tasks:19,score:0.73,recovery:0.94,True,replay:732:roofward_archive
733,46,Nia,archive_signal,v30:Nia:archive_signal:day46,stone kiosk path,rev:26 risk:0.58,tasks:14,score:0.71,recovery:0.94,True,replay:733:archive_signal
734,46,Milo,signal_orchard,v30:Milo:signal_orchard:day46,river lantern loop,rev:25 risk:0.48,tasks:19,score:0.62,recovery:0.94,True,replay:734:signal_orchard
735,46,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day46,market plank route,rev:25 risk:0.46,tasks:17,score:0.83,recovery:0.94,True,replay:735:orchard_riverbend
736,47,Juno,central_repair_ring,v30:Juno:central_repair_ring:day47,outer bell path,rev:24 risk:0.42,tasks:18,score:0.74,recovery:0.94,True,replay:736:central_repair_ring
737,47,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day47,river ford,rev:21 risk:0.47,tasks:16,score:0.83,recovery:0.94,True,replay:737:riverbend_roofward
738,47,Fay,roofward_archive,v30:Fay:roofward_archive:day47,glass stair,rev:20 risk:0.43,tasks:20,score:0.73,recovery:0.94,True,replay:738:roofward_archive
739,47,Nia,archive_signal,v30:Nia:archive_signal:day47,stone kiosk path,rev:26 risk:0.58,tasks:14,score:0.74,recovery:0.94,True,replay:739:archive_signal
740,47,Milo,signal_orchard,v30:Milo:signal_orchard:day47,river lantern loop,rev:25 risk:0.48,tasks:19,score:0.62,recovery:0.94,True,replay:740:signal_orchard
741,47,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day47,market plank route,rev:25 risk:0.44,tasks:17,score:0.83,recovery:0.94,True,replay:741:orchard_riverbend
742,47,Juno,central_repair_ring,v30:Juno:central_repair_ring:day47,outer bell path,rev:24 risk:0.41,tasks:18,score:0.74,recovery:0.94,True,replay:742:central_repair_ring
743,47,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day47,river ford,rev:21 risk:0.50,tasks:16,score:0.86,recovery:0.94,True,replay:743:riverbend_roofward
744,47,Fay,roofward_archive,v30:Fay:roofward_archive:day47,glass stair,rev:21 risk:0.38,tasks:20,score:0.73,recovery:0.94,True,replay:744:roofward_archive
745,47,Nia,archive_signal,v30:Nia:archive_signal:day47,stone kiosk path,rev:26 risk:0.55,tasks:14,score:0.74,recovery:0.94,True,replay:745:archive_signal
746,47,Milo,signal_orchard,v30:Milo:signal_orchard:day47,river lantern loop,rev:25 risk:0.48,tasks:20,score:0.62,recovery:0.94,True,replay:746:signal_orchard
747,47,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day47,market plank route,rev:25 risk:0.46,tasks:17,score:0.86,recovery:0.94,True,replay:747:orchard_riverbend
748,47,Juno,central_repair_ring,v30:Juno:central_repair_ring:day47,outer bell path,rev:24 risk:0.42,tasks:18,score:0.74,recovery:0.94,True,replay:748:central_repair_ring
749,47,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day47,orchard ridge detour,rev:21 risk:0.49,tasks:16,score:0.86,recovery:0.94,True,replay:749:riverbend_roofward
750,47,Fay,roofward_archive,v30:Fay:roofward_archive:day47,glass stair,rev:22 risk:0.46,tasks:20,score:0.73,recovery:0.94,True,replay:750:roofward_archive
751,47,Nia,archive_signal,v30:Nia:archive_signal:day47,stone kiosk path,rev:26 risk:0.52,tasks:14,score:0.74,recovery:0.94,True,replay:751:archive_signal
752,48,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day48,market plank route,rev:26 risk:0.41,tasks:17,score:0.86,recovery:0.94,True,replay:752:orchard_riverbend
753,48,Juno,central_repair_ring,v30:Juno:central_repair_ring:day48,inner repair yard,rev:24 risk:0.44,tasks:18,score:0.74,recovery:0.94,True,replay:753:central_repair_ring
754,48,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day48,orchard ridge detour,rev:21 risk:0.47,tasks:17,score:0.86,recovery:0.94,True,replay:754:riverbend_roofward
755,48,Fay,roofward_archive,v30:Fay:roofward_archive:day48,glass stair,rev:22 risk:0.47,tasks:20,score:0.76,recovery:0.94,True,replay:755:roofward_archive
756,48,Nia,archive_signal,v30:Nia:archive_signal:day48,stone kiosk path,rev:26 risk:0.52,tasks:14,score:0.74,recovery:0.94,True,replay:756:archive_signal
757,48,Milo,signal_orchard,v30:Milo:signal_orchard:day48,river lantern loop,rev:25 risk:0.46,tasks:20,score:0.62,recovery:0.94,True,replay:757:signal_orchard
758,48,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day48,market plank route,rev:26 risk:0.41,tasks:17,score:0.86,recovery:0.94,True,replay:758:orchard_riverbend
759,48,Juno,central_repair_ring,v30:Juno:central_repair_ring:day48,inner repair yard,rev:24 risk:0.46,tasks:18,score:0.77,recovery:0.94,True,replay:759:central_repair_ring
760,48,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day48,orchard ridge detour,rev:22 risk:0.42,tasks:17,score:0.86,recovery:0.94,True,replay:760:riverbend_roofward
761,48,Fay,roofward_archive,v30:Fay:roofward_archive:day48,cool archive lane,rev:22 risk:0.46,tasks:20,score:0.76,recovery:0.94,True,replay:761:roofward_archive
762,48,Nia,archive_signal,v30:Nia:archive_signal:day48,stone kiosk path,rev:26 risk:0.52,tasks:15,score:0.74,recovery:0.94,True,replay:762:archive_signal
763,48,Milo,signal_orchard,v30:Milo:signal_orchard:day48,river lantern loop,rev:25 risk:0.47,tasks:20,score:0.65,recovery:0.94,True,replay:763:signal_orchard
764,48,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day48,market plank route,rev:26 risk:0.42,tasks:17,score:0.86,recovery:0.94,True,replay:764:orchard_riverbend
765,48,Juno,central_repair_ring,v30:Juno:central_repair_ring:day48,outer bell path,rev:24 risk:0.46,tasks:18,score:0.77,recovery:0.94,True,replay:765:central_repair_ring
766,48,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day48,orchard ridge detour,rev:23 risk:0.51,tasks:18,score:0.86,recovery:0.94,True,replay:766:riverbend_roofward
767,48,Fay,roofward_archive,v30:Fay:roofward_archive:day48,cool archive lane,rev:22 risk:0.45,tasks:20,score:0.76,recovery:0.94,True,replay:767:roofward_archive
768,49,Nia,archive_signal,v30:Nia:archive_signal:day49,stone kiosk path,rev:27 risk:0.46,tasks:15,score:0.74,recovery:0.94,True,replay:768:archive_signal
769,49,Milo,signal_orchard,v30:Milo:signal_orchard:day49,river lantern loop,rev:25 risk:0.47,tasks:20,score:0.65,recovery:0.94,True,replay:769:signal_orchard
770,49,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day49,market plank route,rev:26 risk:0.44,tasks:17,score:0.86,recovery:0.94,True,replay:770:orchard_riverbend
771,49,Juno,central_repair_ring,v30:Juno:central_repair_ring:day49,outer bell path,rev:24 risk:0.46,tasks:18,score:0.80,recovery:0.94,True,replay:771:central_repair_ring
772,49,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day49,orchard ridge detour,rev:23 risk:0.51,tasks:18,score:0.86,recovery:0.94,True,replay:772:riverbend_roofward
773,49,Fay,roofward_archive,v30:Fay:roofward_archive:day49,cool archive lane,rev:22 risk:0.46,tasks:20,score:0.76,recovery:0.94,True,replay:773:roofward_archive
774,49,Nia,archive_signal,v30:Nia:archive_signal:day49,stone kiosk path,rev:27 risk:0.45,tasks:15,score:0.74,recovery:0.94,True,replay:774:archive_signal
775,49,Milo,signal_orchard,v30:Milo:signal_orchard:day49,river lantern loop,rev:25 risk:0.49,tasks:20,score:0.65,recovery:0.94,True,replay:775:signal_orchard
776,49,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day49,market plank route,rev:27 risk:0.49,tasks:17,score:0.86,recovery:0.94,True,replay:776:orchard_riverbend
777,49,Juno,central_repair_ring,v30:Juno:central_repair_ring:day49,outer bell path,rev:24 risk:0.43,tasks:18,score:0.80,recovery:0.94,True,replay:777:central_repair_ring
778,49,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day49,orchard ridge detour,rev:23 risk:0.50,tasks:19,score:0.86,recovery:0.94,True,replay:778:riverbend_roofward
779,49,Fay,roofward_archive,v30:Fay:roofward_archive:day49,cool archive lane,rev:22 risk:0.47,tasks:20,score:0.79,recovery:0.94,True,replay:779:roofward_archive
780,49,Nia,archive_signal,v30:Nia:archive_signal:day49,stone kiosk path,rev:27 risk:0.44,tasks:15,score:0.74,recovery:0.94,True,replay:780:archive_signal
781,49,Milo,signal_orchard,v30:Milo:signal_orchard:day49,dusk road,rev:25 risk:0.47,tasks:20,score:0.65,recovery:0.94,True,replay:781:signal_orchard
782,49,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day49,market plank route,rev:27 risk:0.49,tasks:18,score:0.86,recovery:0.94,True,replay:782:orchard_riverbend
783,49,Juno,central_repair_ring,v30:Juno:central_repair_ring:day49,outer bell path,rev:24 risk:0.45,tasks:18,score:0.80,recovery:0.94,True,replay:783:central_repair_ring
784,50,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day50,orchard ridge detour,rev:24 risk:0.45,tasks:19,score:0.86,recovery:0.94,True,replay:784:riverbend_roofward
785,50,Fay,roofward_archive,v30:Fay:roofward_archive:day50,cool archive lane,rev:22 risk:0.47,tasks:20,score:0.79,recovery:0.94,True,replay:785:roofward_archive
786,50,Nia,archive_signal,v30:Nia:archive_signal:day50,stone kiosk path,rev:27 risk:0.45,tasks:16,score:0.74,recovery:0.94,True,replay:786:archive_signal
787,50,Milo,signal_orchard,v30:Milo:signal_orchard:day50,dusk road,rev:25 risk:0.46,tasks:20,score:0.68,recovery:0.94,True,replay:787:signal_orchard
788,50,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day50,market plank route,rev:27 risk:0.48,tasks:18,score:0.86,recovery:0.94,True,replay:788:orchard_riverbend
789,50,Juno,central_repair_ring,v30:Juno:central_repair_ring:day50,outer bell path,rev:24 risk:0.46,tasks:18,score:0.80,recovery:0.94,True,replay:789:central_repair_ring
790,50,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day50,orchard ridge detour,rev:24 risk:0.43,tasks:19,score:0.86,recovery:0.94,True,replay:790:riverbend_roofward
791,50,Fay,roofward_archive,v30:Fay:roofward_archive:day50,cool archive lane,rev:22 risk:0.47,tasks:20,score:0.82,recovery:0.94,True,replay:791:roofward_archive
792,50,Nia,archive_signal,v30:Nia:archive_signal:day50,stone kiosk path,rev:28 risk:0.51,tasks:16,score:0.74,recovery:0.94,True,replay:792:archive_signal
793,50,Milo,signal_orchard,v30:Milo:signal_orchard:day50,river lantern loop,rev:25 risk:0.48,tasks:20,score:0.68,recovery:0.94,True,replay:793:signal_orchard
794,50,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day50,market plank route,rev:27 risk:0.46,tasks:19,score:0.86,recovery:0.94,True,replay:794:orchard_riverbend
795,50,Juno,central_repair_ring,v30:Juno:central_repair_ring:day50,outer bell path,rev:24 risk:0.45,tasks:18,score:0.83,recovery:0.94,True,replay:795:central_repair_ring
796,50,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day50,orchard ridge detour,rev:24 risk:0.47,tasks:19,score:0.86,recovery:0.94,True,replay:796:riverbend_roofward
797,50,Fay,roofward_archive,v30:Fay:roofward_archive:day50,cool archive lane,rev:22 risk:0.46,tasks:20,score:0.82,recovery:0.94,True,replay:797:roofward_archive
