tick_index,day,agent,public_routine_marker,public_body_affect_marker,public_relationship_marker,private_history_hint,replay_checkpoint,trace_integrity_token
1,1,Ari,day 1 dawn: Ari chooses quiet_route_scan,steady_continuity; sleep_debt=0.28; recovery=0.23,continues_neutral_boundary; trust=0.52; avoid=0.21,history_charge=0.22; autonomy=0.79; reason=relationship state remains bounded,r243-day01-tick001,r243:1:Ari:90bff84411
408,13,Sol,day 13 dusk: Sol chooses hearth_return,steady_continuity; sleep_debt=0.15; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:408:Sol:fd46f6ea90
409,13,Ari,day 13 night: Ari chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:409:Ari:cdca34369f
410,13,Fay,day 13 night: Fay chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.51,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:410:Fay:71468d6f47
411,13,Milo,day 13 night: Milo chooses guarded_rest,steady_continuity; sleep_debt=0.07; recovery=0.26,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:411:Milo:30d5918aa5
412,13,Sol,day 13 night: Sol chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.52,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:412:Sol:9bf6bb8316
413,13,Ari,day 13 night: Ari chooses soft_recovery,settled_after_care; sleep_debt=0.00; recovery=0.56,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:413:Ari:66b914c9a2
414,13,Fay,day 13 night: Fay chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.48,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:414:Fay:3dc056451f
415,13,Milo,day 13 night: Milo chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:415:Milo:6f642c4eea
416,13,Sol,day 13 night: Sol chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.44,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:416:Sol:faecd295c6
417,14,Ari,day 14 dawn: Ari chooses share_water,steady_continuity; sleep_debt=0.06; recovery=0.41,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:417:Ari:3ca7900260
418,14,Fay,day 14 dawn: Fay chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:418:Fay:04c081af76
419,14,Milo,day 14 dawn: Milo chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:419:Milo:44c63e2639
420,14,Sol,day 14 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.06; recovery=0.34,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.06; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:420:Sol:5a671abda5
421,14,Ari,day 14 dawn: Ari chooses quiet_route_scan,steady_continuity; sleep_debt=0.12; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:421:Ari:3f619012d6
422,14,Fay,day 14 dawn: Fay chooses share_water,steady_continuity; sleep_debt=0.04; recovery=0.44,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:422:Fay:213ed9a439
423,14,Milo,day 14 dawn: Milo chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.35,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.82; reason=trust stable across days,no_checkpoint,r243:423:Milo:db995722fd
424,14,Sol,day 14 dawn: Sol chooses prepare_tools,steady_continuity; sleep_debt=0.08; recovery=0.36,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:424:Sol:b9da72bd0a
425,14,Ari,day 14 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.14; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:425:Ari:49aed88349
426,14,Fay,day 14 day: Fay chooses repair_route,steady_continuity; sleep_debt=0.08; recovery=0.34,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.70; reason=trust stable across days,no_checkpoint,r243:426:Fay:206fb00767
427,14,Milo,day 14 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.10; recovery=0.27,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.82; reason=trust stable across days,no_checkpoint,r243:427:Milo:a93164d459
428,14,Sol,day 14 day: Sol chooses work_project,steady_continuity; sleep_debt=0.10; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:428:Sol:b03ac33297
429,14,Ari,day 14 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.16; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:429:Ari:00b876afbc
430,14,Fay,day 14 day: Fay chooses market_exchange,steady_continuity; sleep_debt=0.10; recovery=0.36,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:430:Fay:e9a9648a51
431,14,Milo,day 14 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.16; recovery=0.22,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.78; reason=trust stable across days,no_checkpoint,r243:431:Milo:fffb0521d4
432,14,Sol,day 14 day: Sol chooses teach_skill,steady_continuity; sleep_debt=0.13; recovery=0.38,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:432:Sol:db63b9f549
433,14,Ari,day 14 dusk: Ari chooses store_objects,steady_continuity; sleep_debt=0.18; recovery=0.38,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:433:Ari:05c61ac9a1
434,14,Fay,day 14 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.07; recovery=0.38,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:434:Fay:1da90dae60
435,14,Milo,day 14 dusk: Milo chooses ritual_hum,steady_continuity; sleep_debt=0.13; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:435:Milo:b6452eeaf0
436,14,Sol,day 14 dusk: Sol chooses relationship_check,steady_continuity; sleep_debt=0.16; recovery=0.30,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.06; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:436:Sol:92d5f25c55
437,14,Ari,day 14 dusk: Ari chooses relationship_check,steady_continuity; sleep_debt=0.22; recovery=0.29,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:437:Ari:41e4dd7077
438,14,Fay,day 14 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.07; recovery=0.36,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:438:Fay:d4d3ed648e
439,14,Milo,day 14 dusk: Milo chooses hearth_return,steady_continuity; sleep_debt=0.15; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:439:Milo:ac4348edd0
440,14,Sol,day 14 dusk: Sol chooses ritual_hum,steady_continuity; sleep_debt=0.13; recovery=0.40,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:440:Sol:8e928eac3c
441,14,Ari,day 14 night: Ari chooses dream_sort_memory,steady_continuity; sleep_debt=0.06; recovery=0.43,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:441:Ari:7b6dcd6198
442,14,Fay,day 14 night: Fay chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.34,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:442:Fay:75b7ff0b35
443,14,Milo,day 14 night: Milo chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.52,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.82; reason=help became recovery memory,no_checkpoint,r243:443:Milo:6a5e64c0e6
444,14,Sol,day 14 night: Sol chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.40,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:444:Sol:69b828dba3
445,14,Ari,day 14 night: Ari chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:445:Ari:702618be53
446,14,Fay,day 14 night: Fay chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.47,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:446:Fay:1b13670ae0
447,14,Milo,day 14 night: Milo chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.44,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:447:Milo:bc21d7a28d
448,14,Sol,day 14 night: Sol chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.43,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:448:Sol:c68016b01c
449,15,Ari,day 15 dawn: Ari chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:449:Ari:8f0b71d4e8
450,15,Fay,day 15 dawn: Fay chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:450:Fay:7a32efa35e
451,15,Milo,day 15 dawn: Milo chooses quiet_route_scan,steady_continuity; sleep_debt=0.06; recovery=0.34,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.06; autonomy=0.78; reason=trust stable across days,no_checkpoint,r243:451:Milo:1ece512461
452,15,Sol,day 15 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.02; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:452:Sol:4194b296a3
453,15,Ari,day 15 dawn: Ari chooses share_water,steady_continuity; sleep_debt=0.04; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:453:Ari:9fb0b08d90
454,15,Fay,day 15 dawn: Fay chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.37,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:454:Fay:b799e1f682
455,15,Milo,day 15 dawn: Milo chooses prepare_tools,steady_continuity; sleep_debt=0.08; recovery=0.36,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:455:Milo:48f0b3dbef
456,15,Sol,day 15 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.06; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:456:Sol:4acdd41994
457,15,Ari,day 15 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.08; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:457:Ari:cbbecf63c0
458,15,Fay,day 15 day: Fay chooses teach_skill,steady_continuity; sleep_debt=0.10; recovery=0.29,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:458:Fay:db511a9ed2
459,15,Milo,day 15 day: Milo chooses work_project,steady_continuity; sleep_debt=0.11; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:459:Milo:1c7c97afad
460,15,Sol,day 15 day: Sol chooses market_exchange,steady_continuity; sleep_debt=0.08; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:460:Sol:83d8374c10
461,15,Ari,day 15 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.10; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:461:Ari:941a04f05d
462,15,Fay,day 15 day: Fay chooses repair_route,steady_continuity; sleep_debt=0.16; recovery=0.23,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:462:Fay:948989a4e0
463,15,Milo,day 15 day: Milo chooses teach_skill,steady_continuity; sleep_debt=0.13; recovery=0.38,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.82; reason=help became recovery memory,no_checkpoint,r243:463:Milo:e69593e646
464,15,Sol,day 15 day: Sol chooses work_project,steady_continuity; sleep_debt=0.10; recovery=0.31,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:464:Sol:7a34264bea
465,15,Ari,day 15 dusk: Ari chooses hearth_return,steady_continuity; sleep_debt=0.12; recovery=0.30,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:465:Ari:2b9a09726c
466,15,Fay,day 15 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.12; recovery=0.36,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:466:Fay:a3afb3fc8e
467,15,Milo,day 15 dusk: Milo chooses relationship_check,steady_continuity; sleep_debt=0.17; recovery=0.30,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:467:Milo:0f172a7d14
468,15,Sol,day 15 dusk: Sol chooses store_objects,steady_continuity; sleep_debt=0.16; recovery=0.25,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:468:Sol:f90fdac1c6
469,15,Ari,day 15 dusk: Ari chooses store_objects,steady_continuity; sleep_debt=0.18; recovery=0.24,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:469:Ari:d7fd313fad
470,15,Fay,day 15 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.09; recovery=0.44,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:470:Fay:a66f600286
471,15,Milo,day 15 dusk: Milo chooses ritual_hum,steady_continuity; sleep_debt=0.13; recovery=0.40,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:471:Milo:75ada8bd4b
472,15,Sol,day 15 dusk: Sol chooses relationship_check,steady_continuity; sleep_debt=0.22; recovery=0.20,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.09; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:472:Sol:2849638d5f
473,15,Ari,day 15 night: Ari chooses guarded_rest,steady_continuity; sleep_debt=0.07; recovery=0.26,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:473:Ari:44bebb58e9
474,15,Fay,day 15 night: Fay chooses soft_recovery,settled_after_care; sleep_debt=0.00; recovery=0.57,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:474:Fay:5eab679ad1
475,15,Milo,day 15 night: Milo chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.40,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:475:Milo:413ab4160c
476,15,Sol,day 15 night: Sol chooses dream_sort_memory,steady_continuity; sleep_debt=0.05; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.86; reason=help became recovery memory,r243-day15-tick476,r243:476:Sol:3ff182bb5a
477,15,Ari,day 15 night: Ari chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:477:Ari:6c36cbd420
478,15,Fay,day 15 night: Fay chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.48,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.71; reason=trust stable across days,no_checkpoint,r243:478:Fay:7d05215634
479,15,Milo,day 15 night: Milo chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.43,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.82; reason=trust stable across days,no_checkpoint,r243:479:Milo:86c4c196c1
480,15,Sol,day 15 night: Sol chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:480:Sol:424329861f
481,16,Ari,day 16 dawn: Ari chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:481:Ari:386a485eac
482,16,Fay,day 16 dawn: Fay chooses quiet_route_scan,steady_continuity; sleep_debt=0.06; recovery=0.36,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.04; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:482:Fay:98d21b10d1
483,16,Milo,day 16 dawn: Milo chooses share_water,steady_continuity; sleep_debt=0.02; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:483:Milo:65437dc7df
484,16,Sol,day 16 dawn: Sol chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.38,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:484:Sol:17bc4b69aa
485,16,Ari,day 16 dawn: Ari chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.35,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:485:Ari:fbc6866044
486,16,Fay,day 16 dawn: Fay chooses prepare_tools,steady_continuity; sleep_debt=0.08; recovery=0.38,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:486:Fay:2a2f95134d
487,16,Milo,day 16 dawn: Milo chooses quiet_route_scan,steady_continuity; sleep_debt=0.06; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:487:Milo:ce687addc2
488,16,Sol,day 16 dawn: Sol chooses share_water,steady_continuity; sleep_debt=0.08; recovery=0.29,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:488:Sol:f038a0a410
489,16,Ari,day 16 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.10; recovery=0.27,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:489:Ari:6ca24bc5b6
490,16,Fay,day 16 day: Fay chooses work_project,steady_continuity; sleep_debt=0.10; recovery=0.38,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:490:Fay:138f2eebb9
491,16,Milo,day 16 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.08; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:491:Milo:6dbd426764
492,16,Sol,day 16 day: Sol chooses repair_route,steady_continuity; sleep_debt=0.14; recovery=0.24,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.06; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:492:Sol:f1a3697b60
493,16,Ari,day 16 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.16; recovery=0.22,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.06; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:493:Ari:5fbfceb0ee
494,16,Fay,day 16 day: Fay chooses teach_skill,steady_continuity; sleep_debt=0.13; recovery=0.39,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:494:Fay:b753c5f9f8
495,16,Milo,day 16 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.10; recovery=0.31,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:495:Milo:cbd90777b9
496,16,Sol,day 16 day: Sol chooses market_exchange,steady_continuity; sleep_debt=0.16; recovery=0.29,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.06; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:496:Sol:06470e276d
497,16,Ari,day 16 dusk: Ari chooses ritual_hum,steady_continuity; sleep_debt=0.12; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:497:Ari:d706a68988
498,16,Fay,day 16 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.11; recovery=0.37,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.71; reason=trust stable across days,no_checkpoint,r243:498:Fay:fbca38c5dc
499,16,Milo,day 16 dusk: Milo chooses store_objects,steady_continuity; sleep_debt=0.16; recovery=0.25,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:499:Milo:0c65b20269
500,16,Sol,day 16 dusk: Sol chooses hearth_return,steady_continuity; sleep_debt=0.18; recovery=0.33,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:500:Sol:2611e7fa63
501,16,Ari,day 16 dusk: Ari chooses hearth_return,steady_continuity; sleep_debt=0.15; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:501:Ari:cf2219b1c2
502,16,Fay,day 16 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.07; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:502:Fay:ed79e2cd6d
503,16,Milo,day 16 dusk: Milo chooses relationship_check,steady_continuity; sleep_debt=0.22; recovery=0.20,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.09; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:503:Milo:a0efde8973
504,16,Sol,day 16 dusk: Sol chooses store_objects,steady_continuity; sleep_debt=0.21; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:504:Sol:ddeaa8abf0
505,16,Ari,day 16 night: Ari chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.52,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:505:Ari:08ac02c17f
506,16,Fay,day 16 night: Fay chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.43,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:506:Fay:b1a800ea48
507,16,Milo,day 16 night: Milo chooses dream_sort_memory,steady_continuity; sleep_debt=0.05; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:507:Milo:83ce9bb2fd
508,16,Sol,day 16 night: Sol chooses guarded_rest,steady_continuity; sleep_debt=0.08; recovery=0.33,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.08; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:508:Sol:f4719fa7c7
509,16,Ari,day 16 night: Ari chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.44,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:509:Ari:03683de89e
