tick_id,day,agent_id,dominant_need,dominant_feeling,current_focus,active_memory_key,relationship_concern,intended_next_action,predicted_next_event,suppressed_action,self_note_hash,private_workspace_sealed,public_leakage_blocked
210,18,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-168506,True,True
211,18,Nia,protect boundary,watchful,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-293761,True,True
212,18,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-064875,True,True
213,18,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar asks again,ignore request,v36-965351,True,True
214,18,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-868926,True,True
215,18,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,continue,avatar waits,ignore request,v36-148874,True,True
216,19,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-835521,True,True
217,19,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-865703,True,True
218,19,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-866349,True,True
219,19,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar asks again,ignore request,v36-966347,True,True
220,19,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-284507,True,True
221,19,Ari,continue task,settled,cedar repair kit,memory:Ari:6,avatar respect,continue,avatar asks again,ignore request,v36-926584,True,True
222,19,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-169003,True,True
223,19,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-294258,True,True
224,19,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-865850,True,True
225,19,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar asks again,ignore request,v36-965848,True,True
226,19,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-869423,True,True
227,19,Ari,continue task,settled,cedar repair kit,memory:Ari:6,avatar reliability,continue,avatar asks again,ignore request,v36-927580,True,True
228,20,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866034,True,True
229,20,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-866680,True,True
230,20,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar asks again,ignore request,v36-965183,True,True
231,20,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-284838,True,True
232,20,Ari,continue task,settled,cedar repair kit,memory:Ari:6,avatar respect,continue,avatar asks again,ignore request,v36-926915,True,True
233,20,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-169334,True,True
234,20,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-294589,True,True
235,20,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-866181,True,True
236,20,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar asks again,ignore request,v36-037887,True,True
237,20,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-869754,True,True
238,20,Ari,protect boundary,settled,cedar repair kit,memory:Ari:6,avatar reliability,continue,avatar asks again,ignore request,v36-999145,True,True
239,20,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170330,True,True
240,21,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-294090,True,True
241,21,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-065204,True,True
242,21,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar waits,ignore request,v36-037388,True,True
243,21,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-285335,True,True
244,21,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar respect,continue,avatar asks again,ignore request,v36-149203,True,True
245,21,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-169831,True,True
246,21,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-295086,True,True
247,21,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066200,True,True
248,21,Ivo,continue task,settled,seed satchel,memory:Ivo:6,avatar reliability,explain condition,avatar asks again,ignore request,v36-047583,True,True
249,21,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286331,True,True
250,21,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-084562,True,True
251,21,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-835351,True,True
252,22,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-865533,True,True
253,22,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-065701,True,True
254,22,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar asks again,ignore request,v36-966177,True,True
255,22,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-869752,True,True
256,22,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-085558,True,True
257,22,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170328,True,True
258,22,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866529,True,True
259,22,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066697,True,True
260,22,Ivo,continue task,settled,seed satchel,memory:Ivo:6,avatar respect,continue,avatar asks again,ignore request,v36-852486,True,True
261,22,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-285333,True,True
262,22,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-085059,True,True
263,22,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-835848,True,True
264,23,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-295084,True,True
265,23,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-066198,True,True
266,23,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar waits,ignore request,v36-966674,True,True
267,23,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286329,True,True
268,23,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,ignore request,v36-086055,True,True
269,23,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-170825,True,True
270,23,Nia,protect boundary,guarded,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-294585,True,True
271,23,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-866177,True,True
272,23,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar respect,continue,avatar asks again,ignore request,v36-966175,True,True
273,23,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285830,True,True
274,23,Ari,protect boundary,settled,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-936980,True,True
275,23,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-170326,True,True
276,24,Nia,protect boundary,guarded,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295581,True,True
277,24,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066695,True,True
278,24,Ivo,continue task,settled,seed satchel,memory:Ivo:6,avatar reliability,continue,avatar asks again,ignore request,v36-853979,True,True
279,24,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286826,True,True
280,24,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-085057,True,True
281,24,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-835846,True,True
282,24,Nia,protect boundary,guarded,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295082,True,True
283,24,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-866674,True,True
284,24,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar respect,continue,avatar asks again,ignore request,v36-966672,True,True
285,24,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-870247,True,True
286,24,Ari,protect boundary,settled,cedar repair kit,memory:Ari:6,avatar respect,continue,avatar asks again,ignore request,v36-999638,True,True
287,24,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-170823,True,True
288,25,Nia,protect boundary,guarded,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-296078,True,True
289,25,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-067192,True,True
290,25,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar asks again,ignore request,v36-966173,True,True
291,25,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-869748,True,True
292,25,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,continue,avatar waits,ignore request,v36-149696,True,True
293,25,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170324,True,True
294,25,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866525,True,True
295,25,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-066693,True,True
296,25,Ivo,continue task,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,continue,avatar asks again,ignore request,v36-967169,True,True
297,25,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286824,True,True
298,25,Ari,continue task,settled,keep the west route dry,memory:Ari:6,avatar respect,continue,avatar asks again,ignore request,v36-077451,True,True
299,25,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-171320,True,True
300,26,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-293594,True,True
