tick,day,avatar_x,avatar_y,avatar_room,entered_world,movement_command,collision_or_boundary,nearby_resident,visible_scene_changed,playable_input_bound
467,26,409,158,tool alcove,True,north,clear path,Sera,True,True
468,27,431,388,fiber loft,True,east,clear path,Tovan,True,True
469,27,448,412,west hearth,True,west,clear path,Nia,True,True
470,27,465,436,river gate,True,wait,clear path,Ari,True,True
471,27,482,460,arrival court,True,click,clear path,Fay,True,True
472,27,499,484,tool alcove,True,north,clear path,Milo,True,True
473,27,516,508,rain court,True,south,clear path,Sera,True,True
474,27,533,92,fiber loft,True,east,soft room boundary,Tovan,True,True
475,27,550,116,west hearth,True,west,clear path,Nia,True,True
476,27,567,140,river gate,True,wait,clear path,Ari,True,True
477,27,584,164,arrival court,True,click,clear path,Fay,True,True
478,27,601,188,tool alcove,True,north,clear path,Milo,True,True
479,27,618,212,rain court,True,south,clear path,Sera,True,True
480,27,635,236,fiber loft,True,east,clear path,Tovan,True,True
481,27,652,260,west hearth,True,west,clear path,Nia,True,True
482,27,669,284,river gate,True,wait,clear path,Ari,True,True
483,27,686,308,arrival court,True,click,clear path,Fay,True,True
484,27,703,332,tool alcove,True,north,clear path,Milo,True,True
485,27,720,356,rain court,True,south,clear path,Sera,True,True
486,28,742,146,west hearth,True,west,clear path,Tovan,True,True
487,28,759,170,river gate,True,wait,clear path,Nia,True,True
488,28,776,194,arrival court,True,click,clear path,Ari,True,True
489,28,793,218,tool alcove,True,north,clear path,Fay,True,True
490,28,810,242,rain court,True,south,clear path,Milo,True,True
491,28,827,266,fiber loft,True,east,clear path,Sera,True,True
492,28,844,290,west hearth,True,west,clear path,Tovan,True,True
493,28,861,314,river gate,True,wait,clear path,Nia,True,True
494,28,878,338,arrival court,True,click,clear path,Ari,True,True
495,28,895,362,tool alcove,True,north,clear path,Fay,True,True
496,28,912,386,rain court,True,south,clear path,Milo,True,True
497,28,929,410,fiber loft,True,east,clear path,Sera,True,True
498,28,86,434,west hearth,True,west,soft room boundary,Tovan,True,True
499,28,103,458,river gate,True,wait,soft room boundary,Nia,True,True
500,28,120,482,arrival court,True,click,clear path,Ari,True,True
501,28,137,506,tool alcove,True,north,clear path,Fay,True,True
502,28,154,90,rain court,True,south,soft room boundary,Milo,True,True
503,28,171,114,fiber loft,True,east,clear path,Sera,True,True
504,29,193,344,river gate,True,wait,clear path,Tovan,True,True
505,29,210,368,arrival court,True,click,clear path,Nia,True,True
506,29,227,392,tool alcove,True,north,clear path,Ari,True,True
507,29,244,416,rain court,True,south,clear path,Fay,True,True
508,29,261,440,fiber loft,True,east,clear path,Milo,True,True
509,29,278,464,west hearth,True,west,clear path,Sera,True,True
510,29,295,488,river gate,True,wait,clear path,Tovan,True,True
511,29,312,512,arrival court,True,click,clear path,Nia,True,True
512,29,329,96,tool alcove,True,north,soft room boundary,Ari,True,True
513,29,346,120,rain court,True,south,clear path,Fay,True,True
514,29,363,144,fiber loft,True,east,clear path,Milo,True,True
515,29,380,168,west hearth,True,west,clear path,Sera,True,True
516,29,397,192,river gate,True,wait,clear path,Tovan,True,True
517,29,414,216,arrival court,True,click,clear path,Nia,True,True
518,29,431,240,tool alcove,True,north,clear path,Ari,True,True
519,29,448,264,rain court,True,south,clear path,Fay,True,True
520,29,465,288,fiber loft,True,east,clear path,Milo,True,True
521,29,482,312,west hearth,True,west,clear path,Sera,True,True
522,30,504,102,arrival court,True,click,soft room boundary,Tovan,True,True
523,30,521,126,tool alcove,True,north,clear path,Nia,True,True
524,30,538,150,rain court,True,south,clear path,Ari,True,True
525,30,555,174,fiber loft,True,east,clear path,Fay,True,True
526,30,572,198,west hearth,True,west,clear path,Milo,True,True
527,30,589,222,river gate,True,wait,clear path,Sera,True,True
528,30,606,246,arrival court,True,click,clear path,Tovan,True,True
529,30,623,270,tool alcove,True,north,clear path,Nia,True,True
530,30,640,294,rain court,True,south,clear path,Ari,True,True
531,30,657,318,fiber loft,True,east,clear path,Fay,True,True
532,30,674,342,west hearth,True,west,clear path,Milo,True,True
533,30,691,366,river gate,True,wait,clear path,Sera,True,True
534,30,708,390,arrival court,True,click,clear path,Tovan,True,True
535,30,725,414,tool alcove,True,north,clear path,Nia,True,True
536,30,742,438,rain court,True,south,clear path,Ari,True,True
537,30,759,462,fiber loft,True,east,clear path,Fay,True,True
538,30,776,486,west hearth,True,west,clear path,Milo,True,True
539,30,793,510,river gate,True,wait,clear path,Sera,True,True
540,31,815,300,tool alcove,True,north,clear path,Tovan,True,True
541,31,832,324,rain court,True,south,clear path,Nia,True,True
542,31,849,348,fiber loft,True,east,clear path,Ari,True,True
543,31,866,372,west hearth,True,west,clear path,Fay,True,True
544,31,883,396,river gate,True,wait,clear path,Milo,True,True
545,31,900,420,arrival court,True,click,clear path,Sera,True,True
546,31,917,444,tool alcove,True,north,clear path,Tovan,True,True
547,31,934,468,rain court,True,south,clear path,Nia,True,True
548,31,91,492,fiber loft,True,east,soft room boundary,Ari,True,True
549,31,108,516,west hearth,True,west,soft room boundary,Fay,True,True
550,31,125,100,river gate,True,wait,soft room boundary,Milo,True,True
551,31,142,124,arrival court,True,click,clear path,Sera,True,True
552,31,159,148,tool alcove,True,north,clear path,Tovan,True,True
553,31,176,172,rain court,True,south,clear path,Nia,True,True
554,31,193,196,fiber loft,True,east,clear path,Ari,True,True
555,31,210,220,west hearth,True,west,clear path,Fay,True,True
556,31,227,244,river gate,True,wait,clear path,Milo,True,True
557,31,244,268,arrival court,True,click,clear path,Sera,True,True
558,32,266,498,rain court,True,south,clear path,Tovan,True,True
559,32,283,82,fiber loft,True,east,soft room boundary,Nia,True,True
560,32,300,106,west hearth,True,west,soft room boundary,Ari,True,True
561,32,317,130,river gate,True,wait,clear path,Fay,True,True
562,32,334,154,arrival court,True,click,clear path,Milo,True,True
563,32,351,178,tool alcove,True,north,clear path,Sera,True,True
564,32,368,202,rain court,True,south,clear path,Tovan,True,True
565,32,385,226,fiber loft,True,east,clear path,Nia,True,True
566,32,402,250,west hearth,True,west,clear path,Ari,True,True
567,32,419,274,river gate,True,wait,clear path,Fay,True,True
568,32,436,298,arrival court,True,click,clear path,Milo,True,True
569,32,453,322,tool alcove,True,north,clear path,Sera,True,True
570,32,470,346,rain court,True,south,clear path,Tovan,True,True
571,32,487,370,fiber loft,True,east,clear path,Nia,True,True
572,32,504,394,west hearth,True,west,clear path,Ari,True,True
573,32,521,418,river gate,True,wait,clear path,Fay,True,True
574,32,538,442,arrival court,True,click,clear path,Milo,True,True
575,32,555,466,tool alcove,True,north,clear path,Sera,True,True
576,33,577,256,fiber loft,True,east,clear path,Tovan,True,True
577,33,594,280,west hearth,True,west,clear path,Nia,True,True
578,33,611,304,river gate,True,wait,clear path,Ari,True,True
579,33,628,328,arrival court,True,click,clear path,Fay,True,True
580,33,645,352,tool alcove,True,north,clear path,Milo,True,True
581,33,662,376,rain court,True,south,clear path,Sera,True,True
582,33,679,400,fiber loft,True,east,clear path,Tovan,True,True
583,33,696,424,west hearth,True,west,clear path,Nia,True,True
584,33,713,448,river gate,True,wait,clear path,Ari,True,True
585,33,730,472,arrival court,True,click,clear path,Fay,True,True
586,33,747,496,tool alcove,True,north,clear path,Milo,True,True
587,33,764,80,rain court,True,south,soft room boundary,Sera,True,True
588,33,781,104,fiber loft,True,east,soft room boundary,Tovan,True,True
589,33,798,128,west hearth,True,west,clear path,Nia,True,True
590,33,815,152,river gate,True,wait,clear path,Ari,True,True
591,33,832,176,arrival court,True,click,clear path,Fay,True,True
592,33,849,200,tool alcove,True,north,clear path,Milo,True,True
593,33,866,224,rain court,True,south,clear path,Sera,True,True
594,34,888,454,west hearth,True,west,clear path,Tovan,True,True
595,34,905,478,river gate,True,wait,clear path,Nia,True,True
596,34,922,502,arrival court,True,click,clear path,Ari,True,True
597,34,939,86,tool alcove,True,north,soft room boundary,Fay,True,True
598,34,96,110,rain court,True,south,soft room boundary,Milo,True,True
599,34,113,134,fiber loft,True,east,clear path,Sera,True,True
600,34,130,158,west hearth,True,west,clear path,Tovan,True,True
601,34,147,182,river gate,True,wait,clear path,Nia,True,True
602,34,164,206,arrival court,True,click,clear path,Ari,True,True
603,34,181,230,tool alcove,True,north,clear path,Fay,True,True
604,34,198,254,rain court,True,south,clear path,Milo,True,True
605,34,215,278,fiber loft,True,east,clear path,Sera,True,True
606,34,232,302,west hearth,True,west,clear path,Tovan,True,True
607,34,249,326,river gate,True,wait,clear path,Nia,True,True
608,34,266,350,arrival court,True,click,clear path,Ari,True,True
609,34,283,374,tool alcove,True,north,clear path,Fay,True,True
610,34,300,398,rain court,True,south,clear path,Milo,True,True
611,34,317,422,fiber loft,True,east,clear path,Sera,True,True
612,35,339,212,river gate,True,wait,clear path,Tovan,True,True
613,35,356,236,arrival court,True,click,clear path,Nia,True,True
614,35,373,260,tool alcove,True,north,clear path,Ari,True,True
615,35,390,284,rain court,True,south,clear path,Fay,True,True
616,35,407,308,fiber loft,True,east,clear path,Milo,True,True
617,35,424,332,west hearth,True,west,clear path,Sera,True,True
618,35,441,356,river gate,True,wait,clear path,Tovan,True,True
619,35,458,380,arrival court,True,click,clear path,Nia,True,True
620,35,475,404,tool alcove,True,north,clear path,Ari,True,True
621,35,492,428,rain court,True,south,clear path,Fay,True,True
622,35,509,452,fiber loft,True,east,clear path,Milo,True,True
623,35,526,476,west hearth,True,west,clear path,Sera,True,True
624,35,543,500,river gate,True,wait,clear path,Tovan,True,True
625,35,560,84,arrival court,True,click,soft room boundary,Nia,True,True
626,35,577,108,tool alcove,True,north,soft room boundary,Ari,True,True
627,35,594,132,rain court,True,south,clear path,Fay,True,True
628,35,611,156,fiber loft,True,east,clear path,Milo,True,True
629,35,628,180,west hearth,True,west,clear path,Sera,True,True
630,36,650,410,arrival court,True,click,clear path,Tovan,True,True
631,36,667,434,tool alcove,True,north,clear path,Nia,True,True
632,36,684,458,rain court,True,south,clear path,Ari,True,True
633,36,701,482,fiber loft,True,east,clear path,Fay,True,True
634,36,718,506,west hearth,True,west,clear path,Milo,True,True
635,36,735,90,river gate,True,wait,soft room boundary,Sera,True,True
636,36,752,114,arrival court,True,click,clear path,Tovan,True,True
637,36,769,138,tool alcove,True,north,clear path,Nia,True,True
638,36,786,162,rain court,True,south,clear path,Ari,True,True
639,36,803,186,fiber loft,True,east,clear path,Fay,True,True
640,36,820,210,west hearth,True,west,clear path,Milo,True,True
641,36,837,234,river gate,True,wait,clear path,Sera,True,True
642,36,854,258,arrival court,True,click,clear path,Tovan,True,True
643,36,871,282,tool alcove,True,north,clear path,Nia,True,True
644,36,888,306,rain court,True,south,clear path,Ari,True,True
645,36,905,330,fiber loft,True,east,clear path,Fay,True,True
646,36,922,354,west hearth,True,west,clear path,Milo,True,True
647,36,939,378,river gate,True,wait,clear path,Sera,True,True
648,37,101,168,tool alcove,True,north,soft room boundary,Tovan,True,True
649,37,118,192,rain court,True,south,clear path,Nia,True,True
650,37,135,216,fiber loft,True,east,clear path,Ari,True,True
651,37,152,240,west hearth,True,west,clear path,Fay,True,True
652,37,169,264,river gate,True,wait,clear path,Milo,True,True
653,37,186,288,arrival court,True,click,clear path,Sera,True,True
654,37,203,312,tool alcove,True,north,clear path,Tovan,True,True
655,37,220,336,rain court,True,south,clear path,Nia,True,True
656,37,237,360,fiber loft,True,east,clear path,Ari,True,True
657,37,254,384,west hearth,True,west,clear path,Fay,True,True
658,37,271,408,river gate,True,wait,clear path,Milo,True,True
659,37,288,432,arrival court,True,click,clear path,Sera,True,True
660,37,305,456,tool alcove,True,north,clear path,Tovan,True,True
661,37,322,480,rain court,True,south,clear path,Nia,True,True
662,37,339,504,fiber loft,True,east,clear path,Ari,True,True
663,37,356,88,west hearth,True,west,soft room boundary,Fay,True,True
664,37,373,112,river gate,True,wait,clear path,Milo,True,True
665,37,390,136,arrival court,True,click,clear path,Sera,True,True
666,38,412,366,rain court,True,south,clear path,Tovan,True,True
667,38,429,390,fiber loft,True,east,clear path,Nia,True,True
668,38,446,414,west hearth,True,west,clear path,Ari,True,True
669,38,463,438,river gate,True,wait,clear path,Fay,True,True
670,38,480,462,arrival court,True,click,clear path,Milo,True,True
671,38,497,486,tool alcove,True,north,clear path,Sera,True,True
672,38,514,510,rain court,True,south,clear path,Tovan,True,True
673,38,531,94,fiber loft,True,east,soft room boundary,Nia,True,True
674,38,548,118,west hearth,True,west,clear path,Ari,True,True
675,38,565,142,river gate,True,wait,clear path,Fay,True,True
676,38,582,166,arrival court,True,click,clear path,Milo,True,True
677,38,599,190,tool alcove,True,north,clear path,Sera,True,True
678,38,616,214,rain court,True,south,clear path,Tovan,True,True
679,38,633,238,fiber loft,True,east,clear path,Nia,True,True
680,38,650,262,west hearth,True,west,clear path,Ari,True,True
681,38,667,286,river gate,True,wait,clear path,Fay,True,True
682,38,684,310,arrival court,True,click,clear path,Milo,True,True
683,38,701,334,tool alcove,True,north,clear path,Sera,True,True
684,39,723,124,fiber loft,True,east,clear path,Tovan,True,True
685,39,740,148,west hearth,True,west,clear path,Nia,True,True
686,39,757,172,river gate,True,wait,clear path,Ari,True,True
687,39,774,196,arrival court,True,click,clear path,Fay,True,True
688,39,791,220,tool alcove,True,north,clear path,Milo,True,True
689,39,808,244,rain court,True,south,clear path,Sera,True,True
690,39,825,268,fiber loft,True,east,clear path,Tovan,True,True
691,39,842,292,west hearth,True,west,clear path,Nia,True,True
692,39,859,316,river gate,True,wait,clear path,Ari,True,True
693,39,876,340,arrival court,True,click,clear path,Fay,True,True
694,39,893,364,tool alcove,True,north,clear path,Milo,True,True
695,39,910,388,rain court,True,south,clear path,Sera,True,True
696,39,927,412,fiber loft,True,east,clear path,Tovan,True,True
697,39,84,436,west hearth,True,west,soft room boundary,Nia,True,True
