tick_id,day,settlement_id,resident_id,tool_id,owner_id,avatar_action,claim_visible,permission_state,claim_respected,relationship_before,relationship_after,queue_pressure_before,queue_pressure_after,consequence_label,visible_claim_marker
1620,91,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.862,0.854,0.94,0.922,queue interrupted,True
1623,91,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.904,0.896,0.94,0.922,queue interrupted,True
1626,91,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.858,0.864,0.922,0.904,claim understood,True
1627,91,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1628,91,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.768,0.742,0.877,0.922,ownership wound,True
1629,91,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.896,0.902,0.922,0.904,claim understood,True
1630,91,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1631,91,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.95,0.953,0.889,0.895,boundary respected,True
1632,91,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.868,0.86,0.904,0.886,queue interrupted,True
1635,91,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.902,0.894,0.904,0.886,queue interrupted,True
1638,92,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.896,0.904,claim understood,True
1641,92,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.896,0.904,claim understood,True
1644,92,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1645,92,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.754,0.757,0.91,0.892,boundary respected,True
1647,92,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1648,92,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.969,0.943,0.883,0.928,ownership wound,True
1650,92,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
1653,92,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
1656,93,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.763,0.769,0.886,0.88,claim understood,True
1659,93,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.949,0.955,0.922,0.916,claim understood,True
1661,93,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
1662,93,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.773,0.776,0.88,0.886,boundary respected,True
1664,93,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1665,93,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.955,0.958,0.916,0.898,boundary respected,True
1668,93,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.772,0.778,0.886,0.88,claim understood,True
1671,93,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.958,0.964,0.898,0.892,claim understood,True
1673,93,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1674,94,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.886,0.878,0.94,0.922,queue interrupted,True
1677,94,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.884,0.89,0.894,0.902,claim understood,True
1678,94,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
1679,94,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.782,0.785,0.88,0.886,boundary respected,True
1680,94,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.882,0.888,0.922,0.904,claim understood,True
1681,94,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1682,94,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.974,0.977,0.886,0.892,boundary respected,True
1683,94,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.89,0.882,0.902,0.884,queue interrupted,True
1686,94,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.892,0.884,0.904,0.886,queue interrupted,True
1689,94,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.882,0.888,0.884,0.892,claim understood,True
1690,94,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1691,94,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.791,0.794,0.88,0.886,boundary respected,True
1692,95,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.89,0.898,claim understood,True
1695,95,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
1696,95,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.794,0.768,0.886,0.931,ownership wound,True
1698,95,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1699,95,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.98,0.98,0.88,0.886,boundary respected,True
1701,95,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.898,0.906,claim understood,True
1704,95,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.906,0.888,claim understood,True
1707,95,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1708,95,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.774,0.748,0.925,0.907,ownership wound,True
1710,96,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.98,0.98,0.88,0.874,claim understood,True
1712,96,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1713,96,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.744,0.747,0.907,0.889,boundary respected,True
1715,96,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1716,96,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.98,0.954,0.874,0.919,ownership wound,True
1719,96,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.747,0.753,0.889,0.883,claim understood,True
1722,96,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.95,0.956,0.919,0.913,claim understood,True
1724,96,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1725,96,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.753,0.756,0.883,0.889,boundary respected,True
1727,96,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1728,97,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.908,0.914,0.894,0.902,claim understood,True
1729,97,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1730,97,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.756,0.759,0.889,0.895,boundary respected,True
1731,97,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.908,0.914,0.894,0.902,claim understood,True
1732,97,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1733,97,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.96,0.963,0.913,0.895,boundary respected,True
1734,97,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.918,0.91,0.902,0.884,queue interrupted,True
1737,97,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.914,0.906,0.902,0.884,queue interrupted,True
1740,97,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.914,0.92,0.884,0.892,claim understood,True
1741,97,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1742,97,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.765,0.768,0.889,0.895,boundary respected,True
1743,97,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.906,0.912,0.884,0.892,claim understood,True
1744,97,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1745,97,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.969,0.972,0.889,0.895,boundary respected,True
1746,98,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1747,98,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.764,0.767,0.895,0.901,boundary respected,True
1749,98,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1750,98,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.972,0.975,0.895,0.901,boundary respected,True
1752,98,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.892,0.9,claim understood,True
1755,98,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.892,0.9,claim understood,True
1758,98,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1759,98,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.773,0.776,0.895,0.901,boundary respected,True
1761,98,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1762,98,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.98,0.98,0.895,0.901,boundary respected,True
1764,99,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.776,0.75,0.901,0.883,ownership wound,True
1766,99,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1767,99,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.976,0.979,0.901,0.883,boundary respected,True
1770,99,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.746,0.752,0.883,0.877,claim understood,True
1773,99,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.979,0.98,0.883,0.877,claim understood,True
1775,99,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
1776,99,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.756,0.73,0.877,0.922,ownership wound,True
1778,99,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1779,99,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.98,0.98,0.877,0.883,boundary respected,True
1782,100,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.932,0.938,0.894,0.902,claim understood,True
1783,100,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1784,100,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.98,0.954,0.883,0.928,ownership wound,True
1785,100,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.916,0.908,0.94,0.922,queue interrupted,True
1788,100,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.942,0.934,0.902,0.884,queue interrupted,True
1791,100,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.908,0.914,0.922,0.904,claim understood,True
1792,100,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1793,100,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.732,0.735,0.916,0.898,boundary respected,True
1794,100,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.938,0.944,0.884,0.892,claim understood,True
1795,100,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1796,100,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.96,0.934,0.922,0.904,ownership wound,True
1797,100,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.914,0.906,0.904,0.886,queue interrupted,True
1800,101,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1801,101,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.93,0.933,0.904,0.886,boundary respected,True
1803,101,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.904,0.886,claim understood,True
1806,101,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
1809,101,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1810,101,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.751,0.754,0.886,0.892,boundary respected,True
1812,101,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
1813,101,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.939,0.942,0.88,0.886,boundary respected,True
1815,101,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.894,0.902,claim understood,True
1818,102,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.942,0.945,0.886,0.892,boundary respected,True
1821,102,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.76,0.766,0.886,0.88,claim understood,True
1824,102,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.941,0.947,0.892,0.886,claim understood,True
1826,102,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1827,102,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.766,0.769,0.88,0.886,boundary respected,True
1829,102,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1830,102,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.951,0.954,0.886,0.892,boundary respected,True
1833,102,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.769,0.775,0.886,0.88,claim understood,True
1836,103,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.898,0.89,0.94,0.922,queue interrupted,True
1839,103,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.94,0.932,0.94,0.922,queue interrupted,True
1842,103,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.894,0.9,0.922,0.904,claim understood,True
1843,103,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1844,103,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.785,0.759,0.874,0.919,ownership wound,True
1845,103,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.932,0.938,0.922,0.904,claim understood,True
1846,103,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1847,103,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.956,0.959,0.886,0.892,boundary respected,True
1848,103,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.904,0.896,0.904,0.886,queue interrupted,True
1851,103,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.938,0.93,0.904,0.886,queue interrupted,True
1854,104,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.898,0.906,claim understood,True
1857,104,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.898,0.906,claim understood,True
1860,104,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1861,104,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.771,0.774,0.907,0.889,boundary respected,True
1863,104,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1864,104,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.975,0.949,0.88,0.925,ownership wound,True
1866,104,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.888,0.896,claim understood,True
1869,104,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.888,0.896,claim understood,True
1872,105,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.78,0.786,0.883,0.877,claim understood,True
1875,105,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.955,0.961,0.919,0.913,claim understood,True
1877,105,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1878,105,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.79,0.793,0.877,0.883,boundary respected,True
1880,105,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1881,105,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.961,0.964,0.913,0.895,boundary respected,True
1884,105,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.789,0.795,0.883,0.877,claim understood,True
1887,105,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.964,0.97,0.895,0.889,claim understood,True
1889,105,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1890,106,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.922,0.914,0.94,0.922,queue interrupted,True
1893,106,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.92,0.926,0.894,0.902,claim understood,True
1894,106,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
1895,106,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.799,0.802,0.877,0.883,boundary respected,True
1896,106,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.918,0.924,0.922,0.904,claim understood,True
1897,106,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1898,106,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.98,0.98,0.883,0.889,boundary respected,True
1899,106,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.926,0.918,0.902,0.884,queue interrupted,True
1902,106,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.928,0.92,0.904,0.886,queue interrupted,True
1905,106,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.918,0.924,0.884,0.892,claim understood,True
1906,106,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1907,106,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.808,0.811,0.877,0.883,boundary respected,True
1908,107,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.892,0.9,claim understood,True
1911,107,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
1912,107,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.811,0.785,0.883,0.928,ownership wound,True
1914,107,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1915,107,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.98,0.98,0.877,0.883,boundary respected,True
1917,107,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.9,0.882,claim understood,True
1920,107,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.882,0.89,claim understood,True
1923,107,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1924,107,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.791,0.765,0.922,0.904,ownership wound,True
1926,108,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.98,0.98,0.877,0.871,claim understood,True
1928,108,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
1929,108,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.761,0.764,0.904,0.886,boundary respected,True
1931,108,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
1932,108,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.98,0.954,0.871,0.916,ownership wound,True
1935,108,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.764,0.77,0.886,0.88,claim understood,True
1938,108,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.95,0.956,0.916,0.91,claim understood,True
1940,108,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1941,108,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.77,0.773,0.88,0.886,boundary respected,True
1943,108,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1944,109,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.944,0.95,0.894,0.902,claim understood,True
1945,109,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1946,109,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.773,0.776,0.886,0.892,boundary respected,True
1947,109,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.944,0.95,0.894,0.902,claim understood,True
1948,109,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1949,109,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.96,0.963,0.91,0.892,boundary respected,True
1950,109,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.954,0.946,0.902,0.884,queue interrupted,True
1953,109,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.95,0.942,0.902,0.884,queue interrupted,True
1956,109,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.95,0.956,0.884,0.892,claim understood,True
1957,109,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1958,109,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.782,0.785,0.886,0.892,boundary respected,True
1959,109,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.942,0.948,0.884,0.892,claim understood,True
1960,109,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1961,109,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.969,0.972,0.886,0.892,boundary respected,True
1962,110,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1963,110,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.781,0.784,0.892,0.898,boundary respected,True
1965,110,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1966,110,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.972,0.975,0.892,0.898,boundary respected,True
1968,110,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.894,0.902,claim understood,True
1971,110,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.894,0.902,claim understood,True
1974,110,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1975,110,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.79,0.793,0.892,0.898,boundary respected,True
1977,110,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1978,110,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.98,0.98,0.892,0.898,boundary respected,True
1980,111,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.793,0.767,0.898,0.94,ownership wound,True
1982,111,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1983,111,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.976,0.979,0.898,0.904,boundary respected,True
1986,111,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.763,0.769,0.94,0.934,claim understood,True
1989,111,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.979,0.98,0.904,0.898,claim understood,True
1991,111,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
1992,111,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.773,0.747,0.934,0.916,ownership wound,True
1994,111,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1995,111,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.98,0.98,0.898,0.904,boundary respected,True
1998,112,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.968,0.974,0.894,0.902,claim understood,True
1999,112,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
2000,112,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.98,0.954,0.904,0.886,ownership wound,True
2001,112,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.952,0.944,0.94,0.922,queue interrupted,True
2004,112,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.978,0.97,0.902,0.884,queue interrupted,True
2007,112,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.944,0.95,0.922,0.904,claim understood,True
2008,112,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
2009,112,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.749,0.752,0.91,0.892,boundary respected,True
2010,112,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.974,0.98,0.884,0.892,claim understood,True
2011,112,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
2012,112,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.96,0.934,0.88,0.925,ownership wound,True
2013,112,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.95,0.942,0.904,0.886,queue interrupted,True
2016,113,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
