tick_id,day,settlement_id,resident_id,object_id,apology_action,forgiveness_state,trust_before,trust_after,resentment_before,resentment_after,gaze_keyframes,posture_keyframes,gesture_keyframes,forgiveness_limit_visible,repair_partial_not_magic,no_forced_forgiveness
400,23,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.762,0.764,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
403,23,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.717,0.719,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
405,23,archive,Nia,signal spool,absent,observed,0.718,0.718,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
407,23,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.714,0.716,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
410,23,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.803,0.805,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
415,24,roofward,Sera,herb ledger,absent,observed,0.805,0.805,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
417,24,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.769,0.771,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
420,24,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.727,0.729,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
424,24,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.721,0.723,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
425,24,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.75,0.75,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
427,24,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.805,0.807,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
430,24,orchard,Ivo,seed satchel,ask_about_debt,observed,0.686,0.686,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
431,24,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.798,0.8,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
434,25,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.773,0.775,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
435,25,orchard,Ivo,seed satchel,inspect_role_board,observed,0.686,0.686,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
437,25,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.729,0.731,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
440,25,signal,Ren,oil lantern,ask_about_debt,observed,0.766,0.766,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
441,25,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.723,0.725,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
444,25,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.818,0.82,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
445,25,archive,Vell,memory tag,inspect_role_board,observed,0.71,0.71,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
448,25,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.807,0.809,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
450,26,archive,Vell,memory tag,ask_about_debt,observed,0.711,0.711,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
451,26,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.78,0.782,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
454,26,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.731,0.733,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
455,26,roofward,Bex,shade cloth,inspect_role_board,observed,0.742,0.742,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
458,26,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.726,0.728,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
460,26,riverbend,Ari,cedar plank,ask_about_debt,observed,0.691,0.691,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
461,26,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.821,0.823,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
465,26,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.809,0.811,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
468,27,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.782,0.784,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
470,27,repair_ring,Pax,copper wire,absent,observed,0.811,0.811,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
471,27,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.733,0.735,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
475,27,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.729,0.731,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
478,27,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.829,0.831,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
480,27,signal,Oda,wind wrap,absent,observed,0.792,0.792,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
482,27,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.814,0.816,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
485,27,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.72,0.722,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
488,28,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.743,0.745,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
490,28,archive,Nia,signal spool,absent,observed,0.722,0.722,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
492,28,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.739,0.741,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
495,28,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.839,0.841,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
499,28,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.816,0.818,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
500,28,riverbend,Cee,binding cord,absent,observed,0.745,0.745,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
502,28,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.722,0.724,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
505,29,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.745,0.747,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
509,29,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.741,0.743,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
510,29,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.771,0.771,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
512,29,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.846,0.848,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
515,29,orchard,Ivo,seed satchel,ask_about_debt,observed,0.7,0.7,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
516,29,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.826,0.828,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
519,29,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.725,0.727,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
520,29,signal,Ren,oil lantern,inspect_role_board,observed,0.794,0.794,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
522,30,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.747,0.749,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
525,30,signal,Ren,oil lantern,ask_about_debt,observed,0.795,0.795,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
526,30,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.743,0.745,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
529,30,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.848,0.85,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
530,30,archive,Vell,memory tag,inspect_role_board,observed,0.712,0.712,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
533,30,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.829,0.831,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
535,30,roofward,Bex,shade cloth,ask_about_debt,observed,0.758,0.758,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
536,30,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.728,0.73,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
540,31,roofward,Bex,shade cloth,inspect_role_board,observed,0.758,0.758,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
543,31,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.745,0.747,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
545,31,riverbend,Ari,cedar plank,ask_about_debt,observed,0.698,0.698,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
546,31,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.856,0.858,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
550,31,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.837,0.839,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
553,31,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.731,0.733,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
555,31,orchard,Pim,dry cord,absent,observed,0.755,0.755,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
560,32,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.755,0.757,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
563,32,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.866,0.868,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
565,32,signal,Oda,wind wrap,absent,observed,0.811,0.811,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
567,32,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.847,0.849,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
570,32,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.733,0.735,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
575,32,roofward,Sera,herb ledger,absent,observed,0.868,0.868,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
577,33,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.757,0.759,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
580,33,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.873,0.875,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
584,33,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.854,0.856,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
585,33,riverbend,Cee,binding cord,absent,observed,0.758,0.758,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
587,33,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.735,0.737,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
590,33,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.788,0.788,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
594,34,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.759,0.761,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
595,34,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.791,0.791,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
597,34,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.88,0.882,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
600,34,orchard,Ivo,seed satchel,ask_about_debt,observed,0.713,0.713,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
601,34,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.856,0.858,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
604,34,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.737,0.739,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
605,34,signal,Ren,oil lantern,inspect_role_board,observed,0.811,0.811,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
610,34,archive,Vell,memory tag,ask_about_debt,observed,0.721,0.721,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
611,34,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.817,0.819,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
614,35,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.882,0.884,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
615,35,archive,Vell,memory tag,inspect_role_board,observed,0.721,0.721,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
618,35,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.864,0.866,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
620,35,roofward,Bex,shade cloth,ask_about_debt,observed,0.774,0.774,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
621,35,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.74,0.742,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
625,35,riverbend,Ari,cedar plank,inspect_role_board,observed,0.707,0.707,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
628,35,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.825,0.827,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
630,36,riverbend,Ari,cedar plank,ask_about_debt,observed,0.707,0.707,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
631,36,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.892,0.894,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
635,36,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.874,0.876,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
