tick_id,day,settlement_id,resident_id,partner_id,planned_social_task,dominant_need,need_interference,schedule_adjustment,trust_delta,completion_state,need_visible_to_resident,avatar_not_required,private_workspace_sealed
218,13,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,temperature,0.210162,completed at normal pace,0.003,complete,True,True,True
219,13,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,wetness,0.384449,completed at normal pace,0.003,complete,True,True,True
220,13,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.250099,completed at normal pace,0.003,complete,True,True,True
221,13,moss_ward,Fay,Milo,path watcher with Milo at dry loft,wetness,0.402615,completed at normal pace,0.003,complete,True,True,True
222,13,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.301363,completed at normal pace,0.003,complete,True,True,True
223,13,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,safety,0.232003,completed at normal pace,0.003,complete,True,True,True
224,13,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,wetness,0.249489,completed at normal pace,0.003,complete,True,True,True
225,13,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.412714,completed at normal pace,0.003,complete,True,True,True
226,13,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,wetness,0.282304,completed at normal pace,0.003,complete,True,True,True
227,13,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.328944,completed at normal pace,0.003,complete,True,True,True
228,13,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,temperature,0.170536,completed at normal pace,0.003,complete,True,True,True
229,13,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,wetness,0.404145,completed at normal pace,0.003,complete,True,True,True
230,13,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,wetness,0.243743,completed at normal pace,0.003,complete,True,True,True
231,13,moss_ward,Tala,Ari,water carrier with Ari at dry loft,wetness,0.356462,completed at normal pace,0.003,complete,True,True,True
232,13,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.258852,completed at normal pace,0.003,complete,True,True,True
233,13,cinder_garden,Pax,Vale,seed sorter with Vale at ember bed,safety,0.262692,completed at normal pace,0.003,complete,True,True,True
234,14,orchid_engine,Bea,Cai,valve listener with Cai at sleep cot,wetness,0.230946,completed at normal pace,0.003,complete,True,True,True
235,14,moss_ward,Fay,Milo,path watcher with Milo at warm hearth,wetness,0.42221,slowed pace and partner assists,0.006,assisted,True,True,True
236,14,glass_harbor,Puck,Sera,lamp guard with Sera at salt steps,wetness,0.295028,completed at normal pace,0.003,complete,True,True,True
237,14,cinder_garden,Wren,Juno,shade caller with Juno at ash path,safety,0.24925,completed at normal pace,0.003,complete,True,True,True
238,14,lichen_bridge,Kio,Luma,bridge caller with Luma at lichen wall,wetness,0.265628,completed at normal pace,0.003,complete,True,True,True
239,14,orchid_engine,Cai,Dax,gear washer with Dax at sleep cot,wetness,0.405682,completed at normal pace,0.003,complete,True,True,True
240,14,moss_ward,Milo,Tala,blanket keeper with Tala at warm hearth,wetness,0.296166,completed at normal pace,0.003,complete,True,True,True
241,14,glass_harbor,Sera,Nia,tea maker with Nia at salt steps,wetness,0.339572,completed at normal pace,0.003,complete,True,True,True
242,14,cinder_garden,Juno,Pax,ember tender with Pax at ash path,safety,0.174134,completed at normal pace,0.003,complete,True,True,True
243,14,lichen_bridge,Luma,Rin,rope weaver with Rin at lichen wall,wetness,0.42978,slowed pace and partner assists,0.006,assisted,True,True,True
244,14,orchid_engine,Dax,Eli,orchid keeper with Eli at sleep cot,safety,0.246533,completed at normal pace,0.003,complete,True,True,True
245,14,moss_ward,Tala,Ari,water carrier with Ari at warm hearth,wetness,0.374078,completed at normal pace,0.003,complete,True,True,True
246,14,glass_harbor,Nia,Oren,net mender with Oren at salt steps,wetness,0.264814,completed at normal pace,0.003,complete,True,True,True
247,14,cinder_garden,Pax,Vale,seed sorter with Vale at ash path,safety,0.277925,completed at normal pace,0.003,complete,True,True,True
248,14,lichen_bridge,Rin,Sol,signal keeper with Sol at lichen wall,wetness,0.297196,completed at normal pace,0.003,complete,True,True,True
249,14,orchid_engine,Eli,Bea,meal runner with Bea at sleep cot,wetness,0.341535,completed at normal pace,0.003,complete,True,True,True
250,14,moss_ward,Ari,Fay,cook with Fay at warm hearth,wetness,0.26524,completed at normal pace,0.003,complete,True,True,True
251,14,glass_harbor,Oren,Puck,salt washer with Puck at salt steps,wetness,0.416396,completed at normal pace,0.003,complete,True,True,True
252,15,lichen_bridge,Kio,Luma,bridge caller with Luma at rope bridge,wetness,0.2588,completed at normal pace,0.003,complete,True,True,True
253,15,orchid_engine,Cai,Dax,gear washer with Dax at orchid bay,wetness,0.41397,completed at normal pace,0.003,complete,True,True,True
254,15,moss_ward,Milo,Tala,blanket keeper with Tala at moss lane,wetness,0.285026,completed at normal pace,0.003,complete,True,True,True
255,15,glass_harbor,Sera,Nia,tea maker with Nia at steam alcove,wetness,0.367901,completed at normal pace,0.003,complete,True,True,True
256,15,cinder_garden,Juno,Pax,ember tender with Pax at cool basin,temperature,0.17205,completed at normal pace,0.003,complete,True,True,True
257,15,lichen_bridge,Luma,Rin,rope weaver with Rin at rope bridge,wetness,0.435158,slowed pace and partner assists,0.006,assisted,True,True,True
258,15,orchid_engine,Dax,Eli,orchid keeper with Eli at orchid bay,safety,0.242023,completed at normal pace,0.003,complete,True,True,True
259,15,moss_ward,Tala,Ari,water carrier with Ari at moss lane,wetness,0.385394,completed at normal pace,0.003,complete,True,True,True
260,15,glass_harbor,Nia,Oren,net mender with Oren at steam alcove,wetness,0.254923,completed at normal pace,0.003,complete,True,True,True
261,15,cinder_garden,Pax,Vale,seed sorter with Vale at cool basin,safety,0.290119,completed at normal pace,0.003,complete,True,True,True
262,15,lichen_bridge,Rin,Sol,signal keeper with Sol at rope bridge,wetness,0.3006,completed at normal pace,0.003,complete,True,True,True
263,15,orchid_engine,Eli,Bea,meal runner with Bea at orchid bay,wetness,0.34267,completed at normal pace,0.003,complete,True,True,True
264,15,moss_ward,Ari,Fay,cook with Fay at moss lane,wetness,0.25189,completed at normal pace,0.003,complete,True,True,True
265,15,glass_harbor,Oren,Puck,salt washer with Puck at steam alcove,wetness,0.437893,slowed pace and partner assists,0.006,assisted,True,True,True
266,15,cinder_garden,Vale,Wren,ash sweeper with Wren at cool basin,temperature,0.221794,completed at normal pace,0.003,complete,True,True,True
267,15,lichen_bridge,Sol,Kio,meal marker with Kio at rope bridge,wetness,0.403028,completed at normal pace,0.003,complete,True,True,True
268,15,orchid_engine,Bea,Cai,valve listener with Cai at orchid bay,wetness,0.220462,completed at normal pace,0.003,complete,True,True,True
269,15,moss_ward,Fay,Milo,path watcher with Milo at moss lane,wetness,0.431164,slowed pace and partner assists,0.006,assisted,True,True,True
270,16,cinder_garden,Juno,Pax,ember tender with Pax at seed shelf,temperature,0.181248,completed at normal pace,0.003,complete,True,True,True
271,16,lichen_bridge,Luma,Rin,rope weaver with Rin at meal room,wetness,0.450558,slowed pace and partner assists,0.006,assisted,True,True,True
272,16,orchid_engine,Dax,Eli,orchid keeper with Eli at meal shelf,safety,0.243986,completed at normal pace,0.003,complete,True,True,True
273,16,moss_ward,Tala,Ari,water carrier with Ari at tool nook,wetness,0.409656,completed at normal pace,0.003,complete,True,True,True
274,16,glass_harbor,Nia,Oren,net mender with Oren at lamp pier,wetness,0.26014,completed at normal pace,0.003,complete,True,True,True
275,16,cinder_garden,Pax,Vale,seed sorter with Vale at seed shelf,safety,0.294351,completed at normal pace,0.003,complete,True,True,True
276,16,lichen_bridge,Rin,Sol,signal keeper with Sol at meal room,wetness,0.310272,completed at normal pace,0.003,complete,True,True,True
277,16,orchid_engine,Eli,Bea,meal runner with Bea at meal shelf,wetness,0.380264,completed at normal pace,0.003,complete,True,True,True
278,16,moss_ward,Ari,Fay,cook with Fay at tool nook,wetness,0.255292,completed at normal pace,0.003,complete,True,True,True
279,16,glass_harbor,Oren,Puck,salt washer with Puck at lamp pier,wetness,0.452933,slowed pace and partner assists,0.006,assisted,True,True,True
280,16,cinder_garden,Vale,Wren,ash sweeper with Wren at seed shelf,fatigue,0.236704,completed at normal pace,0.003,complete,True,True,True
281,16,lichen_bridge,Sol,Kio,meal marker with Kio at meal room,wetness,0.411531,completed at normal pace,0.003,complete,True,True,True
282,16,orchid_engine,Bea,Cai,valve listener with Cai at meal shelf,wetness,0.252913,completed at normal pace,0.003,complete,True,True,True
283,16,moss_ward,Fay,Milo,path watcher with Milo at tool nook,wetness,0.452964,slowed pace and partner assists,0.006,assisted,True,True,True
284,16,glass_harbor,Puck,Sera,lamp guard with Sera at lamp pier,wetness,0.305798,completed at normal pace,0.003,complete,True,True,True
285,16,cinder_garden,Wren,Juno,shade caller with Juno at seed shelf,safety,0.253716,completed at normal pace,0.003,complete,True,True,True
286,16,lichen_bridge,Kio,Luma,bridge caller with Luma at meal room,wetness,0.262104,completed at normal pace,0.003,complete,True,True,True
287,16,orchid_engine,Cai,Dax,gear washer with Dax at meal shelf,wetness,0.449254,slowed pace and partner assists,0.006,assisted,True,True,True
288,17,glass_harbor,Nia,Oren,net mender with Oren at net room,wetness,0.260816,completed at normal pace,0.003,complete,True,True,True
289,17,cinder_garden,Pax,Vale,seed sorter with Vale at shade tent,safety,0.308521,completed at normal pace,0.003,complete,True,True,True
290,17,lichen_bridge,Rin,Sol,signal keeper with Sol at rest alcove,wetness,0.29272,completed at normal pace,0.003,complete,True,True,True
291,17,orchid_engine,Eli,Bea,meal runner with Bea at engine ring,wetness,0.421683,slowed pace and partner assists,0.006,assisted,True,True,True
292,17,moss_ward,Ari,Fay,cook with Fay at rain gate,wetness,0.256328,completed at normal pace,0.003,complete,True,True,True
293,17,glass_harbor,Oren,Puck,salt washer with Puck at net room,wetness,0.458916,slowed pace and partner assists,0.006,assisted,True,True,True
294,17,cinder_garden,Vale,Wren,ash sweeper with Wren at shade tent,fatigue,0.238922,completed at normal pace,0.003,complete,True,True,True
295,17,lichen_bridge,Sol,Kio,meal marker with Kio at rest alcove,wetness,0.425114,slowed pace and partner assists,0.006,assisted,True,True,True
296,17,orchid_engine,Bea,Cai,valve listener with Cai at engine ring,wetness,0.263177,completed at normal pace,0.003,complete,True,True,True
297,17,moss_ward,Fay,Milo,path watcher with Milo at rain gate,wetness,0.468306,slowed pace and partner assists,0.006,assisted,True,True,True
298,17,glass_harbor,Puck,Sera,lamp guard with Sera at net room,wetness,0.30316,completed at normal pace,0.003,complete,True,True,True
299,17,cinder_garden,Wren,Juno,shade caller with Juno at shade tent,safety,0.260843,completed at normal pace,0.003,complete,True,True,True
300,17,lichen_bridge,Kio,Luma,bridge caller with Luma at rest alcove,wetness,0.257838,completed at normal pace,0.003,complete,True,True,True
301,17,orchid_engine,Cai,Dax,gear washer with Dax at engine ring,wetness,0.467324,slowed pace and partner assists,0.006,assisted,True,True,True
302,17,moss_ward,Milo,Tala,blanket keeper with Tala at rain gate,wetness,0.308144,completed at normal pace,0.003,complete,True,True,True
303,17,glass_harbor,Sera,Nia,tea maker with Nia at net room,wetness,0.389843,completed at normal pace,0.003,complete,True,True,True
304,17,cinder_garden,Juno,Pax,ember tender with Pax at shade tent,temperature,0.183272,completed at normal pace,0.003,complete,True,True,True
305,17,lichen_bridge,Luma,Rin,rope weaver with Rin at rest alcove,wetness,0.461678,slowed pace and partner assists,0.006,assisted,True,True,True
306,18,moss_ward,Ari,Fay,cook with Fay at dry loft,wetness,0.253612,completed at normal pace,0.003,complete,True,True,True
307,18,glass_harbor,Oren,Puck,salt washer with Puck at quiet bunk,wetness,0.47492,slowed pace and partner assists,0.006,assisted,True,True,True
308,18,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,fatigue,0.242694,completed at normal pace,0.003,complete,True,True,True
309,18,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,wetness,0.436632,slowed pace and partner assists,0.006,assisted,True,True,True
310,18,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.257233,completed at normal pace,0.003,complete,True,True,True
311,18,moss_ward,Fay,Milo,path watcher with Milo at dry loft,wetness,0.469659,slowed pace and partner assists,0.006,assisted,True,True,True
312,18,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.313751,completed at normal pace,0.003,complete,True,True,True
313,18,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,safety,0.27782,completed at normal pace,0.003,complete,True,True,True
314,18,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,wetness,0.246888,completed at normal pace,0.003,complete,True,True,True
315,18,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.472535,slowed pace and partner assists,0.006,assisted,True,True,True
316,18,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,wetness,0.313642,completed at normal pace,0.003,complete,True,True,True
317,18,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.412414,completed at normal pace,0.003,complete,True,True,True
318,18,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,temperature,0.195268,completed at normal pace,0.003,complete,True,True,True
319,18,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,wetness,0.460957,slowed pace and partner assists,0.006,assisted,True,True,True
320,18,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,safety,0.257128,completed at normal pace,0.003,complete,True,True,True
321,18,moss_ward,Tala,Ari,water carrier with Ari at dry loft,wetness,0.412809,completed at normal pace,0.003,complete,True,True,True
322,18,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.266304,completed at normal pace,0.003,complete,True,True,True
323,18,cinder_garden,Pax,Vale,seed sorter with Vale at ember bed,safety,0.313274,completed at normal pace,0.003,complete,True,True,True
324,19,orchid_engine,Bea,Cai,valve listener with Cai at sleep cot,wetness,0.251644,completed at normal pace,0.003,complete,True,True,True
325,19,moss_ward,Fay,Milo,path watcher with Milo at warm hearth,wetness,0.480401,slowed pace and partner assists,0.006,assisted,True,True,True
326,19,glass_harbor,Puck,Sera,lamp guard with Sera at salt steps,wetness,0.303838,completed at normal pace,0.003,complete,True,True,True
327,19,cinder_garden,Wren,Juno,shade caller with Juno at ash path,safety,0.295813,completed at normal pace,0.003,complete,True,True,True
