tick,day,resident,minigame_id,step,action,failure_cause,failure_animation,recoverable,retry_visible,progress_before,progress_after
221,13,Milo,repair-01-milo,align,Milo attempts align while avatar route is ask_help,misaligned brace,shake head and reset,True,True,0.357778,0.325778
222,13,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is offer_tool,tool slips,sparks fade,True,True,0.413333,0.381333
223,13,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is apologize,none,thread unspools,True,False,0.468889,0.523889
224,13,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is ask_sensory,misaligned brace,tool clatters softly,True,True,0.524444,0.492444
225,13,Ari,repair-01-ari,test,Ari attempts test while avatar route is request_space,tool slips,patch peels back,True,True,0.58,0.548
226,13,Fay,repair-01-fay,return,Fay attempts return while avatar route is thank_resident,none,steady success pulse,True,False,0.635556,0.690556
227,13,Milo,repair-01-milo,align,Milo attempts align while avatar route is ask_repair,misaligned brace,shake head and reset,True,True,0.691111,0.659111
228,13,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is ask_help,tool slips,sparks fade,True,True,0.746667,0.714667
229,13,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is offer_tool,none,thread unspools,True,False,0.802222,0.857222
230,13,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is apologize,misaligned brace,tool clatters softly,True,True,0.857778,0.825778
231,13,Ari,repair-01-ari,test,Ari attempts test while avatar route is ask_sensory,tool slips,patch peels back,True,True,0.913333,0.881333
232,13,Fay,repair-01-fay,return,Fay attempts return while avatar route is request_space,none,steady success pulse,True,False,0.968889,1.0
233,13,Milo,repair-01-milo,align,Milo attempts align while avatar route is thank_resident,misaligned brace,shake head and reset,True,True,0.98,0.948
234,14,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is ask_repair,tool slips,thread unspools,True,True,0.16,0.128
235,14,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is ask_help,none,tool clatters softly,True,False,0.215556,0.270556
236,14,Nia,repair-02-nia,test,Nia attempts test while avatar route is offer_tool,misaligned brace,patch peels back,True,True,0.271111,0.239111
237,14,Ari,repair-02-ari,return,Ari attempts return while avatar route is apologize,tool slips,steady success pulse,True,True,0.326667,0.294667
238,14,Fay,repair-02-fay,align,Fay attempts align while avatar route is ask_sensory,none,shake head and reset,True,False,0.382222,0.437222
239,14,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is request_space,misaligned brace,sparks fade,True,True,0.437778,0.405778
240,14,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is thank_resident,tool slips,thread unspools,True,True,0.493333,0.461333
241,14,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is ask_repair,none,tool clatters softly,True,False,0.548889,0.603889
242,14,Nia,repair-02-nia,test,Nia attempts test while avatar route is ask_help,misaligned brace,patch peels back,True,True,0.604444,0.572444
243,14,Ari,repair-02-ari,return,Ari attempts return while avatar route is offer_tool,tool slips,steady success pulse,True,True,0.66,0.628
244,14,Fay,repair-02-fay,align,Fay attempts align while avatar route is apologize,none,shake head and reset,True,False,0.715556,0.770556
245,14,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is ask_sensory,misaligned brace,sparks fade,True,True,0.771111,0.739111
246,14,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is request_space,tool slips,thread unspools,True,True,0.826667,0.794667
247,14,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is thank_resident,none,tool clatters softly,True,False,0.882222,0.937222
248,14,Nia,repair-02-nia,test,Nia attempts test while avatar route is ask_repair,misaligned brace,patch peels back,True,True,0.937778,0.905778
249,14,Ari,repair-02-ari,return,Ari attempts return while avatar route is ask_help,tool slips,steady success pulse,True,True,0.98,0.948
250,14,Fay,repair-02-fay,align,Fay attempts align while avatar route is offer_tool,none,shake head and reset,True,False,0.98,1.0
251,14,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is apologize,misaligned brace,sparks fade,True,True,0.98,0.948
252,15,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is ask_sensory,tool slips,tool clatters softly,True,True,0.0,0.0
253,15,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is request_space,none,patch peels back,True,False,0.055556,0.110556
254,15,Nia,repair-03-nia,return,Nia attempts return while avatar route is thank_resident,misaligned brace,steady success pulse,True,True,0.111111,0.079111
255,15,Ari,repair-03-ari,align,Ari attempts align while avatar route is ask_repair,tool slips,shake head and reset,True,True,0.166667,0.134667
256,15,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is ask_help,none,sparks fade,True,False,0.222222,0.277222
257,15,Milo,repair-03-milo,brace,Milo attempts brace while avatar route is offer_tool,misaligned brace,thread unspools,True,True,0.277778,0.245778
258,15,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is apologize,tool slips,tool clatters softly,True,True,0.333333,0.301333
259,15,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is ask_sensory,none,patch peels back,True,False,0.388889,0.443889
260,15,Nia,repair-03-nia,return,Nia attempts return while avatar route is request_space,misaligned brace,steady success pulse,True,True,0.444444,0.412444
261,15,Ari,repair-03-ari,align,Ari attempts align while avatar route is thank_resident,tool slips,shake head and reset,True,True,0.5,0.468
262,15,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is ask_repair,none,sparks fade,True,False,0.555556,0.610556
263,15,Milo,repair-03-milo,brace,Milo attempts brace while avatar route is ask_help,misaligned brace,thread unspools,True,True,0.611111,0.579111
264,15,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is offer_tool,tool slips,tool clatters softly,True,True,0.666667,0.634667
265,15,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is apologize,none,patch peels back,True,False,0.722222,0.777222
266,15,Nia,repair-03-nia,return,Nia attempts return while avatar route is ask_sensory,misaligned brace,steady success pulse,True,True,0.777778,0.745778
267,15,Ari,repair-03-ari,align,Ari attempts align while avatar route is request_space,tool slips,shake head and reset,True,True,0.833333,0.801333
268,15,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is thank_resident,none,sparks fade,True,False,0.888889,0.943889
269,15,Milo,repair-03-milo,brace,Milo attempts brace while avatar route is ask_repair,misaligned brace,thread unspools,True,True,0.944444,0.912444
270,16,Sera,repair-04-sera,test,Sera attempts test while avatar route is ask_help,tool slips,patch peels back,True,True,0.08,0.048
271,16,Tovan,repair-04-tovan,return,Tovan attempts return while avatar route is offer_tool,none,steady success pulse,True,False,0.135556,0.190556
272,16,Nia,repair-04-nia,align,Nia attempts align while avatar route is apologize,misaligned brace,shake head and reset,True,True,0.191111,0.159111
273,16,Ari,repair-04-ari,bind,Ari attempts bind while avatar route is ask_sensory,tool slips,sparks fade,True,True,0.246667,0.214667
274,16,Fay,repair-04-fay,brace,Fay attempts brace while avatar route is request_space,none,thread unspools,True,False,0.302222,0.357222
275,16,Milo,repair-04-milo,dry,Milo attempts dry while avatar route is thank_resident,misaligned brace,tool clatters softly,True,True,0.357778,0.325778
276,16,Sera,repair-04-sera,test,Sera attempts test while avatar route is ask_repair,tool slips,patch peels back,True,True,0.413333,0.381333
277,16,Tovan,repair-04-tovan,return,Tovan attempts return while avatar route is ask_help,none,steady success pulse,True,False,0.468889,0.523889
278,16,Nia,repair-04-nia,align,Nia attempts align while avatar route is offer_tool,misaligned brace,shake head and reset,True,True,0.524444,0.492444
279,16,Ari,repair-04-ari,bind,Ari attempts bind while avatar route is apologize,tool slips,sparks fade,True,True,0.58,0.548
280,16,Fay,repair-04-fay,brace,Fay attempts brace while avatar route is ask_sensory,none,thread unspools,True,False,0.635556,0.690556
281,16,Milo,repair-04-milo,dry,Milo attempts dry while avatar route is request_space,misaligned brace,tool clatters softly,True,True,0.691111,0.659111
282,16,Sera,repair-04-sera,test,Sera attempts test while avatar route is thank_resident,tool slips,patch peels back,True,True,0.746667,0.714667
283,16,Tovan,repair-04-tovan,return,Tovan attempts return while avatar route is ask_repair,none,steady success pulse,True,False,0.802222,0.857222
284,16,Nia,repair-04-nia,align,Nia attempts align while avatar route is ask_help,misaligned brace,shake head and reset,True,True,0.857778,0.825778
285,16,Ari,repair-04-ari,bind,Ari attempts bind while avatar route is offer_tool,tool slips,sparks fade,True,True,0.913333,0.881333
286,16,Fay,repair-04-fay,brace,Fay attempts brace while avatar route is apologize,none,thread unspools,True,False,0.968889,1.0
287,16,Milo,repair-04-milo,dry,Milo attempts dry while avatar route is ask_sensory,misaligned brace,tool clatters softly,True,True,0.98,0.948
288,17,Sera,repair-05-sera,return,Sera attempts return while avatar route is request_space,tool slips,steady success pulse,True,True,0.16,0.128
289,17,Tovan,repair-05-tovan,align,Tovan attempts align while avatar route is thank_resident,none,shake head and reset,True,False,0.215556,0.270556
290,17,Nia,repair-05-nia,bind,Nia attempts bind while avatar route is ask_repair,misaligned brace,sparks fade,True,True,0.271111,0.239111
291,17,Ari,repair-05-ari,brace,Ari attempts brace while avatar route is ask_help,tool slips,thread unspools,True,True,0.326667,0.294667
292,17,Fay,repair-05-fay,dry,Fay attempts dry while avatar route is offer_tool,none,tool clatters softly,True,False,0.382222,0.437222
293,17,Milo,repair-05-milo,test,Milo attempts test while avatar route is apologize,misaligned brace,patch peels back,True,True,0.437778,0.405778
294,17,Sera,repair-05-sera,return,Sera attempts return while avatar route is ask_sensory,tool slips,steady success pulse,True,True,0.493333,0.461333
295,17,Tovan,repair-05-tovan,align,Tovan attempts align while avatar route is request_space,none,shake head and reset,True,False,0.548889,0.603889
296,17,Nia,repair-05-nia,bind,Nia attempts bind while avatar route is thank_resident,misaligned brace,sparks fade,True,True,0.604444,0.572444
297,17,Ari,repair-05-ari,brace,Ari attempts brace while avatar route is ask_repair,tool slips,thread unspools,True,True,0.66,0.628
298,17,Fay,repair-05-fay,dry,Fay attempts dry while avatar route is ask_help,none,tool clatters softly,True,False,0.715556,0.770556
299,17,Milo,repair-05-milo,test,Milo attempts test while avatar route is offer_tool,misaligned brace,patch peels back,True,True,0.771111,0.739111
300,17,Sera,repair-05-sera,return,Sera attempts return while avatar route is apologize,tool slips,steady success pulse,True,True,0.826667,0.794667
301,17,Tovan,repair-05-tovan,align,Tovan attempts align while avatar route is ask_sensory,none,shake head and reset,True,False,0.882222,0.937222
302,17,Nia,repair-05-nia,bind,Nia attempts bind while avatar route is request_space,misaligned brace,sparks fade,True,True,0.937778,0.905778
303,17,Ari,repair-05-ari,brace,Ari attempts brace while avatar route is thank_resident,tool slips,thread unspools,True,True,0.98,0.948
304,17,Fay,repair-05-fay,dry,Fay attempts dry while avatar route is ask_repair,none,tool clatters softly,True,False,0.98,1.0
305,17,Milo,repair-05-milo,test,Milo attempts test while avatar route is ask_help,misaligned brace,patch peels back,True,True,0.98,0.948
306,18,Sera,repair-06-sera,align,Sera attempts align while avatar route is offer_tool,tool slips,shake head and reset,True,True,0.0,0.0
307,18,Tovan,repair-06-tovan,bind,Tovan attempts bind while avatar route is apologize,none,sparks fade,True,False,0.055556,0.110556
308,18,Nia,repair-06-nia,brace,Nia attempts brace while avatar route is ask_sensory,misaligned brace,thread unspools,True,True,0.111111,0.079111
309,18,Ari,repair-06-ari,dry,Ari attempts dry while avatar route is request_space,tool slips,tool clatters softly,True,True,0.166667,0.134667
310,18,Fay,repair-06-fay,test,Fay attempts test while avatar route is thank_resident,none,patch peels back,True,False,0.222222,0.277222
311,18,Milo,repair-06-milo,return,Milo attempts return while avatar route is ask_repair,misaligned brace,steady success pulse,True,True,0.277778,0.245778
312,18,Sera,repair-06-sera,align,Sera attempts align while avatar route is ask_help,tool slips,shake head and reset,True,True,0.333333,0.301333
313,18,Tovan,repair-06-tovan,bind,Tovan attempts bind while avatar route is offer_tool,none,sparks fade,True,False,0.388889,0.443889
314,18,Nia,repair-06-nia,brace,Nia attempts brace while avatar route is apologize,misaligned brace,thread unspools,True,True,0.444444,0.412444
315,18,Ari,repair-06-ari,dry,Ari attempts dry while avatar route is ask_sensory,tool slips,tool clatters softly,True,True,0.5,0.468
316,18,Fay,repair-06-fay,test,Fay attempts test while avatar route is request_space,none,patch peels back,True,False,0.555556,0.610556
317,18,Milo,repair-06-milo,return,Milo attempts return while avatar route is thank_resident,misaligned brace,steady success pulse,True,True,0.611111,0.579111
318,18,Sera,repair-06-sera,align,Sera attempts align while avatar route is ask_repair,tool slips,shake head and reset,True,True,0.666667,0.634667
