tick_id,day,settlement_id,object_id,lender_id,borrower_id,route_weather,exposure_temperature_delta,wetness_delta,cold_risk_before,cold_risk_after,loan_condition,borrower_choice,shelter_available,object_protected,visible_weather_tag,bounded_exposure
218,13,cinder_garden,shade pole,Vale,Wren,dust wind,0.0375,0.0,0.205,0.22,shelter:0.782,loan continues with weather tag,True,True,True,True
219,13,lichen_bridge,rope kit,Luma,Kio,clear,0.015,0.0,0.6015,0.5955,repair:0.752,route changed through shelter,True,True,True,True
220,13,orchid_engine,meal box,Eli,Cai,cold draft,-0.0675,0.016,0.50784,0.48252,food:0.776,route changed through shelter,True,True,True,True
221,13,moss_ward,water jar,Fay,Milo,wind,-0.03,0.016,0.668,0.668,hydration:0.744,route changed through shelter,True,True,True,True
222,13,glass_harbor,net spool,Oren,Sera,fog,-0.03,0.056,0.55712,0.563,repair:0.742,route changed through shelter,True,True,True,True
223,13,cinder_garden,ash broom,Wren,Juno,dust wind,0.0375,0.0,0.289,0.304,cleaning:0.758,loan continues with weather tag,True,True,True,True
225,13,orchid_engine,orchid lamp,Dax,Dax,cold draft,-0.0675,0.016,0.20976,0.18528,comfort:0.78,loan continues with weather tag,True,True,True,True
226,13,moss_ward,lamp hook,Ari,Tala,wind,-0.03,0.016,0.63612,0.6498,safety:0.744,route changed through shelter,True,True,True,True
227,13,glass_harbor,brass lantern,Nia,Nia,fog,-0.044,0.056,0.668,0.668,route light:0.756,route changed through shelter,True,True,True,True
228,13,cinder_garden,seed tray,Pax,Pax,dust wind,0.0375,0.0,0.34,0.34,food:0.758,loan continues with weather tag,True,True,True,True
229,13,lichen_bridge,meal ledger,Sol,Rin,clear,0.015,0.0,0.65918,0.65318,nutrition:0.738,route changed through shelter,True,True,True,True
230,13,orchid_engine,valve key,Bea,Eli,cold draft,-0.0675,0.016,0.5638,0.53848,repair:0.756,route changed through shelter,True,True,True,True
231,13,moss_ward,moss cart,Milo,Ari,wind,-0.044,0.016,0.6435,0.64518,transport:0.744,route changed through shelter,True,True,True,True
232,13,glass_harbor,tea kettle,Sera,Oren,fog,-0.03,0.056,0.668,0.668,comfort:0.732,route changed through shelter,True,True,True,True
233,13,cinder_garden,shade pole,Vale,Vale,dust wind,0.0375,0.0,0.34,0.34,shelter:0.774,loan continues with weather tag,True,True,True,True
235,14,moss_ward,water jar,Fay,Milo,rain,-0.0375,0.192,0.6575,0.668,hydration:0.734,route changed through shelter,True,True,True,True
237,14,cinder_garden,ash broom,Wren,Juno,cold night,-0.09,0.008,0.34,0.30526,cleaning:0.75,loan continues with weather tag,True,True,True,True
238,14,lichen_bridge,signal bell,Rin,Luma,hail,-0.154,0.108,0.6185,0.65484,warning:0.728,route changed through shelter,True,True,True,True
239,14,orchid_engine,orchid lamp,Dax,Dax,engine heat,0.0825,0.0,0.17428,0.19528,comfort:0.772,loan continues with weather tag,True,True,True,True
240,14,moss_ward,lamp hook,Ari,Tala,rain,-0.0375,0.192,0.6443,0.66646,safety:0.734,route changed through shelter,True,True,True,True
241,14,glass_harbor,brass lantern,Nia,Nia,clear,0.022,0.0,0.608,0.5992,route light:0.746,route changed through shelter,True,True,True,True
242,14,cinder_garden,seed tray,Pax,Pax,cold night,-0.09,0.008,0.34,0.30526,food:0.74,loan continues with weather tag,True,False,True,True
243,14,lichen_bridge,meal ledger,Sol,Rin,hail,-0.105,0.108,0.65318,0.668,nutrition:0.728,route changed through shelter,True,True,True,True
245,14,moss_ward,moss cart,Milo,Ari,rain,-0.055,0.192,0.64518,0.66534,transport:0.734,route changed through shelter,True,True,True,True
247,14,cinder_garden,shade pole,Vale,Vale,cold night,-0.09,0.008,0.34,0.30526,shelter:0.766,loan continues with weather tag,True,True,True,True
248,14,lichen_bridge,rope kit,Luma,Sol,hail,-0.105,0.108,0.6185,0.65484,repair:0.742,route changed through shelter,True,True,True,True
249,14,orchid_engine,meal box,Eli,Bea,engine heat,0.0825,0.0,0.5794,0.5794,food:0.766,route changed through shelter,True,True,True,True
250,14,moss_ward,water jar,Fay,Fay,rain,-0.0375,0.192,0.668,0.668,hydration:0.724,route changed through shelter,True,True,True,True
251,14,glass_harbor,net spool,Oren,Puck,clear,0.015,0.0,0.634,0.628,repair:0.732,route changed through shelter,True,True,True,True
252,15,lichen_bridge,signal bell,Rin,Luma,rain,-0.055,0.192,0.668,0.668,warning:0.718,route changed through shelter,True,True,True,True
253,15,orchid_engine,orchid lamp,Dax,Dax,clear,0.015,0.0,0.31228,0.31828,comfort:0.754,loan continues with weather tag,True,False,True,True
255,15,glass_harbor,brass lantern,Nia,Nia,spray,-0.055,0.096,0.5652,0.59728,route light:0.736,route changed through shelter,True,True,True,True
256,15,cinder_garden,seed tray,Pax,Pax,heat,0.09,0.0,0.18876,0.22476,food:0.732,loan continues with weather tag,True,True,True,True
257,15,lichen_bridge,meal ledger,Sol,Rin,rain,-0.0375,0.192,0.668,0.668,nutrition:0.718,route changed through shelter,True,True,True,True
259,15,moss_ward,moss cart,Milo,Ari,clear,0.022,0.0,0.668,0.6592,transport:0.724,route changed through shelter,True,True,True,True
260,15,glass_harbor,tea kettle,Sera,Oren,spray,-0.0375,0.096,0.634,0.65908,comfort:0.722,route changed through shelter,True,True,True,True
261,15,cinder_garden,shade pole,Vale,Vale,heat,0.09,0.0,0.30526,0.34126,shelter:0.758,loan continues with weather tag,True,True,True,True
262,15,lichen_bridge,rope kit,Luma,Sol,rain,-0.0375,0.192,0.65484,0.668,repair:0.732,route changed through shelter,True,True,True,True
263,15,orchid_engine,meal box,Eli,Bea,clear,0.015,0.0,0.5794,0.5794,food:0.756,route changed through shelter,True,True,True,True
265,15,glass_harbor,net spool,Oren,Puck,spray,-0.0375,0.096,0.628,0.65308,repair:0.722,route changed through shelter,True,True,True,True
266,15,cinder_garden,ash broom,Wren,Wren,heat,0.09,0.0,0.1535,0.1895,cleaning:0.746,loan delayed until weather clears,True,True,True,True
267,15,lichen_bridge,signal bell,Rin,Kio,rain,-0.055,0.192,0.608,0.63,warning:0.708,route changed through shelter,True,True,True,True
269,15,moss_ward,lamp hook,Ari,Milo,clear,0.015,0.0,0.6095,0.6035,safety:0.724,route changed through shelter,True,True,True,True
271,16,lichen_bridge,meal ledger,Sol,Rin,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.708,route changed through shelter,True,True,True,True
272,16,orchid_engine,valve key,Bea,Eli,drizzle,-0.03,0.08,0.53348,0.52988,repair:0.746,route changed through shelter,True,True,True,True
273,16,moss_ward,moss cart,Milo,Ari,mist,-0.033,0.064,0.6252,0.64512,transport:0.714,route changed through shelter,True,True,True,True
274,16,glass_harbor,tea kettle,Sera,Oren,sleet,-0.0975,0.216,0.668,0.668,comfort:0.712,route changed through shelter,True,True,True,True
275,16,cinder_garden,shade pole,Vale,Vale,clear,0.015,0.0,0.34,0.34,shelter:0.74,loan continues with weather tag,True,False,True,True
276,16,lichen_bridge,rope kit,Luma,Sol,cold fog,-0.075,0.088,0.668,0.668,repair:0.722,route changed through shelter,True,True,True,True
277,16,orchid_engine,meal box,Eli,Bea,drizzle,-0.03,0.08,0.5204,0.5168,food:0.746,route changed through shelter,True,True,True,True
278,16,moss_ward,water jar,Fay,Fay,mist,-0.0225,0.064,0.634,0.64972,hydration:0.714,route changed through shelter,True,True,True,True
279,16,glass_harbor,net spool,Oren,Puck,sleet,-0.0975,0.216,0.65308,0.668,repair:0.712,route changed through shelter,True,True,True,True
281,16,lichen_bridge,signal bell,Rin,Kio,cold fog,-0.11,0.088,0.63,0.668,warning:0.698,route changed through shelter,True,True,True,True
282,16,orchid_engine,orchid lamp,Dax,Cai,drizzle,-0.03,0.08,0.52252,0.51892,comfort:0.744,route changed through shelter,True,True,True,True
283,16,moss_ward,lamp hook,Ari,Milo,mist,-0.0225,0.064,0.6035,0.61922,safety:0.714,route changed through shelter,True,True,True,True
284,16,glass_harbor,brass lantern,Nia,Sera,sleet,-0.143,0.216,0.593,0.62068,route light:0.726,route changed through shelter,True,True,True,True
285,16,cinder_garden,seed tray,Pax,Juno,clear,0.015,0.0,0.279,0.285,food:0.724,loan continues with weather tag,True,True,True,True
286,16,lichen_bridge,meal ledger,Sol,Luma,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.698,route changed through shelter,True,True,True,True
287,16,orchid_engine,valve key,Bea,Dax,drizzle,-0.03,0.08,0.31928,0.30728,repair:0.742,loan delayed until weather clears,True,True,True,True
288,17,glass_harbor,tea kettle,Sera,Oren,wind,-0.03,0.016,0.668,0.668,comfort:0.702,route changed through shelter,True,True,True,True
289,17,cinder_garden,shade pole,Vale,Vale,dry gale,0.015,0.0,0.34,0.34,shelter:0.732,loan continues with weather tag,True,True,True,True
290,17,lichen_bridge,rope kit,Luma,Sol,crosswind,-0.0225,0.016,0.668,0.668,repair:0.712,route changed through shelter,True,True,True,True
291,17,orchid_engine,meal box,Eli,Bea,steam leak,0.0525,0.112,0.5118,0.54456,food:0.736,route changed through shelter,True,True,True,True
292,17,moss_ward,water jar,Fay,Fay,cold rain,-0.0825,0.24,0.668,0.668,hydration:0.704,route changed through shelter,True,True,True,True
293,17,glass_harbor,net spool,Oren,Puck,wind,-0.03,0.016,0.668,0.668,repair:0.702,route changed through shelter,True,True,True,True
294,17,cinder_garden,ash broom,Wren,Wren,dry gale,0.015,0.0,0.206,0.212,cleaning:0.742,loan delayed until weather clears,True,True,True,True
295,17,lichen_bridge,signal bell,Rin,Kio,crosswind,-0.033,0.016,0.668,0.668,warning:0.688,route changed through shelter,True,True,True,True
296,17,orchid_engine,orchid lamp,Dax,Cai,steam leak,0.0525,0.112,0.51392,0.538,comfort:0.734,route changed through shelter,True,True,True,True
297,17,moss_ward,lamp hook,Ari,Milo,cold rain,-0.0825,0.24,0.61922,0.66142,safety:0.704,route changed through shelter,True,True,True,True
298,17,glass_harbor,brass lantern,Nia,Sera,wind,-0.044,0.016,0.62068,0.62236,route light:0.716,route changed through shelter,True,True,True,True
299,17,cinder_garden,seed tray,Pax,Juno,dry gale,0.015,0.0,0.285,0.291,food:0.716,loan continues with weather tag,True,True,True,True
300,17,lichen_bridge,meal ledger,Sol,Luma,crosswind,-0.0225,0.016,0.668,0.668,nutrition:0.688,route changed through shelter,True,True,True,True
301,17,orchid_engine,valve key,Bea,Dax,steam leak,0.0525,0.112,0.30728,0.32828,repair:0.738,loan delayed until weather clears,True,True,True,True
302,17,moss_ward,moss cart,Milo,Tala,cold rain,-0.121,0.24,0.668,0.668,transport:0.704,route changed through shelter,True,True,True,True
303,17,glass_harbor,tea kettle,Sera,Nia,wind,-0.03,0.016,0.608,0.62,comfort:0.692,route changed through shelter,True,True,True,True
304,17,cinder_garden,shade pole,Vale,Pax,dry gale,0.015,0.0,0.34,0.34,shelter:0.724,loan continues with weather tag,True,True,True,True
305,17,lichen_bridge,rope kit,Luma,Rin,crosswind,-0.0225,0.016,0.5925,0.60318,repair:0.702,route changed through shelter,True,True,True,True
306,18,moss_ward,water jar,Fay,Fay,wind,-0.03,0.016,0.668,0.668,hydration:0.694,route changed through shelter,True,True,True,True
307,18,glass_harbor,net spool,Oren,Puck,fog,-0.03,0.056,0.668,0.668,repair:0.692,route changed through shelter,True,True,True,True
308,18,cinder_garden,ash broom,Wren,Wren,dust wind,0.0375,0.0,0.267,0.282,cleaning:0.738,loan delayed until weather clears,True,True,True,True
309,18,lichen_bridge,signal bell,Rin,Kio,clear,0.022,0.0,0.6525,0.6437,warning:0.678,route changed through shelter,True,True,True,True
310,18,orchid_engine,orchid lamp,Dax,Cai,cold draft,-0.0675,0.016,0.608,0.581,comfort:0.724,route changed through shelter,True,True,True,True
311,18,moss_ward,lamp hook,Ari,Milo,wind,-0.03,0.016,0.668,0.668,safety:0.694,route changed through shelter,True,True,True,True
312,18,glass_harbor,brass lantern,Nia,Sera,fog,-0.044,0.056,0.62936,0.63524,route light:0.706,route changed through shelter,True,True,True,True
313,18,cinder_garden,seed tray,Pax,Juno,dust wind,0.0375,0.0,0.34,0.34,food:0.708,loan continues with weather tag,True,True,True,True
315,18,orchid_engine,valve key,Bea,Dax,cold draft,-0.0675,0.016,0.32828,0.30128,repair:0.734,loan delayed until weather clears,True,True,True,True
316,18,moss_ward,moss cart,Milo,Tala,wind,-0.044,0.016,0.668,0.668,transport:0.694,route changed through shelter,True,True,True,True
317,18,glass_harbor,tea kettle,Sera,Nia,fog,-0.03,0.056,0.62,0.632,comfort:0.682,route changed through shelter,True,True,True,True
318,18,cinder_garden,shade pole,Vale,Pax,dust wind,0.0375,0.0,0.34,0.34,shelter:0.716,loan continues with weather tag,True,True,True,True
319,18,lichen_bridge,rope kit,Luma,Rin,clear,0.015,0.0,0.60318,0.59718,repair:0.692,route changed through shelter,True,True,True,True
320,18,orchid_engine,meal box,Eli,Eli,cold draft,-0.0675,0.016,0.62588,0.60056,food:0.726,route changed through shelter,True,True,True,True
321,18,moss_ward,water jar,Fay,Ari,wind,-0.03,0.016,0.633,0.63468,hydration:0.684,route changed through shelter,True,True,True,True
322,18,glass_harbor,net spool,Oren,Oren,fog,-0.03,0.056,0.668,0.668,repair:0.682,route changed through shelter,True,True,True,True
323,18,cinder_garden,ash broom,Wren,Vale,dust wind,0.0375,0.0,0.295,0.31,cleaning:0.73,loan continues with weather tag,True,True,True,True
325,19,moss_ward,lamp hook,Ari,Milo,rain,-0.0375,0.192,0.6575,0.668,safety:0.684,route changed through shelter,True,True,True,True
327,19,cinder_garden,seed tray,Pax,Juno,cold night,-0.09,0.008,0.34,0.30526,food:0.7,loan continues with weather tag,True,True,True,True
328,19,lichen_bridge,meal ledger,Sol,Luma,hail,-0.105,0.108,0.6185,0.65484,nutrition:0.678,route changed through shelter,True,True,True,True
329,19,orchid_engine,valve key,Bea,Dax,engine heat,0.0825,0.0,0.21828,0.25128,repair:0.73,loan delayed until weather clears,True,True,True,True
330,19,moss_ward,moss cart,Milo,Tala,rain,-0.055,0.192,0.6575,0.668,transport:0.684,route changed through shelter,True,True,True,True
331,19,glass_harbor,tea kettle,Sera,Nia,clear,0.015,0.0,0.668,0.662,comfort:0.672,route changed through shelter,True,True,True,True
332,19,cinder_garden,shade pole,Vale,Pax,cold night,-0.09,0.008,0.34,0.30526,shelter:0.708,loan continues with weather tag,True,True,True,True
333,19,lichen_bridge,rope kit,Luma,Rin,hail,-0.105,0.108,0.59718,0.648,repair:0.682,route changed through shelter,True,True,True,True
335,19,moss_ward,water jar,Fay,Ari,rain,-0.0375,0.192,0.63468,0.65484,hydration:0.674,route changed through shelter,True,True,True,True
337,19,cinder_garden,ash broom,Wren,Vale,cold night,-0.09,0.008,0.31,0.27526,cleaning:0.722,loan continues with weather tag,True,True,True,True
338,19,lichen_bridge,signal bell,Rin,Sol,hail,-0.154,0.108,0.6185,0.65484,warning:0.668,route changed through shelter,True,True,True,True
339,19,orchid_engine,orchid lamp,Dax,Bea,engine heat,0.0825,0.0,0.575,0.608,comfort:0.714,route changed through shelter,True,True,True,True
340,19,moss_ward,lamp hook,Ari,Fay,rain,-0.0375,0.192,0.668,0.668,safety:0.674,route changed through shelter,True,True,True,True
341,19,glass_harbor,brass lantern,Nia,Puck,clear,0.022,0.0,0.574,0.5652,route light:0.696,route changed through shelter,True,True,True,True
342,20,lichen_bridge,meal ledger,Sol,Luma,rain,-0.0375,0.192,0.668,0.668,nutrition:0.668,route changed through shelter,True,True,True,True
343,20,orchid_engine,valve key,Bea,Dax,clear,0.015,0.0,0.36828,0.37428,repair:0.72,route changed through shelter,True,True,True,True
345,20,glass_harbor,tea kettle,Sera,Nia,spray,-0.0375,0.096,0.628,0.65308,comfort:0.662,route changed through shelter,True,True,True,True
346,20,cinder_garden,shade pole,Vale,Pax,heat,0.09,0.0,0.18876,0.22476,shelter:0.7,loan continues with weather tag,True,True,True,True
347,20,lichen_bridge,rope kit,Luma,Rin,rain,-0.0375,0.192,0.668,0.668,repair:0.672,route changed through shelter,True,True,True,True
349,20,moss_ward,water jar,Fay,Ari,clear,0.015,0.0,0.668,0.662,hydration:0.664,route changed through shelter,True,True,True,True
350,20,glass_harbor,net spool,Oren,Oren,spray,-0.0375,0.096,0.634,0.65908,repair:0.672,route changed through shelter,True,True,True,True
351,20,cinder_garden,ash broom,Wren,Vale,heat,0.09,0.0,0.27526,0.31126,cleaning:0.714,loan continues with weather tag,True,True,True,True
352,20,lichen_bridge,signal bell,Rin,Sol,rain,-0.055,0.192,0.65484,0.668,warning:0.658,route changed through shelter,True,True,True,True
353,20,orchid_engine,orchid lamp,Dax,Bea,clear,0.015,0.0,0.608,0.614,comfort:0.704,route changed through shelter,True,True,True,True
355,20,glass_harbor,brass lantern,Nia,Puck,spray,-0.055,0.096,0.5652,0.59728,route light:0.686,route changed through shelter,True,True,True,True
356,20,cinder_garden,seed tray,Pax,Wren,heat,0.09,0.0,0.2155,0.2515,food:0.692,loan continues with weather tag,True,True,True,True
357,20,lichen_bridge,meal ledger,Sol,Kio,rain,-0.0375,0.192,0.658,0.668,nutrition:0.658,route changed through shelter,True,True,True,True
359,20,moss_ward,moss cart,Milo,Milo,clear,0.022,0.0,0.6095,0.6007,transport:0.674,route changed through shelter,True,True,True,True
361,21,lichen_bridge,rope kit,Luma,Rin,cold fog,-0.075,0.088,0.668,0.668,repair:0.662,route changed through shelter,True,True,True,True
362,21,orchid_engine,meal box,Eli,Eli,drizzle,-0.03,0.08,0.58556,0.58196,food:0.716,route changed through shelter,True,True,True,True
363,21,moss_ward,water jar,Fay,Ari,mist,-0.0225,0.064,0.628,0.64372,hydration:0.654,route changed through shelter,True,True,True,True
364,21,glass_harbor,net spool,Oren,Oren,sleet,-0.0975,0.216,0.608,0.647,repair:0.662,route changed through shelter,True,True,True,True
365,21,cinder_garden,ash broom,Wren,Vale,clear,0.015,0.0,0.34,0.34,cleaning:0.706,loan continues with weather tag,True,True,True,True
366,21,lichen_bridge,signal bell,Rin,Sol,cold fog,-0.11,0.088,0.668,0.668,warning:0.648,route changed through shelter,True,True,True,True
367,21,orchid_engine,orchid lamp,Dax,Bea,drizzle,-0.03,0.08,0.606,0.6024,comfort:0.694,route changed through shelter,True,True,True,True
368,21,moss_ward,lamp hook,Ari,Fay,mist,-0.0225,0.064,0.634,0.64972,safety:0.664,route changed through shelter,True,True,True,True
