tick,day,slot,resident,room,canvas_focus,conversation_frame,sensory_frame,gesture_frame,inventory_frame,minigame_frame,consequence_frame,replay_frame_key,boundary_visible
290,17,2,Nia,glasshouse,Nia@glasshouse,290,290,290,290,290,290,v57-replay-00290,True
291,17,3,Ari,river gate,Ari@river gate,291,291,291,291,291,291,v57-replay-00291,True
292,17,4,Fay,west hearth,Fay@west hearth,292,292,292,292,292,292,v57-replay-00292,True
293,17,5,Milo,rain court,Milo@rain court,293,293,293,293,293,293,v57-replay-00293,True
294,17,6,Sera,tool alcove,Sera@tool alcove,294,294,294,294,294,294,v57-replay-00294,True
295,17,7,Tovan,fiber loft,Tovan@fiber loft,295,295,295,295,295,295,v57-replay-00295,True
296,17,8,Nia,glasshouse,Nia@glasshouse,296,296,296,296,296,296,v57-replay-00296,True
297,17,9,Ari,river gate,Ari@river gate,297,297,297,297,297,297,v57-replay-00297,True
298,17,10,Fay,west hearth,Fay@west hearth,298,298,298,298,298,298,v57-replay-00298,True
299,17,11,Milo,rain court,Milo@rain court,299,299,299,299,299,299,v57-replay-00299,True
300,17,12,Sera,tool alcove,Sera@tool alcove,300,300,300,300,300,300,v57-replay-00300,True
301,17,13,Tovan,fiber loft,Tovan@fiber loft,301,301,301,301,301,301,v57-replay-00301,True
302,17,14,Nia,glasshouse,Nia@glasshouse,302,302,302,302,302,302,v57-replay-00302,True
303,17,15,Ari,river gate,Ari@river gate,303,303,303,303,303,303,v57-replay-00303,True
304,17,16,Fay,west hearth,Fay@west hearth,304,304,304,304,304,304,v57-replay-00304,True
305,17,17,Milo,rain court,Milo@rain court,305,305,305,305,305,305,v57-replay-00305,True
306,18,0,Sera,fiber loft,Sera@fiber loft,306,306,306,306,306,306,v57-replay-00306,True
307,18,1,Tovan,glasshouse,Tovan@glasshouse,307,307,307,307,307,307,v57-replay-00307,True
308,18,2,Nia,river gate,Nia@river gate,308,308,308,308,308,308,v57-replay-00308,True
309,18,3,Ari,west hearth,Ari@west hearth,309,309,309,309,309,309,v57-replay-00309,True
310,18,4,Fay,rain court,Fay@rain court,310,310,310,310,310,310,v57-replay-00310,True
311,18,5,Milo,tool alcove,Milo@tool alcove,311,311,311,311,311,311,v57-replay-00311,True
312,18,6,Sera,fiber loft,Sera@fiber loft,312,312,312,312,312,312,v57-replay-00312,True
313,18,7,Tovan,glasshouse,Tovan@glasshouse,313,313,313,313,313,313,v57-replay-00313,True
314,18,8,Nia,river gate,Nia@river gate,314,314,314,314,314,314,v57-replay-00314,True
315,18,9,Ari,west hearth,Ari@west hearth,315,315,315,315,315,315,v57-replay-00315,True
316,18,10,Fay,rain court,Fay@rain court,316,316,316,316,316,316,v57-replay-00316,True
317,18,11,Milo,tool alcove,Milo@tool alcove,317,317,317,317,317,317,v57-replay-00317,True
318,18,12,Sera,fiber loft,Sera@fiber loft,318,318,318,318,318,318,v57-replay-00318,True
319,18,13,Tovan,glasshouse,Tovan@glasshouse,319,319,319,319,319,319,v57-replay-00319,True
320,18,14,Nia,river gate,Nia@river gate,320,320,320,320,320,320,v57-replay-00320,True
321,18,15,Ari,west hearth,Ari@west hearth,321,321,321,321,321,321,v57-replay-00321,True
322,18,16,Fay,rain court,Fay@rain court,322,322,322,322,322,322,v57-replay-00322,True
323,18,17,Milo,tool alcove,Milo@tool alcove,323,323,323,323,323,323,v57-replay-00323,True
324,19,0,Sera,glasshouse,Sera@glasshouse,324,324,324,324,324,324,v57-replay-00324,True
325,19,1,Tovan,river gate,Tovan@river gate,325,325,325,325,325,325,v57-replay-00325,True
326,19,2,Nia,west hearth,Nia@west hearth,326,326,326,326,326,326,v57-replay-00326,True
327,19,3,Ari,rain court,Ari@rain court,327,327,327,327,327,327,v57-replay-00327,True
328,19,4,Fay,tool alcove,Fay@tool alcove,328,328,328,328,328,328,v57-replay-00328,True
329,19,5,Milo,fiber loft,Milo@fiber loft,329,329,329,329,329,329,v57-replay-00329,True
330,19,6,Sera,glasshouse,Sera@glasshouse,330,330,330,330,330,330,v57-replay-00330,True
331,19,7,Tovan,river gate,Tovan@river gate,331,331,331,331,331,331,v57-replay-00331,True
332,19,8,Nia,west hearth,Nia@west hearth,332,332,332,332,332,332,v57-replay-00332,True
333,19,9,Ari,rain court,Ari@rain court,333,333,333,333,333,333,v57-replay-00333,True
334,19,10,Fay,tool alcove,Fay@tool alcove,334,334,334,334,334,334,v57-replay-00334,True
335,19,11,Milo,fiber loft,Milo@fiber loft,335,335,335,335,335,335,v57-replay-00335,True
336,19,12,Sera,glasshouse,Sera@glasshouse,336,336,336,336,336,336,v57-replay-00336,True
337,19,13,Tovan,river gate,Tovan@river gate,337,337,337,337,337,337,v57-replay-00337,True
338,19,14,Nia,west hearth,Nia@west hearth,338,338,338,338,338,338,v57-replay-00338,True
339,19,15,Ari,rain court,Ari@rain court,339,339,339,339,339,339,v57-replay-00339,True
340,19,16,Fay,tool alcove,Fay@tool alcove,340,340,340,340,340,340,v57-replay-00340,True
341,19,17,Milo,fiber loft,Milo@fiber loft,341,341,341,341,341,341,v57-replay-00341,True
342,20,0,Sera,river gate,Sera@river gate,342,342,342,342,342,342,v57-replay-00342,True
343,20,1,Tovan,west hearth,Tovan@west hearth,343,343,343,343,343,343,v57-replay-00343,True
344,20,2,Nia,rain court,Nia@rain court,344,344,344,344,344,344,v57-replay-00344,True
345,20,3,Ari,tool alcove,Ari@tool alcove,345,345,345,345,345,345,v57-replay-00345,True
346,20,4,Fay,fiber loft,Fay@fiber loft,346,346,346,346,346,346,v57-replay-00346,True
347,20,5,Milo,glasshouse,Milo@glasshouse,347,347,347,347,347,347,v57-replay-00347,True
348,20,6,Sera,river gate,Sera@river gate,348,348,348,348,348,348,v57-replay-00348,True
349,20,7,Tovan,west hearth,Tovan@west hearth,349,349,349,349,349,349,v57-replay-00349,True
350,20,8,Nia,rain court,Nia@rain court,350,350,350,350,350,350,v57-replay-00350,True
351,20,9,Ari,tool alcove,Ari@tool alcove,351,351,351,351,351,351,v57-replay-00351,True
352,20,10,Fay,fiber loft,Fay@fiber loft,352,352,352,352,352,352,v57-replay-00352,True
353,20,11,Milo,glasshouse,Milo@glasshouse,353,353,353,353,353,353,v57-replay-00353,True
354,20,12,Sera,river gate,Sera@river gate,354,354,354,354,354,354,v57-replay-00354,True
355,20,13,Tovan,west hearth,Tovan@west hearth,355,355,355,355,355,355,v57-replay-00355,True
356,20,14,Nia,rain court,Nia@rain court,356,356,356,356,356,356,v57-replay-00356,True
357,20,15,Ari,tool alcove,Ari@tool alcove,357,357,357,357,357,357,v57-replay-00357,True
358,20,16,Fay,fiber loft,Fay@fiber loft,358,358,358,358,358,358,v57-replay-00358,True
359,20,17,Milo,glasshouse,Milo@glasshouse,359,359,359,359,359,359,v57-replay-00359,True
360,21,0,Sera,west hearth,Sera@west hearth,360,360,360,360,360,360,v57-replay-00360,True
361,21,1,Tovan,rain court,Tovan@rain court,361,361,361,361,361,361,v57-replay-00361,True
362,21,2,Nia,tool alcove,Nia@tool alcove,362,362,362,362,362,362,v57-replay-00362,True
363,21,3,Ari,fiber loft,Ari@fiber loft,363,363,363,363,363,363,v57-replay-00363,True
364,21,4,Fay,glasshouse,Fay@glasshouse,364,364,364,364,364,364,v57-replay-00364,True
365,21,5,Milo,river gate,Milo@river gate,365,365,365,365,365,365,v57-replay-00365,True
366,21,6,Sera,west hearth,Sera@west hearth,366,366,366,366,366,366,v57-replay-00366,True
367,21,7,Tovan,rain court,Tovan@rain court,367,367,367,367,367,367,v57-replay-00367,True
368,21,8,Nia,tool alcove,Nia@tool alcove,368,368,368,368,368,368,v57-replay-00368,True
369,21,9,Ari,fiber loft,Ari@fiber loft,369,369,369,369,369,369,v57-replay-00369,True
370,21,10,Fay,glasshouse,Fay@glasshouse,370,370,370,370,370,370,v57-replay-00370,True
371,21,11,Milo,river gate,Milo@river gate,371,371,371,371,371,371,v57-replay-00371,True
372,21,12,Sera,west hearth,Sera@west hearth,372,372,372,372,372,372,v57-replay-00372,True
373,21,13,Tovan,rain court,Tovan@rain court,373,373,373,373,373,373,v57-replay-00373,True
374,21,14,Nia,tool alcove,Nia@tool alcove,374,374,374,374,374,374,v57-replay-00374,True
375,21,15,Ari,fiber loft,Ari@fiber loft,375,375,375,375,375,375,v57-replay-00375,True
376,21,16,Fay,glasshouse,Fay@glasshouse,376,376,376,376,376,376,v57-replay-00376,True
377,21,17,Milo,river gate,Milo@river gate,377,377,377,377,377,377,v57-replay-00377,True
378,22,0,Sera,rain court,Sera@rain court,378,378,378,378,378,378,v57-replay-00378,True
379,22,1,Tovan,tool alcove,Tovan@tool alcove,379,379,379,379,379,379,v57-replay-00379,True
380,22,2,Nia,fiber loft,Nia@fiber loft,380,380,380,380,380,380,v57-replay-00380,True
381,22,3,Ari,glasshouse,Ari@glasshouse,381,381,381,381,381,381,v57-replay-00381,True
382,22,4,Fay,river gate,Fay@river gate,382,382,382,382,382,382,v57-replay-00382,True
383,22,5,Milo,west hearth,Milo@west hearth,383,383,383,383,383,383,v57-replay-00383,True
384,22,6,Sera,rain court,Sera@rain court,384,384,384,384,384,384,v57-replay-00384,True
385,22,7,Tovan,tool alcove,Tovan@tool alcove,385,385,385,385,385,385,v57-replay-00385,True
386,22,8,Nia,fiber loft,Nia@fiber loft,386,386,386,386,386,386,v57-replay-00386,True
387,22,9,Ari,glasshouse,Ari@glasshouse,387,387,387,387,387,387,v57-replay-00387,True
388,22,10,Fay,river gate,Fay@river gate,388,388,388,388,388,388,v57-replay-00388,True
389,22,11,Milo,west hearth,Milo@west hearth,389,389,389,389,389,389,v57-replay-00389,True
390,22,12,Sera,rain court,Sera@rain court,390,390,390,390,390,390,v57-replay-00390,True
391,22,13,Tovan,tool alcove,Tovan@tool alcove,391,391,391,391,391,391,v57-replay-00391,True
392,22,14,Nia,fiber loft,Nia@fiber loft,392,392,392,392,392,392,v57-replay-00392,True
393,22,15,Ari,glasshouse,Ari@glasshouse,393,393,393,393,393,393,v57-replay-00393,True
394,22,16,Fay,river gate,Fay@river gate,394,394,394,394,394,394,v57-replay-00394,True
395,22,17,Milo,west hearth,Milo@west hearth,395,395,395,395,395,395,v57-replay-00395,True
396,23,0,Sera,tool alcove,Sera@tool alcove,396,396,396,396,396,396,v57-replay-00396,True
397,23,1,Tovan,fiber loft,Tovan@fiber loft,397,397,397,397,397,397,v57-replay-00397,True
398,23,2,Nia,glasshouse,Nia@glasshouse,398,398,398,398,398,398,v57-replay-00398,True
399,23,3,Ari,river gate,Ari@river gate,399,399,399,399,399,399,v57-replay-00399,True
400,23,4,Fay,west hearth,Fay@west hearth,400,400,400,400,400,400,v57-replay-00400,True
401,23,5,Milo,rain court,Milo@rain court,401,401,401,401,401,401,v57-replay-00401,True
402,23,6,Sera,tool alcove,Sera@tool alcove,402,402,402,402,402,402,v57-replay-00402,True
403,23,7,Tovan,fiber loft,Tovan@fiber loft,403,403,403,403,403,403,v57-replay-00403,True
404,23,8,Nia,glasshouse,Nia@glasshouse,404,404,404,404,404,404,v57-replay-00404,True
405,23,9,Ari,river gate,Ari@river gate,405,405,405,405,405,405,v57-replay-00405,True
406,23,10,Fay,west hearth,Fay@west hearth,406,406,406,406,406,406,v57-replay-00406,True
407,23,11,Milo,rain court,Milo@rain court,407,407,407,407,407,407,v57-replay-00407,True
408,23,12,Sera,tool alcove,Sera@tool alcove,408,408,408,408,408,408,v57-replay-00408,True
409,23,13,Tovan,fiber loft,Tovan@fiber loft,409,409,409,409,409,409,v57-replay-00409,True
410,23,14,Nia,glasshouse,Nia@glasshouse,410,410,410,410,410,410,v57-replay-00410,True
411,23,15,Ari,river gate,Ari@river gate,411,411,411,411,411,411,v57-replay-00411,True
412,23,16,Fay,west hearth,Fay@west hearth,412,412,412,412,412,412,v57-replay-00412,True
413,23,17,Milo,rain court,Milo@rain court,413,413,413,413,413,413,v57-replay-00413,True
414,24,0,Sera,fiber loft,Sera@fiber loft,414,414,414,414,414,414,v57-replay-00414,True
415,24,1,Tovan,glasshouse,Tovan@glasshouse,415,415,415,415,415,415,v57-replay-00415,True
416,24,2,Nia,river gate,Nia@river gate,416,416,416,416,416,416,v57-replay-00416,True
417,24,3,Ari,west hearth,Ari@west hearth,417,417,417,417,417,417,v57-replay-00417,True
418,24,4,Fay,rain court,Fay@rain court,418,418,418,418,418,418,v57-replay-00418,True
419,24,5,Milo,tool alcove,Milo@tool alcove,419,419,419,419,419,419,v57-replay-00419,True
420,24,6,Sera,fiber loft,Sera@fiber loft,420,420,420,420,420,420,v57-replay-00420,True
421,24,7,Tovan,glasshouse,Tovan@glasshouse,421,421,421,421,421,421,v57-replay-00421,True
422,24,8,Nia,river gate,Nia@river gate,422,422,422,422,422,422,v57-replay-00422,True
423,24,9,Ari,west hearth,Ari@west hearth,423,423,423,423,423,423,v57-replay-00423,True
424,24,10,Fay,rain court,Fay@rain court,424,424,424,424,424,424,v57-replay-00424,True
425,24,11,Milo,tool alcove,Milo@tool alcove,425,425,425,425,425,425,v57-replay-00425,True
426,24,12,Sera,fiber loft,Sera@fiber loft,426,426,426,426,426,426,v57-replay-00426,True
427,24,13,Tovan,glasshouse,Tovan@glasshouse,427,427,427,427,427,427,v57-replay-00427,True
428,24,14,Nia,river gate,Nia@river gate,428,428,428,428,428,428,v57-replay-00428,True
429,24,15,Ari,west hearth,Ari@west hearth,429,429,429,429,429,429,v57-replay-00429,True
430,24,16,Fay,rain court,Fay@rain court,430,430,430,430,430,430,v57-replay-00430,True
431,24,17,Milo,tool alcove,Milo@tool alcove,431,431,431,431,431,431,v57-replay-00431,True
432,25,0,Sera,glasshouse,Sera@glasshouse,432,432,432,432,432,432,v57-replay-00432,True
433,25,1,Tovan,river gate,Tovan@river gate,433,433,433,433,433,433,v57-replay-00433,True
434,25,2,Nia,west hearth,Nia@west hearth,434,434,434,434,434,434,v57-replay-00434,True
435,25,3,Ari,rain court,Ari@rain court,435,435,435,435,435,435,v57-replay-00435,True
436,25,4,Fay,tool alcove,Fay@tool alcove,436,436,436,436,436,436,v57-replay-00436,True
437,25,5,Milo,fiber loft,Milo@fiber loft,437,437,437,437,437,437,v57-replay-00437,True
438,25,6,Sera,glasshouse,Sera@glasshouse,438,438,438,438,438,438,v57-replay-00438,True
439,25,7,Tovan,river gate,Tovan@river gate,439,439,439,439,439,439,v57-replay-00439,True
440,25,8,Nia,west hearth,Nia@west hearth,440,440,440,440,440,440,v57-replay-00440,True
441,25,9,Ari,rain court,Ari@rain court,441,441,441,441,441,441,v57-replay-00441,True
442,25,10,Fay,tool alcove,Fay@tool alcove,442,442,442,442,442,442,v57-replay-00442,True
443,25,11,Milo,fiber loft,Milo@fiber loft,443,443,443,443,443,443,v57-replay-00443,True
444,25,12,Sera,glasshouse,Sera@glasshouse,444,444,444,444,444,444,v57-replay-00444,True
445,25,13,Tovan,river gate,Tovan@river gate,445,445,445,445,445,445,v57-replay-00445,True
446,25,14,Nia,west hearth,Nia@west hearth,446,446,446,446,446,446,v57-replay-00446,True
447,25,15,Ari,rain court,Ari@rain court,447,447,447,447,447,447,v57-replay-00447,True
448,25,16,Fay,tool alcove,Fay@tool alcove,448,448,448,448,448,448,v57-replay-00448,True
449,25,17,Milo,fiber loft,Milo@fiber loft,449,449,449,449,449,449,v57-replay-00449,True
450,26,0,Sera,river gate,Sera@river gate,450,450,450,450,450,450,v57-replay-00450,True
451,26,1,Tovan,west hearth,Tovan@west hearth,451,451,451,451,451,451,v57-replay-00451,True
452,26,2,Nia,rain court,Nia@rain court,452,452,452,452,452,452,v57-replay-00452,True
453,26,3,Ari,tool alcove,Ari@tool alcove,453,453,453,453,453,453,v57-replay-00453,True
454,26,4,Fay,fiber loft,Fay@fiber loft,454,454,454,454,454,454,v57-replay-00454,True
455,26,5,Milo,glasshouse,Milo@glasshouse,455,455,455,455,455,455,v57-replay-00455,True
456,26,6,Sera,river gate,Sera@river gate,456,456,456,456,456,456,v57-replay-00456,True
457,26,7,Tovan,west hearth,Tovan@west hearth,457,457,457,457,457,457,v57-replay-00457,True
458,26,8,Nia,rain court,Nia@rain court,458,458,458,458,458,458,v57-replay-00458,True
459,26,9,Ari,tool alcove,Ari@tool alcove,459,459,459,459,459,459,v57-replay-00459,True
460,26,10,Fay,fiber loft,Fay@fiber loft,460,460,460,460,460,460,v57-replay-00460,True
461,26,11,Milo,glasshouse,Milo@glasshouse,461,461,461,461,461,461,v57-replay-00461,True
462,26,12,Sera,river gate,Sera@river gate,462,462,462,462,462,462,v57-replay-00462,True
463,26,13,Tovan,west hearth,Tovan@west hearth,463,463,463,463,463,463,v57-replay-00463,True
464,26,14,Nia,rain court,Nia@rain court,464,464,464,464,464,464,v57-replay-00464,True
465,26,15,Ari,tool alcove,Ari@tool alcove,465,465,465,465,465,465,v57-replay-00465,True
466,26,16,Fay,fiber loft,Fay@fiber loft,466,466,466,466,466,466,v57-replay-00466,True
467,26,17,Milo,glasshouse,Milo@glasshouse,467,467,467,467,467,467,v57-replay-00467,True
468,27,0,Sera,west hearth,Sera@west hearth,468,468,468,468,468,468,v57-replay-00468,True
469,27,1,Tovan,rain court,Tovan@rain court,469,469,469,469,469,469,v57-replay-00469,True
470,27,2,Nia,tool alcove,Nia@tool alcove,470,470,470,470,470,470,v57-replay-00470,True
471,27,3,Ari,fiber loft,Ari@fiber loft,471,471,471,471,471,471,v57-replay-00471,True
472,27,4,Fay,glasshouse,Fay@glasshouse,472,472,472,472,472,472,v57-replay-00472,True
473,27,5,Milo,river gate,Milo@river gate,473,473,473,473,473,473,v57-replay-00473,True
474,27,6,Sera,west hearth,Sera@west hearth,474,474,474,474,474,474,v57-replay-00474,True
475,27,7,Tovan,rain court,Tovan@rain court,475,475,475,475,475,475,v57-replay-00475,True
476,27,8,Nia,tool alcove,Nia@tool alcove,476,476,476,476,476,476,v57-replay-00476,True
477,27,9,Ari,fiber loft,Ari@fiber loft,477,477,477,477,477,477,v57-replay-00477,True
478,27,10,Fay,glasshouse,Fay@glasshouse,478,478,478,478,478,478,v57-replay-00478,True
479,27,11,Milo,river gate,Milo@river gate,479,479,479,479,479,479,v57-replay-00479,True
480,27,12,Sera,west hearth,Sera@west hearth,480,480,480,480,480,480,v57-replay-00480,True
481,27,13,Tovan,rain court,Tovan@rain court,481,481,481,481,481,481,v57-replay-00481,True
482,27,14,Nia,tool alcove,Nia@tool alcove,482,482,482,482,482,482,v57-replay-00482,True
483,27,15,Ari,fiber loft,Ari@fiber loft,483,483,483,483,483,483,v57-replay-00483,True
484,27,16,Fay,glasshouse,Fay@glasshouse,484,484,484,484,484,484,v57-replay-00484,True
485,27,17,Milo,river gate,Milo@river gate,485,485,485,485,485,485,v57-replay-00485,True
486,28,0,Sera,rain court,Sera@rain court,486,486,486,486,486,486,v57-replay-00486,True
487,28,1,Tovan,tool alcove,Tovan@tool alcove,487,487,487,487,487,487,v57-replay-00487,True
488,28,2,Nia,fiber loft,Nia@fiber loft,488,488,488,488,488,488,v57-replay-00488,True
489,28,3,Ari,glasshouse,Ari@glasshouse,489,489,489,489,489,489,v57-replay-00489,True
490,28,4,Fay,river gate,Fay@river gate,490,490,490,490,490,490,v57-replay-00490,True
491,28,5,Milo,west hearth,Milo@west hearth,491,491,491,491,491,491,v57-replay-00491,True
492,28,6,Sera,rain court,Sera@rain court,492,492,492,492,492,492,v57-replay-00492,True
493,28,7,Tovan,tool alcove,Tovan@tool alcove,493,493,493,493,493,493,v57-replay-00493,True
494,28,8,Nia,fiber loft,Nia@fiber loft,494,494,494,494,494,494,v57-replay-00494,True
495,28,9,Ari,glasshouse,Ari@glasshouse,495,495,495,495,495,495,v57-replay-00495,True
496,28,10,Fay,river gate,Fay@river gate,496,496,496,496,496,496,v57-replay-00496,True
497,28,11,Milo,west hearth,Milo@west hearth,497,497,497,497,497,497,v57-replay-00497,True
498,28,12,Sera,rain court,Sera@rain court,498,498,498,498,498,498,v57-replay-00498,True
499,28,13,Tovan,tool alcove,Tovan@tool alcove,499,499,499,499,499,499,v57-replay-00499,True
500,28,14,Nia,fiber loft,Nia@fiber loft,500,500,500,500,500,500,v57-replay-00500,True
501,28,15,Ari,glasshouse,Ari@glasshouse,501,501,501,501,501,501,v57-replay-00501,True
502,28,16,Fay,river gate,Fay@river gate,502,502,502,502,502,502,v57-replay-00502,True
503,28,17,Milo,west hearth,Milo@west hearth,503,503,503,503,503,503,v57-replay-00503,True
504,29,0,Sera,tool alcove,Sera@tool alcove,504,504,504,504,504,504,v57-replay-00504,True
505,29,1,Tovan,fiber loft,Tovan@fiber loft,505,505,505,505,505,505,v57-replay-00505,True
506,29,2,Nia,glasshouse,Nia@glasshouse,506,506,506,506,506,506,v57-replay-00506,True
507,29,3,Ari,river gate,Ari@river gate,507,507,507,507,507,507,v57-replay-00507,True
508,29,4,Fay,west hearth,Fay@west hearth,508,508,508,508,508,508,v57-replay-00508,True
509,29,5,Milo,rain court,Milo@rain court,509,509,509,509,509,509,v57-replay-00509,True
510,29,6,Sera,tool alcove,Sera@tool alcove,510,510,510,510,510,510,v57-replay-00510,True
511,29,7,Tovan,fiber loft,Tovan@fiber loft,511,511,511,511,511,511,v57-replay-00511,True
512,29,8,Nia,glasshouse,Nia@glasshouse,512,512,512,512,512,512,v57-replay-00512,True
513,29,9,Ari,river gate,Ari@river gate,513,513,513,513,513,513,v57-replay-00513,True
514,29,10,Fay,west hearth,Fay@west hearth,514,514,514,514,514,514,v57-replay-00514,True
515,29,11,Milo,rain court,Milo@rain court,515,515,515,515,515,515,v57-replay-00515,True
516,29,12,Sera,tool alcove,Sera@tool alcove,516,516,516,516,516,516,v57-replay-00516,True
517,29,13,Tovan,fiber loft,Tovan@fiber loft,517,517,517,517,517,517,v57-replay-00517,True
