tick,day,cause_action,affected_resident,affected_resource,immediate_feedback,delayed_feedback,recovery_action,recoverable,consequence_visible_in_ui,audit_link
217,13,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00217:resident:nia
218,13,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00218:resident:ari
219,13,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00219:resident:fay
220,13,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00220:resident:milo
221,13,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00221:resident:sera
222,13,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00222:resident:tovan
223,13,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00223:resident:nia
224,13,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00224:resident:ari
225,13,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00225:resident:fay
226,13,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00226:resident:milo
227,13,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00227:resident:sera
228,13,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00228:resident:tovan
229,13,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00229:resident:nia
230,13,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00230:resident:ari
231,13,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00231:resident:fay
232,13,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00232:resident:milo
233,13,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00233:resident:sera
234,14,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:00234:resident:tovan
235,14,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00235:resident:nia
236,14,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00236:resident:ari
237,14,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00237:resident:fay
238,14,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00238:resident:milo
239,14,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00239:resident:sera
240,14,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:00240:resident:tovan
241,14,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00241:resident:nia
242,14,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00242:resident:ari
243,14,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00243:resident:fay
244,14,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00244:resident:milo
245,14,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00245:resident:sera
246,14,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00246:resident:tovan
247,14,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00247:resident:nia
248,14,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00248:resident:ari
249,14,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00249:resident:fay
250,14,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00250:resident:milo
251,14,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00251:resident:sera
252,15,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00252:resident:tovan
253,15,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00253:resident:nia
254,15,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00254:resident:ari
255,15,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00255:resident:fay
256,15,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00256:resident:milo
257,15,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00257:resident:sera
258,15,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:00258:resident:tovan
259,15,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00259:resident:nia
260,15,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00260:resident:ari
261,15,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00261:resident:fay
262,15,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00262:resident:milo
263,15,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00263:resident:sera
264,15,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:00264:resident:tovan
265,15,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00265:resident:nia
266,15,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00266:resident:ari
267,15,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00267:resident:fay
268,15,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00268:resident:milo
269,15,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00269:resident:sera
270,16,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00270:resident:tovan
271,16,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00271:resident:nia
272,16,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00272:resident:ari
273,16,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00273:resident:fay
274,16,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00274:resident:milo
275,16,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00275:resident:sera
276,16,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00276:resident:tovan
277,16,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00277:resident:nia
278,16,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00278:resident:ari
279,16,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00279:resident:fay
