tick_id,day,session_id,settlement_id,tool_name,claimant_id,holder_id,dispute_reason,resolution_option,ownership_boundary_visible,refusal_possible,avatar_can_override,handoff_or_defer_visible,trust_before,trust_after,dispute_bounded
220,13,canvas-session-003,moss_ward,reed knife,Fay,Milo,unsafe handoff,resident leads,True,True,False,True,0.675,0.679,True
221,13,canvas-session-003,glass_harbor,net shuttle,Puck,Sera,lamp keeper objects,ask first,True,True,False,True,0.677,0.679,True
222,13,canvas-session-003,cinder_garden,calendar stylus,Wren,Juno,heat makes tool unsafe,wait turn,True,True,False,True,0.665,0.669,True
223,13,canvas-session-003,lichen_bridge,tension peg,Kio,Luma,meal token reserved,use spare,True,True,False,True,0.667,0.671,True
224,13,canvas-session-003,orchid_engine,gear brush,Cai,Dax,valve keeper refuses,defer task,True,True,False,True,0.677,0.681,True
225,13,canvas-session-003,moss_ward,ledger awl,Milo,Tala,tool was promised,resident leads,True,True,False,True,0.672,0.676,True
226,13,canvas-session-003,glass_harbor,wick clamp,Sera,Nia,borrow token missing,ask first,True,True,False,True,0.66,0.662,True
227,13,canvas-session-003,cinder_garden,basket hook,Juno,Pax,seed caller has claim,wait turn,True,True,False,True,0.656,0.66,True
228,13,canvas-session-003,lichen_bridge,ledger punch,Luma,Rin,signal order unclear,use spare,True,True,False,True,0.673,0.677,True
229,13,canvas-session-003,orchid_engine,valve key,Dax,Eli,orchid rest period,defer task,True,True,False,True,0.677,0.681,True
230,13,canvas-session-003,moss_ward,loom hook,Tala,Ari,owner still using it,resident leads,True,True,False,True,0.667,0.671,True
231,13,canvas-session-003,glass_harbor,rope gauge,Nia,Oren,net lane crowded,ask first,True,True,False,True,0.663,0.665,True
232,13,canvas-session-003,cinder_garden,shade mallet,Pax,Vale,basket count mismatch,wait turn,True,True,False,True,0.673,0.677,True
233,13,canvas-session-003,lichen_bridge,bell file,Rin,Sol,tension keeper objects,use spare,True,True,False,True,0.675,0.679,True
234,14,canvas-session-003,moss_ward,loom hook,Fay,Milo,unsafe handoff,wait turn,True,True,False,True,0.684,0.686,True
235,14,canvas-session-003,glass_harbor,rope gauge,Puck,Sera,lamp keeper objects,use spare,True,True,False,True,0.684,0.688,True
236,14,canvas-session-003,cinder_garden,shade mallet,Wren,Juno,heat makes tool unsafe,defer task,True,True,False,True,0.674,0.678,True
237,14,canvas-session-003,lichen_bridge,bell file,Kio,Luma,meal token reserved,resident leads,True,True,False,True,0.676,0.68,True
238,14,canvas-session-003,orchid_engine,lamp tongs,Cai,Dax,valve keeper refuses,ask first,True,True,False,True,0.684,0.688,True
239,14,canvas-session-003,moss_ward,reed knife,Milo,Tala,tool was promised,wait turn,True,True,False,True,0.686,0.688,True
240,14,canvas-session-003,glass_harbor,net shuttle,Sera,Nia,borrow token missing,use spare,True,True,False,True,0.672,0.676,True
241,14,canvas-session-003,cinder_garden,calendar stylus,Juno,Pax,seed caller has claim,defer task,True,True,False,True,0.67,0.674,True
242,14,canvas-session-003,lichen_bridge,tension peg,Luma,Rin,signal order unclear,resident leads,True,True,False,True,0.687,0.691,True
243,14,canvas-session-003,orchid_engine,gear brush,Dax,Eli,orchid rest period,ask first,True,True,False,True,0.689,0.693,True
244,14,canvas-session-003,moss_ward,ledger awl,Tala,Ari,owner still using it,wait turn,True,True,False,True,0.681,0.683,True
245,14,canvas-session-003,glass_harbor,wick clamp,Nia,Oren,net lane crowded,use spare,True,True,False,True,0.673,0.677,True
246,14,canvas-session-003,cinder_garden,basket hook,Pax,Vale,basket count mismatch,defer task,True,True,False,True,0.687,0.691,True
247,14,canvas-session-003,lichen_bridge,ledger punch,Rin,Sol,tension keeper objects,resident leads,True,True,False,True,0.689,0.693,True
248,14,canvas-session-003,orchid_engine,valve key,Eli,Bea,gear lane blocked,ask first,True,True,False,True,0.67,0.674,True
249,14,canvas-session-003,moss_ward,loom hook,Ari,Fay,unsafe handoff,wait turn,True,True,False,True,0.674,0.676,True
250,14,canvas-session-003,glass_harbor,rope gauge,Oren,Puck,lamp keeper objects,use spare,True,True,False,True,0.682,0.686,True
251,14,canvas-session-003,cinder_garden,shade mallet,Vale,Wren,heat makes tool unsafe,defer task,True,True,False,True,0.685,0.689,True
252,15,canvas-session-003,orchid_engine,valve key,Cai,Dax,valve keeper refuses,use spare,True,True,False,True,0.688,0.69,True
253,15,canvas-session-003,moss_ward,loom hook,Milo,Tala,tool was promised,defer task,True,True,False,True,0.688,0.692,True
254,15,canvas-session-003,glass_harbor,rope gauge,Sera,Nia,borrow token missing,resident leads,True,True,False,True,0.676,0.68,True
255,15,canvas-session-003,cinder_garden,shade mallet,Juno,Pax,seed caller has claim,ask first,True,True,False,True,0.674,0.678,True
256,15,canvas-session-003,lichen_bridge,bell file,Luma,Rin,signal order unclear,wait turn,True,True,False,True,0.691,0.695,True
257,15,canvas-session-003,orchid_engine,lamp tongs,Dax,Eli,orchid rest period,use spare,True,True,False,True,0.693,0.695,True
258,15,canvas-session-003,moss_ward,reed knife,Tala,Ari,owner still using it,defer task,True,True,False,True,0.683,0.687,True
259,15,canvas-session-003,glass_harbor,net shuttle,Nia,Oren,net lane crowded,resident leads,True,True,False,True,0.677,0.681,True
260,15,canvas-session-003,cinder_garden,calendar stylus,Pax,Vale,basket count mismatch,ask first,True,True,False,True,0.691,0.695,True
261,15,canvas-session-003,lichen_bridge,tension peg,Rin,Sol,tension keeper objects,wait turn,True,True,False,True,0.693,0.697,True
262,15,canvas-session-003,orchid_engine,gear brush,Eli,Bea,gear lane blocked,use spare,True,True,False,True,0.677,0.679,True
263,15,canvas-session-003,moss_ward,ledger awl,Ari,Fay,unsafe handoff,defer task,True,True,False,True,0.681,0.685,True
264,15,canvas-session-003,glass_harbor,wick clamp,Oren,Puck,lamp keeper objects,resident leads,True,True,False,True,0.691,0.695,True
265,15,canvas-session-003,cinder_garden,basket hook,Vale,Wren,heat makes tool unsafe,ask first,True,True,False,True,0.694,0.698,True
266,15,canvas-session-003,lichen_bridge,ledger punch,Sol,Kio,meal token reserved,wait turn,True,True,False,True,0.686,0.69,True
267,15,canvas-session-003,orchid_engine,valve key,Bea,Cai,valve keeper refuses,use spare,True,True,False,True,0.686,0.688,True
268,15,canvas-session-003,moss_ward,loom hook,Fay,Milo,tool was promised,defer task,True,True,False,True,0.696,0.7,True
269,15,canvas-session-003,glass_harbor,rope gauge,Puck,Sera,borrow token missing,resident leads,True,True,False,True,0.696,0.7,True
270,16,canvas-session-003,lichen_bridge,ledger punch,Luma,Rin,signal order unclear,defer task,True,True,False,True,0.698,0.7,True
271,16,canvas-session-003,orchid_engine,valve key,Dax,Eli,orchid rest period,resident leads,True,True,False,True,0.7,0.704,True
272,16,canvas-session-003,moss_ward,loom hook,Tala,Ari,owner still using it,ask first,True,True,False,True,0.692,0.696,True
273,16,canvas-session-003,glass_harbor,rope gauge,Nia,Oren,net lane crowded,wait turn,True,True,False,True,0.686,0.69,True
274,16,canvas-session-003,cinder_garden,shade mallet,Pax,Vale,basket count mismatch,use spare,True,True,False,True,0.695,0.699,True
275,16,canvas-session-003,lichen_bridge,bell file,Rin,Sol,tension keeper objects,defer task,True,True,False,True,0.697,0.699,True
276,16,canvas-session-003,orchid_engine,lamp tongs,Eli,Bea,gear lane blocked,resident leads,True,True,False,True,0.679,0.683,True
277,16,canvas-session-003,moss_ward,reed knife,Ari,Fay,unsafe handoff,ask first,True,True,False,True,0.685,0.689,True
278,16,canvas-session-003,glass_harbor,net shuttle,Oren,Puck,lamp keeper objects,wait turn,True,True,False,True,0.695,0.699,True
279,16,canvas-session-003,cinder_garden,calendar stylus,Vale,Wren,heat makes tool unsafe,use spare,True,True,False,True,0.698,0.702,True
280,16,canvas-session-003,lichen_bridge,tension peg,Sol,Kio,meal token reserved,defer task,True,True,False,True,0.69,0.692,True
281,16,canvas-session-003,orchid_engine,gear brush,Bea,Cai,valve keeper refuses,resident leads,True,True,False,True,0.688,0.692,True
282,16,canvas-session-003,moss_ward,ledger awl,Fay,Milo,tool was promised,ask first,True,True,False,True,0.7,0.704,True
283,16,canvas-session-003,glass_harbor,wick clamp,Puck,Sera,borrow token missing,wait turn,True,True,False,True,0.7,0.704,True
284,16,canvas-session-003,cinder_garden,basket hook,Wren,Juno,seed caller has claim,use spare,True,True,False,True,0.688,0.692,True
285,16,canvas-session-003,lichen_bridge,ledger punch,Kio,Luma,signal order unclear,defer task,True,True,False,True,0.69,0.692,True
286,16,canvas-session-003,orchid_engine,valve key,Cai,Dax,orchid rest period,resident leads,True,True,False,True,0.7,0.704,True
287,16,canvas-session-003,moss_ward,loom hook,Milo,Tala,owner still using it,ask first,True,True,False,True,0.702,0.706,True
288,17,canvas-session-003,cinder_garden,basket hook,Pax,Vale,basket count mismatch,resident leads,True,True,False,True,0.704,0.706,True
289,17,canvas-session-003,lichen_bridge,ledger punch,Rin,Sol,tension keeper objects,ask first,True,True,False,True,0.702,0.706,True
290,17,canvas-session-003,orchid_engine,valve key,Eli,Bea,gear lane blocked,wait turn,True,True,False,True,0.688,0.692,True
291,17,canvas-session-003,moss_ward,loom hook,Ari,Fay,unsafe handoff,use spare,True,True,False,True,0.694,0.698,True
292,17,canvas-session-003,glass_harbor,rope gauge,Oren,Puck,lamp keeper objects,defer task,True,True,False,True,0.704,0.708,True
293,17,canvas-session-003,cinder_garden,shade mallet,Vale,Wren,heat makes tool unsafe,resident leads,True,True,False,True,0.707,0.709,True
294,17,canvas-session-003,lichen_bridge,bell file,Sol,Kio,meal token reserved,ask first,True,True,False,True,0.697,0.701,True
295,17,canvas-session-003,orchid_engine,lamp tongs,Bea,Cai,valve keeper refuses,wait turn,True,True,False,True,0.697,0.701,True
296,17,canvas-session-003,moss_ward,reed knife,Fay,Milo,tool was promised,use spare,True,True,False,True,0.707,0.711,True
297,17,canvas-session-003,glass_harbor,net shuttle,Puck,Sera,borrow token missing,defer task,True,True,False,True,0.704,0.708,True
298,17,canvas-session-003,cinder_garden,calendar stylus,Wren,Juno,seed caller has claim,resident leads,True,True,False,True,0.692,0.694,True
299,17,canvas-session-003,lichen_bridge,tension peg,Kio,Luma,signal order unclear,ask first,True,True,False,True,0.692,0.696,True
300,17,canvas-session-003,orchid_engine,gear brush,Cai,Dax,orchid rest period,wait turn,True,True,False,True,0.704,0.708,True
301,17,canvas-session-003,moss_ward,ledger awl,Milo,Tala,owner still using it,use spare,True,True,False,True,0.706,0.71,True
302,17,canvas-session-003,glass_harbor,wick clamp,Sera,Nia,net lane crowded,defer task,True,True,False,True,0.688,0.692,True
303,17,canvas-session-003,cinder_garden,basket hook,Juno,Pax,basket count mismatch,resident leads,True,True,False,True,0.688,0.69,True
304,17,canvas-session-003,lichen_bridge,ledger punch,Luma,Rin,tension keeper objects,ask first,True,True,False,True,0.705,0.709,True
305,17,canvas-session-003,orchid_engine,valve key,Dax,Eli,gear lane blocked,wait turn,True,True,False,True,0.709,0.713,True
306,18,canvas-session-003,glass_harbor,wick clamp,Oren,Puck,lamp keeper objects,ask first,True,True,False,True,0.713,0.715,True
307,18,canvas-session-003,cinder_garden,basket hook,Vale,Wren,heat makes tool unsafe,wait turn,True,True,False,True,0.714,0.718,True
308,18,canvas-session-003,lichen_bridge,ledger punch,Sol,Kio,meal token reserved,use spare,True,True,False,True,0.704,0.708,True
309,18,canvas-session-003,orchid_engine,valve key,Bea,Cai,valve keeper refuses,defer task,True,True,False,True,0.706,0.71,True
310,18,canvas-session-003,moss_ward,loom hook,Fay,Milo,tool was promised,resident leads,True,True,False,True,0.716,0.72,True
311,18,canvas-session-003,glass_harbor,rope gauge,Puck,Sera,borrow token missing,ask first,True,True,False,True,0.718,0.72,True
312,18,canvas-session-003,cinder_garden,shade mallet,Wren,Juno,seed caller has claim,wait turn,True,True,False,True,0.704,0.708,True
313,18,canvas-session-003,lichen_bridge,bell file,Kio,Luma,signal order unclear,use spare,True,True,False,True,0.704,0.708,True
314,18,canvas-session-003,orchid_engine,lamp tongs,Cai,Dax,orchid rest period,defer task,True,True,False,True,0.718,0.722,True
315,18,canvas-session-003,moss_ward,reed knife,Milo,Tala,owner still using it,resident leads,True,True,False,True,0.72,0.724,True
316,18,canvas-session-003,glass_harbor,net shuttle,Sera,Nia,net lane crowded,ask first,True,True,False,True,0.702,0.704,True
317,18,canvas-session-003,cinder_garden,calendar stylus,Juno,Pax,basket count mismatch,wait turn,True,True,False,True,0.7,0.704,True
318,18,canvas-session-003,lichen_bridge,tension peg,Luma,Rin,tension keeper objects,use spare,True,True,False,True,0.719,0.723,True
319,18,canvas-session-003,orchid_engine,gear brush,Dax,Eli,gear lane blocked,defer task,True,True,False,True,0.723,0.727,True
320,18,canvas-session-003,moss_ward,ledger awl,Tala,Ari,unsafe handoff,resident leads,True,True,False,True,0.704,0.708,True
321,18,canvas-session-003,glass_harbor,wick clamp,Nia,Oren,lamp keeper objects,ask first,True,True,False,True,0.7,0.702,True
322,18,canvas-session-003,cinder_garden,basket hook,Pax,Vale,heat makes tool unsafe,wait turn,True,True,False,True,0.716,0.72,True
323,18,canvas-session-003,lichen_bridge,ledger punch,Rin,Sol,meal token reserved,use spare,True,True,False,True,0.716,0.72,True
324,19,canvas-session-004,moss_ward,ledger awl,Fay,Milo,tool was promised,wait turn,True,True,False,True,0.72,0.722,True
325,19,canvas-session-004,glass_harbor,wick clamp,Puck,Sera,borrow token missing,use spare,True,True,False,True,0.72,0.724,True
326,19,canvas-session-004,cinder_garden,basket hook,Wren,Juno,seed caller has claim,defer task,True,True,False,True,0.708,0.712,True
327,19,canvas-session-004,lichen_bridge,ledger punch,Kio,Luma,signal order unclear,resident leads,True,True,False,True,0.708,0.712,True
328,19,canvas-session-004,orchid_engine,valve key,Cai,Dax,orchid rest period,ask first,True,True,False,True,0.722,0.726,True
329,19,canvas-session-004,moss_ward,loom hook,Milo,Tala,owner still using it,wait turn,True,True,False,True,0.724,0.726,True
330,19,canvas-session-004,glass_harbor,rope gauge,Sera,Nia,net lane crowded,use spare,True,True,False,True,0.704,0.708,True
331,19,canvas-session-004,cinder_garden,shade mallet,Juno,Pax,basket count mismatch,defer task,True,True,False,True,0.704,0.708,True
332,19,canvas-session-004,lichen_bridge,bell file,Luma,Rin,tension keeper objects,resident leads,True,True,False,True,0.723,0.727,True
333,19,canvas-session-004,orchid_engine,lamp tongs,Dax,Eli,gear lane blocked,ask first,True,True,False,True,0.727,0.731,True
334,19,canvas-session-004,moss_ward,reed knife,Tala,Ari,unsafe handoff,wait turn,True,True,False,True,0.713,0.715,True
335,19,canvas-session-004,glass_harbor,net shuttle,Nia,Oren,lamp keeper objects,use spare,True,True,False,True,0.707,0.711,True
336,19,canvas-session-004,cinder_garden,calendar stylus,Pax,Vale,heat makes tool unsafe,defer task,True,True,False,True,0.725,0.729,True
337,19,canvas-session-004,lichen_bridge,tension peg,Rin,Sol,meal token reserved,resident leads,True,True,False,True,0.725,0.729,True
338,19,canvas-session-004,orchid_engine,gear brush,Eli,Bea,valve keeper refuses,ask first,True,True,False,True,0.707,0.711,True
339,19,canvas-session-004,moss_ward,ledger awl,Ari,Fay,tool was promised,wait turn,True,True,False,True,0.711,0.713,True
340,19,canvas-session-004,glass_harbor,wick clamp,Oren,Puck,borrow token missing,use spare,True,True,False,True,0.725,0.729,True
341,19,canvas-session-004,cinder_garden,basket hook,Vale,Wren,seed caller has claim,defer task,True,True,False,True,0.726,0.73,True
342,20,canvas-session-004,orchid_engine,gear brush,Cai,Dax,orchid rest period,use spare,True,True,False,True,0.731,0.733,True
343,20,canvas-session-004,moss_ward,ledger awl,Milo,Tala,owner still using it,defer task,True,True,False,True,0.731,0.735,True
344,20,canvas-session-004,glass_harbor,wick clamp,Sera,Nia,net lane crowded,resident leads,True,True,False,True,0.713,0.717,True
345,20,canvas-session-004,cinder_garden,basket hook,Juno,Pax,basket count mismatch,ask first,True,True,False,True,0.713,0.717,True
346,20,canvas-session-004,lichen_bridge,ledger punch,Luma,Rin,tension keeper objects,wait turn,True,True,False,True,0.727,0.731,True
347,20,canvas-session-004,orchid_engine,valve key,Dax,Eli,gear lane blocked,use spare,True,True,False,True,0.731,0.733,True
