tick_id,day,session_id,settlement_id,resident_id,phrase,prior_memory,visible_consequence,trust_before,trust_after,proximity_before,proximity_after,consequence_saved,reply_bounded_to_phrasebook,no_autonomous_language_claim,no_llm_call
181,11,canvas-session-002,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-002,waits without flinch,0.651,0.656,0.476,0.48,True,True,True,True
182,11,canvas-session-002,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-002,keeps respectful distance,0.659,0.662,0.484,0.488,True,True,True,True
183,11,canvas-session-002,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-002,warns before fog,0.659,0.664,0.476,0.48,True,True,True,True
184,11,canvas-session-002,cinder_garden,Wren,shade first,prior:shade first:canvas-session-002,moves closer to shade,0.649,0.654,0.476,0.48,True,True,True,True
185,11,canvas-session-002,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-002,offers spare knot,0.651,0.656,0.476,0.48,True,True,True,True
186,11,canvas-session-002,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-002,keeps valve boundary,0.659,0.664,0.476,0.48,True,True,True,True
187,11,canvas-session-002,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-002,approaches after help,0.659,0.664,0.482,0.488,True,True,True,True
188,11,canvas-session-002,glass_harbor,Sera,tea first,prior:tea first:canvas-session-002,lets avatar carry small part,0.651,0.656,0.476,0.48,True,True,True,True
189,11,canvas-session-002,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-002,remembers cooled path,0.646,0.649,0.472,0.476,True,True,True,True
190,11,canvas-session-002,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-002,signals from a distance,0.659,0.664,0.476,0.48,True,True,True,True
191,11,canvas-session-002,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-002,trusts slow repair,0.663,0.668,0.476,0.48,True,True,True,True
192,11,canvas-session-002,moss_ward,Tala,path dry,prior:path dry:canvas-session-002,shares safer route,0.657,0.662,0.482,0.486,True,True,True,True
193,11,canvas-session-002,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-002,faces avatar longer,0.653,0.658,0.476,0.48,True,True,True,True
194,11,canvas-session-002,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-002,accepts slow handoff,0.663,0.668,0.476,0.48,True,True,True,True
195,11,canvas-session-002,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-002,shares a bowl marker,0.661,0.666,0.476,0.48,True,True,True,True
196,11,canvas-session-002,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-002,waits without flinch,0.653,0.656,0.476,0.48,True,True,True,True
197,11,canvas-session-002,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-002,keeps respectful distance,0.655,0.66,0.482,0.486,True,True,True,True
198,12,canvas-session-002,cinder_garden,Juno,shade first,prior:shade first:canvas-session-002,moves closer to shade,0.649,0.654,0.476,0.48,True,True,True,True
199,12,canvas-session-002,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-002,offers spare knot,0.664,0.669,0.48,0.484,True,True,True,True
200,12,canvas-session-002,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-002,keeps valve boundary,0.668,0.673,0.48,0.484,True,True,True,True
201,12,canvas-session-002,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-002,approaches after help,0.662,0.667,0.486,0.492,True,True,True,True
202,12,canvas-session-002,glass_harbor,Nia,tea first,prior:tea first:canvas-session-002,lets avatar carry small part,0.658,0.663,0.48,0.484,True,True,True,True
203,12,canvas-session-002,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-002,remembers cooled path,0.67,0.673,0.48,0.484,True,True,True,True
204,12,canvas-session-002,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-002,signals from a distance,0.67,0.675,0.48,0.484,True,True,True,True
205,12,canvas-session-002,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-002,trusts slow repair,0.66,0.665,0.48,0.484,True,True,True,True
206,12,canvas-session-002,moss_ward,Ari,path dry,prior:path dry:canvas-session-002,shares safer route,0.664,0.669,0.486,0.49,True,True,True,True
207,12,canvas-session-002,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-002,faces avatar longer,0.667,0.672,0.476,0.48,True,True,True,True
208,12,canvas-session-002,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-002,accepts slow handoff,0.668,0.673,0.48,0.484,True,True,True,True
209,12,canvas-session-002,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-002,shares a bowl marker,0.662,0.667,0.48,0.484,True,True,True,True
210,12,canvas-session-002,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-002,waits without flinch,0.664,0.667,0.48,0.484,True,True,True,True
211,12,canvas-session-002,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-002,keeps respectful distance,0.67,0.675,0.488,0.492,True,True,True,True
212,12,canvas-session-002,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-002,warns before fog,0.672,0.677,0.48,0.484,True,True,True,True
213,12,canvas-session-002,cinder_garden,Wren,shade first,prior:shade first:canvas-session-002,moves closer to shade,0.66,0.665,0.48,0.484,True,True,True,True
214,12,canvas-session-002,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-002,offers spare knot,0.662,0.667,0.48,0.484,True,True,True,True
215,12,canvas-session-002,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-002,keeps valve boundary,0.672,0.677,0.48,0.484,True,True,True,True
216,13,canvas-session-003,glass_harbor,Oren,tea first,prior:tea first:canvas-session-003,lets avatar carry small part,0.674,0.679,0.48,0.484,True,True,True,True
217,13,canvas-session-003,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-003,remembers cooled path,0.677,0.68,0.484,0.488,True,True,True,True
218,13,canvas-session-003,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-003,signals from a distance,0.671,0.676,0.484,0.488,True,True,True,True
219,13,canvas-session-003,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-003,trusts slow repair,0.671,0.676,0.484,0.488,True,True,True,True
220,13,canvas-session-003,moss_ward,Fay,path dry,prior:path dry:canvas-session-003,shares safer route,0.679,0.684,0.492,0.496,True,True,True,True
221,13,canvas-session-003,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-003,faces avatar longer,0.679,0.684,0.484,0.488,True,True,True,True
222,13,canvas-session-003,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-003,accepts slow handoff,0.669,0.674,0.484,0.488,True,True,True,True
223,13,canvas-session-003,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-003,shares a bowl marker,0.671,0.676,0.484,0.488,True,True,True,True
224,13,canvas-session-003,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-003,waits without flinch,0.681,0.684,0.484,0.488,True,True,True,True
225,13,canvas-session-003,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-003,keeps respectful distance,0.676,0.681,0.488,0.492,True,True,True,True
226,13,canvas-session-003,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-003,warns before fog,0.662,0.667,0.48,0.484,True,True,True,True
227,13,canvas-session-003,cinder_garden,Juno,shade first,prior:shade first:canvas-session-003,moves closer to shade,0.66,0.665,0.48,0.484,True,True,True,True
228,13,canvas-session-003,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-003,offers spare knot,0.677,0.682,0.484,0.488,True,True,True,True
229,13,canvas-session-003,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-003,keeps valve boundary,0.681,0.686,0.484,0.488,True,True,True,True
230,13,canvas-session-003,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-003,approaches after help,0.671,0.676,0.492,0.498,True,True,True,True
231,13,canvas-session-003,glass_harbor,Nia,tea first,prior:tea first:canvas-session-003,lets avatar carry small part,0.665,0.668,0.484,0.488,True,True,True,True
232,13,canvas-session-003,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-003,remembers cooled path,0.677,0.682,0.484,0.488,True,True,True,True
233,13,canvas-session-003,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-003,signals from a distance,0.679,0.684,0.484,0.488,True,True,True,True
234,14,canvas-session-003,moss_ward,Milo,path dry,prior:path dry:canvas-session-003,shares safer route,0.681,0.686,0.492,0.496,True,True,True,True
235,14,canvas-session-003,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-003,faces avatar longer,0.667,0.672,0.484,0.488,True,True,True,True
236,14,canvas-session-003,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-003,accepts slow handoff,0.665,0.67,0.484,0.488,True,True,True,True
237,14,canvas-session-003,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-003,shares a bowl marker,0.682,0.687,0.488,0.492,True,True,True,True
238,14,canvas-session-003,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-003,waits without flinch,0.686,0.689,0.488,0.492,True,True,True,True
239,14,canvas-session-003,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-003,keeps respectful distance,0.676,0.681,0.498,0.502,True,True,True,True
240,14,canvas-session-003,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-003,warns before fog,0.668,0.673,0.488,0.492,True,True,True,True
241,14,canvas-session-003,cinder_garden,Pax,shade first,prior:shade first:canvas-session-003,moves closer to shade,0.682,0.687,0.488,0.492,True,True,True,True
242,14,canvas-session-003,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-003,offers spare knot,0.684,0.689,0.488,0.492,True,True,True,True
243,14,canvas-session-003,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-003,keeps valve boundary,0.665,0.67,0.484,0.488,True,True,True,True
244,14,canvas-session-003,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-003,approaches after help,0.669,0.674,0.49,0.496,True,True,True,True
245,14,canvas-session-003,glass_harbor,Oren,tea first,prior:tea first:canvas-session-003,lets avatar carry small part,0.679,0.682,0.484,0.488,True,True,True,True
246,14,canvas-session-003,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-003,remembers cooled path,0.68,0.685,0.488,0.492,True,True,True,True
247,14,canvas-session-003,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-003,signals from a distance,0.676,0.681,0.488,0.492,True,True,True,True
248,14,canvas-session-003,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-003,trusts slow repair,0.676,0.681,0.488,0.492,True,True,True,True
249,14,canvas-session-003,moss_ward,Fay,path dry,prior:path dry:canvas-session-003,shares safer route,0.686,0.691,0.496,0.5,True,True,True,True
250,14,canvas-session-003,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-003,faces avatar longer,0.688,0.693,0.488,0.492,True,True,True,True
251,14,canvas-session-003,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-003,accepts slow handoff,0.678,0.683,0.488,0.492,True,True,True,True
252,15,canvas-session-003,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-003,waits without flinch,0.674,0.677,0.488,0.492,True,True,True,True
253,15,canvas-session-003,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-003,keeps respectful distance,0.676,0.681,0.496,0.5,True,True,True,True
254,15,canvas-session-003,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-003,warns before fog,0.686,0.691,0.488,0.492,True,True,True,True
255,15,canvas-session-003,cinder_garden,Vale,shade first,prior:shade first:canvas-session-003,moves closer to shade,0.689,0.694,0.492,0.496,True,True,True,True
256,15,canvas-session-003,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-003,offers spare knot,0.681,0.686,0.492,0.496,True,True,True,True
257,15,canvas-session-003,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-003,keeps valve boundary,0.681,0.686,0.492,0.496,True,True,True,True
258,15,canvas-session-003,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-003,approaches after help,0.691,0.696,0.5,0.506,True,True,True,True
259,15,canvas-session-003,glass_harbor,Puck,tea first,prior:tea first:canvas-session-003,lets avatar carry small part,0.693,0.696,0.492,0.496,True,True,True,True
260,15,canvas-session-003,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-003,remembers cooled path,0.683,0.688,0.492,0.496,True,True,True,True
261,15,canvas-session-003,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-003,signals from a distance,0.68,0.685,0.488,0.492,True,True,True,True
262,15,canvas-session-003,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-003,trusts slow repair,0.69,0.695,0.488,0.492,True,True,True,True
263,15,canvas-session-003,moss_ward,Milo,path dry,prior:path dry:canvas-session-003,shares safer route,0.692,0.697,0.496,0.5,True,True,True,True
264,15,canvas-session-003,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-003,faces avatar longer,0.68,0.685,0.488,0.492,True,True,True,True
265,15,canvas-session-003,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-003,accepts slow handoff,0.678,0.683,0.488,0.492,True,True,True,True
266,15,canvas-session-003,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-003,shares a bowl marker,0.695,0.698,0.492,0.496,True,True,True,True
267,15,canvas-session-003,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-003,waits without flinch,0.695,0.7,0.492,0.496,True,True,True,True
268,15,canvas-session-003,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-003,keeps respectful distance,0.687,0.692,0.502,0.506,True,True,True,True
269,15,canvas-session-003,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-003,warns before fog,0.681,0.686,0.492,0.496,True,True,True,True
270,16,canvas-session-003,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-003,offers spare knot,0.685,0.69,0.492,0.496,True,True,True,True
271,16,canvas-session-003,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-003,keeps valve boundary,0.695,0.7,0.492,0.496,True,True,True,True
272,16,canvas-session-003,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-003,approaches after help,0.697,0.702,0.5,0.506,True,True,True,True
273,16,canvas-session-003,glass_harbor,Sera,tea first,prior:tea first:canvas-session-003,lets avatar carry small part,0.685,0.688,0.492,0.496,True,True,True,True
274,16,canvas-session-003,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-003,remembers cooled path,0.683,0.688,0.492,0.496,True,True,True,True
275,16,canvas-session-003,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-003,signals from a distance,0.7,0.705,0.496,0.5,True,True,True,True
276,16,canvas-session-003,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-003,trusts slow repair,0.704,0.709,0.496,0.5,True,True,True,True
277,16,canvas-session-003,moss_ward,Tala,path dry,prior:path dry:canvas-session-003,shares safer route,0.696,0.701,0.506,0.51,True,True,True,True
278,16,canvas-session-003,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-003,faces avatar longer,0.69,0.695,0.496,0.5,True,True,True,True
279,16,canvas-session-003,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-003,accepts slow handoff,0.699,0.704,0.492,0.496,True,True,True,True
280,16,canvas-session-003,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-003,shares a bowl marker,0.699,0.702,0.492,0.496,True,True,True,True
281,16,canvas-session-003,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-003,waits without flinch,0.683,0.688,0.492,0.496,True,True,True,True
282,16,canvas-session-003,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-003,keeps respectful distance,0.689,0.694,0.5,0.504,True,True,True,True
283,16,canvas-session-003,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-003,warns before fog,0.699,0.704,0.492,0.496,True,True,True,True
284,16,canvas-session-003,cinder_garden,Vale,shade first,prior:shade first:canvas-session-003,moves closer to shade,0.702,0.707,0.496,0.5,True,True,True,True
285,16,canvas-session-003,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-003,offers spare knot,0.692,0.697,0.496,0.5,True,True,True,True
286,16,canvas-session-003,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-003,keeps valve boundary,0.692,0.697,0.496,0.5,True,True,True,True
287,16,canvas-session-003,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-003,approaches after help,0.704,0.707,0.506,0.512,True,True,True,True
