tick_id,day,settlement_id,resident_id,turn_index,avatar_phrase,resident_phrase,intent,response_key,confidence_before,confidence_after,misunderstanding_risk,bounded_phrasebook,no_llm_call,private_workspace_not_dumped,frequency_hz,flower_phase
190,11,glass_harbor,Puck,38,I ask net owner,lamp stays bright,respect boundary,step_back,0.486,0.496,0.254,True,True,True,9.7947,0.922796
191,11,cinder_garden,Wren,38,I offer cool stone,cool hand means wait,answer bounded phrase,answer_known,0.488,0.494,0.292,True,True,True,12.36164,0.948426
192,11,lichen_bridge,Kio,38,I do not step on rope,bell has keeper,repair uncertainty,ask_clarify,0.498,0.516,0.242,True,True,True,11.0432,0.942056
193,11,orchid_engine,Cai,38,I need translation,say it with palms,repair uncertainty,gesture_repair,0.488,0.506,0.252,True,True,True,13.3786,0.969685
194,11,moss_ward,Milo,38,I wait,warm cup first,repair uncertainty,admit_unknown,0.48,0.498,0.26,True,True,True,8.7312,0.928315
195,11,glass_harbor,Sera,39,I ask net owner,lamp stays bright,offer bounded aid,offer_trade,0.484,0.488,0.256,True,True,True,9.87608,0.945944
196,11,cinder_garden,Juno,39,I offer cool stone,cool hand means wait,respect boundary,step_back,0.496,0.506,0.244,True,True,True,12.45246,0.971574
197,11,lichen_bridge,Luma,39,I do not step on rope,bell has keeper,answer bounded phrase,answer_known,0.516,0.522,0.264,True,True,True,11.13176,0.965204
198,12,moss_ward,Ari,39,I offer trade,blanket path clear,repair uncertainty,gesture_repair,0.524,0.542,0.216,True,True,True,8.81456,0.947667
199,12,glass_harbor,Oren,40,I do not dim lamp,fog catcher closed,repair uncertainty,admit_unknown,0.504,0.522,0.236,True,True,True,9.95524,0.965296
200,12,cinder_garden,Vale,40,I need translation,repeat without hurry,offer bounded aid,offer_trade,0.5,0.504,0.24,True,True,True,12.51702,0.990926
201,12,lichen_bridge,Sol,40,I touch rope post,signal hush first,respect boundary,step_back,0.496,0.506,0.244,True,True,True,11.1946,0.984556
202,12,orchid_engine,Bea,39,I ask valve custom,orchid lamp rests,answer bounded phrase,answer_known,0.508,0.514,0.272,True,True,True,13.53548,0.012185
203,12,moss_ward,Fay,40,I offer trade,blanket path clear,repair uncertainty,ask_clarify,0.502,0.52,0.238,True,True,True,8.89058,0.970815
204,12,glass_harbor,Puck,41,I do not dim lamp,fog catcher closed,repair uncertainty,gesture_repair,0.496,0.514,0.244,True,True,True,10.03792,0.988444
205,12,cinder_garden,Wren,41,I need translation,repeat without hurry,repair uncertainty,admit_unknown,0.494,0.512,0.246,True,True,True,12.60486,0.014074
206,12,lichen_bridge,Kio,41,I touch rope post,signal hush first,offer bounded aid,offer_trade,0.516,0.52,0.224,True,True,True,11.28418,0.007704
207,12,orchid_engine,Cai,40,I ask valve custom,orchid lamp rests,respect boundary,step_back,0.506,0.516,0.234,True,True,True,13.6195,0.035333
208,12,moss_ward,Milo,41,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.498,0.504,0.282,True,True,True,8.97224,0.993963
209,12,glass_harbor,Sera,42,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.488,0.506,0.252,True,True,True,10.11982,0.011593
210,12,cinder_garden,Juno,42,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.506,0.524,0.234,True,True,True,12.69568,0.037222
211,12,lichen_bridge,Luma,42,I touch rope post,signal hush first,repair uncertainty,admit_unknown,0.522,0.54,0.218,True,True,True,11.37498,0.030852
212,12,orchid_engine,Dax,41,I ask valve custom,orchid lamp rests,offer bounded aid,offer_trade,0.484,0.488,0.256,True,True,True,13.69326,0.058481
213,12,moss_ward,Tala,42,I offer trade,blanket path clear,respect boundary,step_back,0.472,0.482,0.268,True,True,True,9.05216,0.017111
214,12,glass_harbor,Nia,43,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.534,0.54,0.246,True,True,True,10.21832,0.034741
215,12,cinder_garden,Pax,43,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.524,0.542,0.216,True,True,True,12.782,0.06037
216,13,orchid_engine,Bea,42,I do not turn key,cup before engine,repair uncertainty,admit_unknown,0.514,0.532,0.226,True,True,True,13.7787,0.077833
217,13,moss_ward,Fay,43,I need translation,speak slower,offer bounded aid,offer_trade,0.52,0.524,0.22,True,True,True,9.13156,0.036463
218,13,glass_harbor,Puck,44,I wait by lamp,tea before crossing,respect boundary,step_back,0.514,0.524,0.226,True,True,True,10.28064,0.054093
219,13,cinder_garden,Wren,44,I ask seed path,seed rows sleep,answer bounded phrase,answer_known,0.512,0.518,0.268,True,True,True,12.8459,0.079722
220,13,lichen_bridge,Kio,43,I offer rope help,meal room welcomes,repair uncertainty,ask_clarify,0.52,0.538,0.22,True,True,True,11.5274,0.073352
221,13,orchid_engine,Cai,43,I do not turn key,cup before engine,repair uncertainty,gesture_repair,0.516,0.534,0.224,True,True,True,13.86324,0.100981
222,13,moss_ward,Milo,44,I need translation,speak slower,repair uncertainty,admit_unknown,0.504,0.522,0.236,True,True,True,9.21546,0.059611
223,13,glass_harbor,Sera,45,I wait by lamp,tea before crossing,offer bounded aid,offer_trade,0.506,0.51,0.234,True,True,True,10.3608,0.077241
224,13,cinder_garden,Juno,45,I ask seed path,seed rows sleep,respect boundary,step_back,0.524,0.534,0.216,True,True,True,12.9384,0.10287
225,13,lichen_bridge,Luma,44,I offer rope help,meal room welcomes,answer bounded phrase,answer_known,0.54,0.546,0.24,True,True,True,11.61602,0.0965
226,13,orchid_engine,Dax,44,I do not turn key,cup before engine,repair uncertainty,ask_clarify,0.488,0.506,0.252,True,True,True,13.93648,0.12413
227,13,moss_ward,Tala,45,I need translation,speak slower,repair uncertainty,gesture_repair,0.482,0.5,0.258,True,True,True,9.2959,0.082759
228,13,glass_harbor,Nia,46,I wait by lamp,tea before crossing,repair uncertainty,admit_unknown,0.54,0.558,0.2,True,True,True,10.46154,0.100389
229,13,cinder_garden,Pax,46,I ask seed path,seed rows sleep,offer bounded aid,offer_trade,0.542,0.546,0.198,True,True,True,13.02298,0.126019
230,13,lichen_bridge,Rin,45,I offer rope help,meal room welcomes,respect boundary,step_back,0.482,0.492,0.258,True,True,True,11.68406,0.119648
231,13,orchid_engine,Eli,45,I do not turn key,cup before engine,answer bounded phrase,answer_known,0.486,0.492,0.294,True,True,True,14.0208,0.147278
232,13,moss_ward,Ari,46,I need translation,speak slower,repair uncertainty,ask_clarify,0.542,0.56,0.198,True,True,True,9.3996,0.105907
233,13,glass_harbor,Oren,47,I wait by lamp,tea before crossing,repair uncertainty,gesture_repair,0.522,0.54,0.218,True,True,True,10.53976,0.123537
234,14,lichen_bridge,Kio,46,I need translation,gesture again,offer bounded aid,offer_trade,0.538,0.542,0.202,True,True,True,11.76838,0.139
235,14,orchid_engine,Cai,46,I wait outside ring,valve listener first,respect boundary,step_back,0.534,0.544,0.206,True,True,True,14.10414,0.16663
236,14,moss_ward,Milo,47,I ask rain custom,rain clay is named,answer bounded phrase,answer_known,0.522,0.528,0.258,True,True,True,9.4565,0.125259
237,14,glass_harbor,Sera,48,I offer salt token,net has keeper,repair uncertainty,ask_clarify,0.51,0.528,0.23,True,True,True,10.60402,0.142889
238,14,cinder_garden,Juno,47,I do not cross rows,ash path open,repair uncertainty,gesture_repair,0.534,0.552,0.206,True,True,True,13.18162,0.168519
239,14,lichen_bridge,Luma,47,I need translation,gesture again,repair uncertainty,admit_unknown,0.546,0.564,0.194,True,True,True,11.86028,0.162148
240,14,orchid_engine,Dax,47,I wait outside ring,valve listener first,offer bounded aid,offer_trade,0.506,0.51,0.234,True,True,True,14.17746,0.189778
241,14,moss_ward,Tala,48,I ask rain custom,rain clay is named,respect boundary,step_back,0.5,0.51,0.24,True,True,True,9.5368,0.148407
242,14,glass_harbor,Nia,49,I offer salt token,net has keeper,answer bounded phrase,answer_known,0.558,0.564,0.222,True,True,True,10.70258,0.166037
243,14,cinder_garden,Pax,48,I do not cross rows,ash path open,repair uncertainty,ask_clarify,0.546,0.564,0.194,True,True,True,13.2662,0.191667
244,14,lichen_bridge,Rin,48,I need translation,gesture again,repair uncertainty,gesture_repair,0.492,0.51,0.248,True,True,True,11.92728,0.185296
245,14,orchid_engine,Eli,48,I wait outside ring,valve listener first,repair uncertainty,admit_unknown,0.492,0.51,0.248,True,True,True,14.26506,0.212926
246,14,moss_ward,Ari,49,I ask rain custom,rain clay is named,offer bounded aid,offer_trade,0.56,0.564,0.18,True,True,True,9.64058,0.171556
247,14,glass_harbor,Oren,50,I offer salt token,net has keeper,respect boundary,step_back,0.54,0.55,0.2,True,True,True,10.78066,0.189185
248,14,cinder_garden,Vale,49,I do not cross rows,ash path open,answer bounded phrase,answer_known,0.504,0.51,0.276,True,True,True,13.33476,0.214815
249,14,lichen_bridge,Sol,49,I need translation,gesture again,repair uncertainty,ask_clarify,0.506,0.524,0.234,True,True,True,12.01634,0.208444
250,14,orchid_engine,Bea,49,I wait outside ring,valve listener first,repair uncertainty,gesture_repair,0.532,0.55,0.208,True,True,True,14.36322,0.236074
251,14,moss_ward,Fay,50,I ask rain custom,rain clay is named,repair uncertainty,admit_unknown,0.524,0.542,0.216,True,True,True,9.71478,0.194704
252,15,cinder_garden,Juno,50,I bow to shade,shade cloth first,respect boundary,step_back,0.552,0.562,0.188,True,True,True,13.42252,0.234167
253,15,lichen_bridge,Luma,50,I ask bell custom,rope has tension,answer bounded phrase,answer_known,0.564,0.57,0.216,True,True,True,12.10132,0.227796
254,15,orchid_engine,Dax,50,I offer gear cloth,gear lane open,repair uncertainty,ask_clarify,0.51,0.528,0.23,True,True,True,14.4212,0.255426
255,15,moss_ward,Tala,51,I do not touch,trade can wait,repair uncertainty,gesture_repair,0.51,0.528,0.23,True,True,True,9.78002,0.214056
256,15,glass_harbor,Nia,51,I need translation,repeat with bell,repair uncertainty,admit_unknown,0.564,0.582,0.176,True,True,True,10.9458,0.231685
257,15,cinder_garden,Pax,51,I bow to shade,shade cloth first,offer bounded aid,offer_trade,0.564,0.568,0.176,True,True,True,13.50718,0.257315
258,15,lichen_bridge,Rin,51,I ask bell custom,rope has tension,respect boundary,step_back,0.51,0.52,0.23,True,True,True,12.16818,0.250944
259,15,orchid_engine,Eli,51,I offer gear cloth,gear lane open,answer bounded phrase,answer_known,0.51,0.516,0.27,True,True,True,14.5061,0.278574
260,15,moss_ward,Ari,52,I do not touch,trade can wait,repair uncertainty,ask_clarify,0.564,0.582,0.176,True,True,True,9.88432,0.237204
261,15,glass_harbor,Oren,52,I need translation,repeat with bell,repair uncertainty,gesture_repair,0.55,0.568,0.19,True,True,True,11.02388,0.254833
262,15,cinder_garden,Vale,52,I bow to shade,shade cloth first,repair uncertainty,admit_unknown,0.51,0.528,0.23,True,True,True,13.57798,0.280463
263,15,lichen_bridge,Sol,52,I ask bell custom,rope has tension,offer bounded aid,offer_trade,0.524,0.528,0.216,True,True,True,12.25732,0.274093
264,15,orchid_engine,Bea,52,I offer gear cloth,gear lane open,respect boundary,step_back,0.55,0.56,0.19,True,True,True,14.60412,0.301722
265,15,moss_ward,Fay,53,I do not touch,trade can wait,answer bounded phrase,answer_known,0.542,0.548,0.238,True,True,True,9.95582,0.260352
266,15,glass_harbor,Puck,53,I need translation,repeat with bell,repair uncertainty,ask_clarify,0.524,0.542,0.216,True,True,True,11.10186,0.277981
267,15,cinder_garden,Wren,53,I bow to shade,shade cloth first,repair uncertainty,gesture_repair,0.518,0.536,0.222,True,True,True,13.66816,0.303611
268,15,lichen_bridge,Kio,53,I ask bell custom,rope has tension,repair uncertainty,admit_unknown,0.542,0.56,0.198,True,True,True,12.35212,0.297241
269,15,orchid_engine,Cai,53,I offer gear cloth,gear lane open,offer bounded aid,offer_trade,0.544,0.548,0.196,True,True,True,14.6833,0.32487
270,16,glass_harbor,Nia,54,I ask net owner,lamp stays bright,answer bounded phrase,answer_known,0.582,0.588,0.198,True,True,True,11.18684,0.297333
271,16,cinder_garden,Pax,54,I offer cool stone,cool hand means wait,repair uncertainty,ask_clarify,0.568,0.586,0.172,True,True,True,13.7504,0.322963
272,16,lichen_bridge,Rin,54,I do not step on rope,bell has keeper,repair uncertainty,gesture_repair,0.52,0.538,0.22,True,True,True,12.41192,0.316593
273,16,orchid_engine,Eli,54,I need translation,say it with palms,repair uncertainty,admit_unknown,0.516,0.534,0.224,True,True,True,14.74932,0.344222
274,16,moss_ward,Ari,54,I wait,warm cup first,offer bounded aid,offer_trade,0.582,0.586,0.158,True,True,True,10.1253,0.302852
275,16,glass_harbor,Oren,55,I ask net owner,lamp stays bright,respect boundary,step_back,0.568,0.578,0.172,True,True,True,11.2666,0.320481
276,16,cinder_garden,Vale,55,I offer cool stone,cool hand means wait,answer bounded phrase,answer_known,0.528,0.534,0.252,True,True,True,13.81902,0.346111
277,16,lichen_bridge,Sol,55,I do not step on rope,bell has keeper,repair uncertainty,ask_clarify,0.528,0.546,0.212,True,True,True,12.50054,0.339741
278,16,orchid_engine,Bea,55,I need translation,say it with palms,repair uncertainty,gesture_repair,0.56,0.578,0.18,True,True,True,14.84786,0.36737
279,16,moss_ward,Fay,55,I wait,warm cup first,repair uncertainty,admit_unknown,0.548,0.566,0.192,True,True,True,10.19904,0.326
280,16,glass_harbor,Puck,56,I ask net owner,lamp stays bright,offer bounded aid,offer_trade,0.542,0.546,0.198,True,True,True,11.34284,0.34363
281,16,cinder_garden,Wren,56,I offer cool stone,cool hand means wait,respect boundary,step_back,0.536,0.546,0.204,True,True,True,13.91088,0.369259
282,16,lichen_bridge,Kio,56,I do not step on rope,bell has keeper,answer bounded phrase,answer_known,0.56,0.566,0.22,True,True,True,12.59316,0.362889
283,16,orchid_engine,Cai,56,I need translation,say it with palms,repair uncertainty,ask_clarify,0.548,0.566,0.192,True,True,True,14.92652,0.390519
284,16,moss_ward,Milo,56,I wait,warm cup first,repair uncertainty,gesture_repair,0.528,0.546,0.212,True,True,True,10.27772,0.349148
285,16,glass_harbor,Sera,57,I ask net owner,lamp stays bright,repair uncertainty,admit_unknown,0.528,0.546,0.212,True,True,True,11.42706,0.366778
286,16,cinder_garden,Juno,57,I offer cool stone,cool hand means wait,offer bounded aid,offer_trade,0.562,0.566,0.178,True,True,True,14.0022,0.392407
287,16,lichen_bridge,Luma,57,I do not step on rope,bell has keeper,respect boundary,step_back,0.57,0.58,0.17,True,True,True,12.68222,0.386037
288,17,moss_ward,Ari,57,I offer trade,blanket path clear,repair uncertainty,ask_clarify,0.586,0.604,0.154,True,True,True,10.36852,0.3685
289,17,glass_harbor,Oren,58,I do not dim lamp,fog catcher closed,repair uncertainty,gesture_repair,0.578,0.596,0.162,True,True,True,11.50982,0.38613
290,17,cinder_garden,Vale,58,I need translation,repeat without hurry,repair uncertainty,admit_unknown,0.534,0.552,0.206,True,True,True,14.06328,0.411759
291,17,lichen_bridge,Sol,58,I touch rope post,signal hush first,offer bounded aid,offer_trade,0.546,0.55,0.194,True,True,True,12.74152,0.405389
292,17,orchid_engine,Bea,57,I ask valve custom,orchid lamp rests,respect boundary,step_back,0.578,0.588,0.162,True,True,True,15.08876,0.433019
293,17,moss_ward,Fay,58,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.566,0.572,0.214,True,True,True,10.44008,0.391648
294,17,glass_harbor,Puck,59,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.546,0.564,0.194,True,True,True,11.58606,0.409278
295,17,cinder_garden,Wren,59,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.546,0.564,0.194,True,True,True,14.1541,0.434907
296,17,lichen_bridge,Kio,59,I touch rope post,signal hush first,repair uncertainty,admit_unknown,0.566,0.584,0.174,True,True,True,12.83742,0.428537
297,17,orchid_engine,Cai,58,I ask valve custom,orchid lamp rests,offer bounded aid,offer_trade,0.566,0.57,0.174,True,True,True,15.1675,0.456167
298,17,moss_ward,Milo,59,I offer trade,blanket path clear,respect boundary,step_back,0.546,0.556,0.194,True,True,True,10.51862,0.414796
299,17,glass_harbor,Sera,60,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.546,0.552,0.234,True,True,True,11.6681,0.432426
300,17,cinder_garden,Juno,60,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.566,0.584,0.174,True,True,True,14.24542,0.458056
301,17,lichen_bridge,Luma,60,I touch rope post,signal hush first,repair uncertainty,gesture_repair,0.58,0.598,0.16,True,True,True,12.92544,0.451685
302,17,orchid_engine,Dax,59,I ask valve custom,orchid lamp rests,repair uncertainty,admit_unknown,0.528,0.546,0.212,True,True,True,15.24424,0.479315
303,17,moss_ward,Tala,60,I offer trade,blanket path clear,offer bounded aid,offer_trade,0.528,0.532,0.212,True,True,True,10.599,0.437944
304,17,glass_harbor,Nia,61,I do not dim lamp,fog catcher closed,respect boundary,step_back,0.588,0.598,0.152,True,True,True,11.76878,0.455574
305,17,cinder_garden,Pax,61,I need translation,repeat without hurry,answer bounded phrase,answer_known,0.586,0.592,0.194,True,True,True,14.33196,0.481204
306,18,orchid_engine,Bea,60,I do not turn key,cup before engine,repair uncertainty,gesture_repair,0.588,0.606,0.152,True,True,True,15.33198,0.498667
307,18,moss_ward,Fay,61,I need translation,speak slower,repair uncertainty,admit_unknown,0.572,0.59,0.168,True,True,True,10.6833,0.457296
308,18,glass_harbor,Puck,62,I wait by lamp,tea before crossing,offer bounded aid,offer_trade,0.564,0.568,0.176,True,True,True,11.82704,0.474926
309,18,cinder_garden,Wren,62,I ask seed path,seed rows sleep,respect boundary,step_back,0.564,0.574,0.176,True,True,True,14.395,0.500556
310,18,lichen_bridge,Kio,61,I offer rope help,meal room welcomes,answer bounded phrase,answer_known,0.584,0.59,0.196,True,True,True,13.07846,0.494185
311,18,orchid_engine,Cai,61,I do not turn key,cup before engine,repair uncertainty,ask_clarify,0.57,0.588,0.17,True,True,True,15.41124,0.521815
